time,ref_x,ref_y,ref_z,ref_dx,ref_dy,ref_dz,x,y,z,est_x,est_y,est_z,phi,theta,psi,est_phi,est_theta,est_psi,dx,dy,dz,est_dx,est_dy,est_dz,p,q,r,est_p,est_q,est_r,ref_phi,ref_theta,ref_psi,cmd_T,cmd_tau_phi,cmd_tau_theta,cmd_tau_psi,real_T,real_tau_phi,real_tau_theta,real_tau_psi,acc_x,acc_y,acc_z,meas_acc_x,meas_acc_y,meas_acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mocap_x,mocap_y,mocap_z,p_ddot_hat_x,p_ddot_hat_y,p_ddot_hat_z
0.0000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9201e-05,-3.5722e-05,1.7387e-06,0,0,0,0,0,0,0,0,0,0.00017012,0.00016861,0.00016936,0.004575,-0.047498,0,4.5312,-7.8596e-06,-7.7091e-07,-8.8114e-06,4.5126,0,0,0,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0,0,0
0.0050,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8055e-05,-7.1106e-05,3.4762e-06,0,0,0,0,0,0,0,0,0,0.00025805,0.00025506,0.00025655,0.004575,-0.047498,0,4.5312,-7.8596e-06,-7.7091e-07,-8.8114e-06,4.5126,0,0,0,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0,0,0
0.0100,0,3,0,0,0,0,0,0,0,-1.1661e-08,-1.5185e-10,6.2977e-16,0,0,0,0.00011682,-0.00010641,5.2125e-06,0,0,0,-1.3223e-06,-3.6021e-08,1.4932e-13,0,0,0,0.00030368,0.0002992,0.00030144,0.004575,-0.047498,0,4.5312,-1.872e-05,2.9956e-06,-1.6111e-05,4.5126,0,0,0,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0.14978,0.14962,0.15
0.0150,0,3,0,0,0,0,0,0,0,-1.1661e-08,-1.5185e-10,6.2977e-16,0,0,0,0.00015546,-0.0001416,6.9475e-06,0,0,0,-1.3223e-06,-3.6021e-08,1.4932e-13,0,0,0,0.00032753,0.00032157,0.00032455,0.004575,-0.047498,0,4.5312,-1.872e-05,2.9956e-06,-1.6111e-05,4.5155,-1.2066e-06,-1.1835e-07,-1.3527e-06,0,0,0.0062068,0.15,0.15,9.9662,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0.14978,0.14962,0.15
0.0200,0,3,0,0,0,0,0,0,0,7.4388e-06,7.4801e-06,8.073e-06,0,0,0,0.00017185,-0.00013968,1.6713e-05,0,0,3.1034e-05,0.0014934,0.0014961,0.0016146,-2.6933e-06,-2.0405e-07,-1.2761e-06,0.00033841,0.00033337,0.00033599,0.004575,-0.047498,0,4.5312,-2.5051e-05,5.4983e-06,-2.0157e-05,4.5179,-2.2279e-06,-2.1853e-07,-2.4978e-06,0,0,0.011461,0.15,0.15,9.9715,0.00034637,0.00034886,0.00034779,22.52,-0.33122,-41.902,0,0,0,0.14927,0.14886,0.15
0.0250,0,3,0,0,0,0,0,0,1.5517e-07,7.4388e-06,7.4801e-06,8.073e-06,-1.3466e-08,-1.0202e-09,-6.3807e-09,0.00018813,-0.00013777,2.6446e-05,0,0,8.8338e-05,0.0014934,0.0014961,0.0016146,-7.6664e-06,-5.8082e-07,-3.6325e-06,0.00034174,0.00033926,0.00034081,0.004575,-0.047498,0,4.5312,-2.5051e-05,5.4983e-06,-2.0157e-05,4.5199,-4.7598e-06,2.749e-07,-4.5876e-06,-1.0025e-08,1.3232e-07,0.015908,0.15,0.15,9.9759,0.0003414,0.00034849,0.00034543,22.52,-0.33122,-41.902,0,0,0,0.14927,0.14886,0.15
0.0300,0,3,0,0,0,0,0,0,5.9686e-07,2.8632e-05,2.8694e-05,3.1419e-05,-5.1798e-08,-3.9243e-09,-2.4543e-08,0.00020447,-0.00013598,3.6136e-05,-5.0124e-11,6.616e-10,0.00016788,0.0029769,0.0029778,0.0033039,-1.8291e-05,-1.0686e-07,-7.9604e-06,0.00033844,0.00034253,0.00034127,0.004575,-0.047498,0,4.5312,-2.8349e-05,4.9155e-06,-2.4344e-05,4.5216,-6.903e-06,6.9257e-07,-6.3566e-06,-3.8575e-08,5.0916e-07,0.019673,0.15,0.15,9.9797,0.00033077,0.00034896,0.00034111,22.52,-0.33122,-41.902,0,0,0,0.14888,0.14832,0.16146
0.0350,0,3,0,0,0,0,-2.5062e-13,3.308e-12,1.4363e-06,2.8632e-05,2.8694e-05,3.1419e-05,-1.4325e-07,-4.4586e-09,-6.4345e-08,0.00022065,-0.0001342,4.5774e-05,-2.43e-10,3.2074e-09,0.00026624,0.0029769,0.0029778,0.0033039,-3.37e-05,1.0872e-06,-1.3957e-05,0.00032941,0.00034479,0.00033867,0.004575,-0.047498,0,4.5312,-2.8349e-05,4.9155e-06,-2.4344e-05,4.5231,-9.6891e-06,1.4303e-06,-8.4752e-06,-4.3841e-08,1.4086e-06,0.02286,0.15,0.15,9.9829,0.00031537,0.00035015,0.00033511,22.52,-0.33122,-41.902,0,0,0,0.14888,0.14832,0.16146
0.0400,0,3,0,0,0,0,-1.4656e-12,1.9345e-11,2.7675e-06,6.1284e-05,6.1324e-05,6.8812e-05,-3.1175e-07,9.7753e-10,-1.3413e-07,0.00023678,-0.0001325,5.5351e-05,-4.6221e-10,1.025e-08,0.00038054,0.0044386,0.0044346,0.0051453,-5.5327e-05,3.5534e-06,-2.1953e-05,0.00031441,0.00034714,0.00033354,0.004575,-0.047498,0,4.5312,-3.1065e-05,4.472e-06,-2.7847e-05,4.5244,-1.2047e-05,2.0549e-06,-1.0269e-05,9.6149e-09,3.0662e-06,0.025557,0.15,0.15,9.9856,0.00029374,0.00035262,0.00032711,22.52,-0.3312,-41.902,0,0,5.9686e-07,0.14875,0.148,0.16967
0.0450,0,3,0,0,0,0,-3.7766e-12,7.0597e-11,4.6702e-06,6.1284e-05,6.1324e-05,6.8812e-05,-5.8839e-07,1.8744e-08,-2.4389e-07,0.00025269,-0.00013079,6.4858e-05,-4.1413e-10,2.5582e-08,0.00050833,0.0044386,0.0044346,0.0051453,-8.2218e-05,7.0962e-06,-3.164e-05,0.00029378,0.00035008,0.00032627,0.004575,-0.047498,0,4.5312,-3.1065e-05,4.472e-06,-2.7847e-05,4.5254,-1.455e-05,2.494e-06,-1.2429e-05,1.844e-07,5.7884e-06,0.02784,0.15,0.15,9.9878,0.00026685,0.00035616,0.00031743,22.52,-0.3312,-41.902,0,0,5.9686e-07,0.14875,0.148,0.16967
0.0500,0,3,0,0,0,0,-5.8473e-12,1.985e-10,7.2118e-06,0.00010336,0.00010332,0.00011939,-9.9948e-07,5.4225e-08,-4.021e-07,0.00026844,-0.0001291,7.4286e-05,5.0789e-10,5.4524e-08,0.00064753,0.0058697,0.0058583,0.0070772,-0.0001147,1.1396e-05,-4.3366e-05,0.00026755,0.00035367,0.00031691,0.004575,-0.047498,0,4.5312,-3.3194e-05,3.9858e-06,-3.0858e-05,4.5263,-1.6668e-05,2.8658e-06,-1.4259e-05,5.3357e-07,9.8346e-06,0.029773,0.15,0.15,9.9898,0.00023437,0.00036046,0.0003057,22.52,-0.3312,-41.902,-1.4656e-12,1.9345e-11,2.7675e-06,0.14872,0.14768,0.17556
0.0550,0,3,0,0,0,0,-3.3078e-12,4.7112e-10,1.0449e-05,0.00010336,0.00010332,0.00011939,-1.573e-06,1.1121e-07,-6.1893e-07,0.00028393,-0.00012738,8.3626e-05,3.1757e-09,1.037e-07,0.00079639,0.0058697,0.0058583,0.0070772,-0.0001519,1.6337e-05,-5.6818e-05,0.00023613,0.00035792,0.00030565,0.004575,-0.047498,0,4.5312,-3.3194e-05,3.9858e-06,-3.0858e-05,4.527,-1.8878e-05,3.1124e-06,-1.6345e-05,1.0944e-06,1.548e-05,0.031409,0.15,0.15,9.9914,0.00019716,0.0003654,0.00029225,22.52,-0.3312,-41.902,-1.4656e-12,1.9345e-11,2.7675e-06,0.14872,0.14768,0.17556
0.0600,0,3,0,0,0,0,1.2571e-11,9.8961e-10,1.4431e-05,0.00015305,0.00015285,0.00018203,-2.3325e-06,1.9289e-07,-9.0301e-07,0.00029922,-0.00012565,9.2869e-05,8.6479e-09,1.811e-07,0.00095344,0.0072621,0.0072404,0.0090538,-0.00019404,2.1703e-05,-7.2237e-05,0.00019965,0.00036271,0.00029244,0.004575,-0.047498,0,4.5312,-3.4754e-05,3.429e-06,-3.3414e-05,4.5277,-2.0749e-05,3.3211e-06,-1.8111e-05,1.8986e-06,2.2958e-05,0.032794,0.15,0.15,9.9928,0.00015503,0.00037077,0.00027683,22.52,-0.3311,-41.902,-5.8473e-12,1.985e-10,7.2118e-06,0.14873,0.14737,0.17977
0.0650,0,3,0,0,0,0,5.581e-11,1.8951e-09,1.9199e-05,0.00015305,0.00015285,0.00018203,-3.3027e-06,3.0141e-07,-1.2642e-06,0.00031419,-0.00012389,0.00010201,1.8141e-08,2.9589e-07,0.0011174,0.0072621,0.0072404,0.0090538,-0.00024036,2.743e-05,-8.9323e-05,0.00015854,0.00036795,0.00027743,0.004575,-0.047498,0,4.5312,-3.4754e-05,3.429e-06,-3.3414e-05,4.5282,-2.266e-05,3.4231e-06,-2.0068e-05,2.9671e-06,3.2511e-05,0.033967,0.15,0.15,9.994,0.00010871,0.0003765,0.00025974,22.52,-0.3311,-41.902,-5.8473e-12,1.985e-10,7.2118e-06,0.14873,0.14737,0.17977
0.0700,0,3,0,0,0,0,1.4652e-10,3.3745e-09,2.4786e-05,0.00020877,0.00020832,0.0002555,-4.5044e-06,4.3856e-07,-1.7108e-06,0.00032892,-0.00012211,0.00011103,3.2977e-08,4.5844e-07,0.0012872,0.0086092,0.0085739,0.011041,-0.00029094,3.3332e-05,-0.00010825,0.00011297,0.00037351,0.00026059,0.004575,-0.047498,0,4.5312,-3.5778e-05,2.8159e-06,-3.5524e-05,4.5287,-2.4277e-05,3.5095e-06,-2.1724e-05,4.3176e-06,4.4346e-05,0.034959,0.15,0.15,9.995,5.813e-05,0.0003824,0.00024081,22.52,-0.3311,-41.902,1.2571e-11,9.8961e-10,1.4431e-05,0.14876,0.14707,0.18279
0.0750,0,3,0,0,0,0,3.114e-10,5.6668e-09,3.1222e-05,0.00020877,0.00020832,0.0002555,-5.9591e-06,6.0521e-07,-2.2521e-06,0.0003433,-0.0001203,0.00011993,5.4565e-08,6.8017e-07,0.001462,0.0086092,0.0085739,0.011041,-0.00034512,3.9383e-05,-0.00012875,6.3363e-05,0.00037931,0.00024206,0.004575,-0.047498,0,4.5312,-3.5778e-05,2.8159e-06,-3.5524e-05,4.5291,-2.5885e-05,3.4971e-06,-2.3519e-05,5.9589e-06,5.8672e-05,0.035799,0.15,0.15,9.9958,3.9409e-06,0.00038845,0.00022032,22.52,-0.3311,-41.902,1.2571e-11,9.8961e-10,1.4431e-05,0.14876,0.14707,0.18279
0.0800,0,3,0,0,0,0,5.8422e-10,9.0676e-09,3.8532e-05,0.0002691,0.00026828,0.00033854,-7.6847e-06,8.0212e-07,-2.8958e-06,0.0003574,-0.00011845,0.0001287,8.4359e-08,9.7354e-07,0.001641,0.0099054,0.0098535,0.013013,-0.0004029,4.5412e-05,-0.00015094,9.9281e-06,0.00038522,0.00022182,0.004575,-0.047498,0,4.5312,-3.6308e-05,2.1669e-06,-3.7197e-05,4.5294,-2.7247e-05,3.4867e-06,-2.5038e-05,7.8983e-06,7.5668e-05,0.03651,0.15,0.15,9.9965,-5.3839e-05,0.00039448,0.00019813,22.52,-0.33083,-41.902,1.4652e-10,3.3745e-09,2.4786e-05,0.14879,0.14678,0.18496
0.0850,0,3,0,0,0,0,1.006e-09,1.3935e-08,4.6737e-05,0.0002691,0.00026828,0.00033854,-9.6993e-06,1.0292e-06,-3.6505e-06,0.00037112,-0.00011658,0.00013733,1.2385e-07,1.3519e-06,0.0018236,0.0099054,0.0098535,0.013013,-0.00046372,5.1424e-05,-0.00017456,-4.6951e-05,0.00039118,0.00020002,0.004575,-0.047498,0,4.5312,-3.6308e-05,2.1669e-06,-3.7197e-05,4.5297,-2.8557e-05,3.3837e-06,-2.6648e-05,1.0135e-05,9.551e-05,0.037112,0.15,0.15,9.9971,-0.00011466,0.00040049,0.00017451,22.52,-0.33083,-41.902,1.4652e-10,3.3745e-09,2.4786e-05,0.14879,0.14678,0.18496
0.0900,0,3,0,0,0,0,1.6253e-09,2.0695e-08,5.5855e-05,0.0003328,0.00033149,0.0004299,-1.2018e-05,1.2863e-06,-4.5233e-06,0.00038453,-0.00011467,0.00014582,1.7452e-07,1.8294e-06,0.0020091,0.011147,0.011075,0.014951,-0.00052747,5.7259e-05,-0.0001997,-0.00010702,0.00039708,0.00017668,0.004575,-0.047498,0,4.5312,-3.6386e-05,1.5014e-06,-3.8448e-05,4.5299,-2.9665e-05,3.2965e-06,-2.801e-05,1.2667e-05,0.00011835,0.037621,0.15,0.15,9.9976,-0.0001784,0.00040632,0.00014937,22.52,-0.33083,-41.902,5.8422e-10,9.0676e-09,3.8532e-05,0.14883,0.1465,0.18651
0.0950,0,3,0,0,0,0,2.4979e-09,2.9842e-08,6.5901e-05,0.0003328,0.00033149,0.0004299,-1.4655e-05,1.5726e-06,-5.5218e-06,0.00039754,-0.00011275,0.00015416,2.3786e-07,2.4212e-06,0.0021972,0.011147,0.011075,0.014951,-0.00059368,6.2943e-05,-0.00022612,-0.00016994,0.00040287,0.00015191,0.004575,-0.047498,0,4.5312,-3.6386e-05,1.5014e-06,-3.8448e-05,4.5301,-3.0685e-05,3.1231e-06,-2.942e-05,1.5488e-05,0.00014433,0.038053,0.15,0.15,9.9981,-0.00024462,0.00041201,0.00012295,22.52,-0.33083,-41.902,5.8422e-10,9.0676e-09,3.8532e-05,0.14883,0.1465,0.18651
0.1000,0,3,0,0,0,0,3.6872e-09,4.1948e-08,7.6887e-05,0.00039878,0.00039685,0.00052841,-1.7624e-05,1.8873e-06,-6.6524e-06,0.0004102,-0.00011078,0.00016234,3.153e-07,3.1428e-06,0.0023875,0.01233,0.012236,0.016841,-0.00066218,6.8328e-05,-0.00025388,-0.00023542,0.00040846,0.00012577,-0.016054,-0.042038,0,4.4956,0.00042125,-0.0048087,-3.9298e-05,4.5303,-3.1548e-05,2.9763e-06,-3.0614e-05,1.8588e-05,0.00017356,0.038418,0.15,0.15,9.9984,-0.00031311,0.00041739,9.519e-05,22.52,-0.33033,-41.902,1.6253e-09,2.0695e-08,5.5855e-05,0.14887,0.14623,0.18762
0.1050,0,3,0,0,0,0,5.2637e-09,5.7662e-08,8.8825e-05,0.00039878,0.00039685,0.00052841,-2.0935e-05,2.2289e-06,-7.9218e-06,0.00042245,-0.0001088,0.00017036,4.0824e-07,4.0106e-06,0.0025796,0.01233,0.012236,0.016841,-0.0007326,7.3461e-05,-0.00028276,-0.00030316,0.00041383,9.8375e-05,-0.016054,-0.042038,0,4.4956,0.00042125,-0.0048087,-3.9298e-05,4.5304,-3.2291e-05,2.7499e-06,-3.1817e-05,2.1953e-05,0.00020618,0.038727,0.15,0.15,9.9987,-0.00038353,0.00042253,6.6309e-05,22.52,-0.33033,-41.902,1.6253e-09,2.0695e-08,5.5855e-05,0.14887,0.14623,0.18762
0.1100,0,3,0,0,0,0,7.3049e-09,7.7715e-08,0.00010172,0.0004661,0.00046341,0.000633,-2.4598e-05,2.5962e-06,-9.3356e-06,0.00043435,-0.00010679,0.00017821,5.18e-07,5.0415e-06,0.0027732,0.013453,0.013335,0.018674,-0.00080467,7.8203e-05,-0.00031277,-0.00037287,0.0004189,6.9782e-05,-0.016054,-0.042038,0,4.4956,0.0004229,-0.0048195,-3.9769e-05,4.5305,-3.292e-05,2.5582e-06,-3.2835e-05,2.5572e-05,0.00024226,0.038988,0.15,0.15,9.999,-0.00045561,0.00042727,3.6293e-05,22.52,-0.33033,-41.902,3.6872e-09,4.1948e-08,7.6887e-05,0.14891,0.14598,0.18842
0.1150,0,3,0,0,0,0,9.8949e-09,1.0292e-07,0.00011559,0.0004661,0.00046341,0.000633,-2.8621e-05,2.9871e-06,-1.0899e-05,0.00044582,-0.00010476,0.00018589,6.4586e-07,6.2528e-06,0.0029682,0.013453,0.013335,0.018674,-0.00087816,8.2615e-05,-0.00034375,-0.00044427,0.00042364,4.0107e-05,-0.016054,-0.042038,0,4.4956,0.0004229,-0.0048195,-3.9769e-05,4.5252,3.6804e-05,-0.00073606,-3.3827e-05,2.9388e-05,0.00028155,0.027316,0.15,0.15,9.9873,-0.00052909,0.00043168,5.3166e-06,22.52,-0.33033,-41.902,3.6872e-09,4.1948e-08,7.6887e-05,0.14891,0.14598,0.18842
0.1200,0,3,0,0,0,0,1.3124e-08,1.3419e-07,0.00013043,0.00053395,0.00053036,0.00074159,-3.3012e-05,3.4002e-06,-1.2618e-05,0.00045769,-0.00010906,0.00019338,7.9281e-07,7.6606e-06,0.0031048,0.014515,0.014369,0.020222,-0.000796,-0.0011865,-0.00037566,-0.00044104,-0.00018966,9.4203e-06,-0.016054,-0.042038,0,4.4956,0.00042303,-0.0048136,-3.9888e-05,4.5206,9.5823e-05,-0.0013613,-3.4667e-05,3.3419e-05,0.00032442,0.017436,0.15,0.15,9.9774,-0.00044694,-0.00083739,-2.6596e-05,22.52,-0.32956,-41.901,7.3049e-09,7.7715e-08,0.00010172,0.14895,0.14574,0.18899
0.1250,0,3,0,0,0,0,1.7088e-08,1.7249e-07,0.00014595,0.00053395,0.00053036,0.00074159,-3.6992e-05,-2.5322e-06,-1.4496e-05,0.00047056,-0.00012503,0.00020069,9.599e-07,9.2827e-06,0.0031919,0.014515,0.014369,0.020222,-0.00058212,-0.0035335,-0.00040837,-0.00033546,-0.0016442,-2.2172e-05,-0.016054,-0.042038,0,4.4956,0.00042303,-0.0048136,-3.9888e-05,4.5168,0.00014604,-0.0018922,-3.545e-05,-2.4858e-05,0.00036322,0.009072,0.15,0.15,9.9691,-0.00023305,-0.0031844,-5.9301e-05,22.52,-0.32956,-41.901,7.3049e-09,7.7715e-08,0.00010172,0.14895,0.14574,0.18899
0.1300,0,3,0,0,0,0,2.1888e-08,2.189e-07,0.00016191,0.00060163,0.00059701,0.0008516,-3.9902e-05,-2.02e-05,-1.6537e-05,0.00048505,-0.00015721,0.0002078,8.3561e-07,1.1099e-05,0.0032373,0.015515,0.01534,0.021546,-0.00025615,-0.0067959,-0.00044181,-0.00012281,-0.0039759,-5.459e-05,-0.016054,-0.042038,0,4.4956,0.00041379,-0.0047203,-3.9681e-05,4.5135,0.00018854,-0.0023416,-3.6113e-05,-0.00019819,0.00039152,0.0019924,0.15,0.15,9.962,9.2915e-05,-0.0064468,-9.2746e-05,22.52,-0.32956,-41.901,1.3124e-08,1.3419e-07,0.00013043,0.14888,0.14551,0.16744
0.1350,0,3,0,0,0,0,2.6066e-08,2.744e-07,0.0001781,0.00060163,0.00059701,0.0008516,-4.1183e-05,-5.4179e-05,-1.8745e-05,0.00050158,-0.00020943,0.00021472,-1.5536e-07,1.3056e-05,0.0032473,0.015515,0.01534,0.021546,0.00016468,-0.010833,-0.00047588,0.00019098,-0.0071351,-8.7736e-05,-0.016054,-0.042038,0,4.4956,0.00041379,-0.0047203,-3.9681e-05,4.5108,0.00022454,-0.0027211,-3.6693e-05,-0.00053128,0.00040385,-0.0040003,0.15,0.15,9.956,0.00051375,-0.010484,-0.00012682,22.52,-0.32956,-41.901,1.3124e-08,1.3419e-07,0.00013043,0.14888,0.14551,0.16744
0.1400,0,3,0,0,0,0,2.5289e-08,3.3968e-07,0.00019434,0.00066854,0.00066276,0.00096029,-4.0359e-05,-0.00010835,-2.1122e-05,0.00052054,-0.00028491,0.00022141,-2.8117e-06,1.5076e-05,0.0032273,0.016453,0.016248,0.022468,0.00066586,-0.015525,-0.0005105,0.00059582,-0.011038,-0.00012152,-0.016054,-0.042038,0,4.4956,0.00039446,-0.0045337,-3.9169e-05,4.5084,0.00025501,-0.0030423,-3.7183e-05,-0.0010619,0.00039558,-0.0090731,0.15,0.15,9.9509,0.0010149,-0.015176,-0.00016143,22.515,-0.32908,-41.904,2.1888e-08,2.189e-07,0.00016191,0.14834,0.14524,0.15199
0.1450,0,3,0,0,0,0,1.123e-08,4.1506e-07,0.00021047,0.00066854,0.00066276,0.00096029,-3.703e-05,-0.00018597,-2.3672e-05,0.00054225,-0.00038633,0.00022789,-8.1211e-06,1.7054e-05,0.0031819,0.016453,0.016248,0.022468,0.001235,-0.02077,-0.00054557,0.0010805,-0.015592,-0.00015586,-0.016054,-0.042038,0,4.4956,0.00039446,-0.0045337,-3.9169e-05,4.5065,0.00027939,-0.0032999,-3.7567e-05,-0.0018219,0.00036281,-0.013367,0.15,0.15,9.9466,0.0015841,-0.020421,-0.0001965,22.515,-0.32908,-41.904,2.1888e-08,2.189e-07,0.00016191,0.14834,0.14524,0.15199
0.1500,0,3,0,0,0,0,-2.9375e-08,5.0032e-07,0.00022638,0.00073417,0.00072714,0.0010647,-3.0854e-05,-0.00028982,-2.6396e-05,0.00056703,-0.00051599,0.00023415,-1.723e-05,1.8868e-05,0.003115,0.017326,0.017093,0.023086,0.0018586,-0.02646,-0.00058099,0.0016327,-0.020697,-0.00019065,-0.016054,-0.042038,0,4.4956,0.00036665,-0.004269,-3.8378e-05,4.5048,0.00030002,-0.003518,-3.7891e-05,-0.0028382,0.00030223,-0.017002,0.15,0.15,9.943,0.0022077,-0.02611,-0.00023193,22.515,-0.32908,-41.904,2.5289e-08,3.3968e-07,0.00019434,0.14704,0.1449,0.14093
0.1550,0,3,0,0,0,0,-1.1553e-07,5.9466e-07,0.00024196,0.00073417,0.00072714,0.0010647,-2.156e-05,-0.00042212,-2.9297e-05,0.00059503,-0.00067554,0.00024018,-3.1421e-05,2.0379e-05,0.00303,0.017326,0.017093,0.023086,0.0025282,-0.032525,-0.00061671,0.0022421,-0.026268,-0.00022582,-0.016054,-0.042038,0,4.4956,0.00036665,-0.004269,-3.8378e-05,4.5034,0.00031452,-0.0036739,-3.8087e-05,-0.0041325,0.0002112,-0.02008,0.15,0.15,9.9399,0.0028773,-0.032176,-0.00026764,22.515,-0.32908,-41.904,2.5289e-08,3.3968e-07,0.00019434,0.14704,0.1449,0.14093
0.1600,0,3,0,0,0,0,-2.7263e-07,6.9656e-07,0.00025711,0.00079802,0.00078973,0.0011631,-8.9181e-06,-0.00058474,-3.2377e-05,0.00062647,-0.00086658,0.00024596,-5.2084e-05,2.1435e-05,0.0029296,0.018125,0.017875,0.02347,0.0032301,-0.038859,-0.00065259,0.0028964,-0.032209,-0.00026126,-0.016054,-0.042038,0,4.4956,0.00033228,-0.0039439,-3.7333e-05,4.5022,0.00032679,-0.0038059,-3.8253e-05,-0.0057231,8.7469e-05,-0.022685,0.15,0.15,9.9373,0.0035792,-0.03851,-0.00030352,22.495,-0.33021,-41.915,-2.9375e-08,5.0032e-07,0.00022638,0.14476,0.14444,0.133
0.1650,0,3,0,0,0,0,-5.3305e-07,8.0373e-07,0.00027176,0.00079802,0.00078973,0.0011631,7.2346e-06,-0.00077904,-3.5638e-05,0.00066139,-0.0010898,0.0002515,-8.0699e-05,2.1872e-05,0.0028162,0.018125,0.017875,0.02347,0.0039595,-0.045421,-0.0006886,0.0035873,-0.038452,-0.00029691,-0.016054,-0.042038,0,4.4956,0.00033228,-0.0039439,-3.7333e-05,4.5012,0.00033291,-0.003877,-3.8273e-05,-0.007623,-7.0519e-05,-0.024891,0.15,0.15,9.9351,0.0043085,-0.045072,-0.00033953,22.495,-0.33021,-41.915,-2.9375e-08,5.0032e-07,0.00022638,0.14476,0.14444,0.133
0.1700,0,3,0,0,0,0,-9.3655e-07,9.1309e-07,0.00028584,0.00085959,0.00085019,0.0012541,2.7035e-05,-0.0010061,-3.9082e-05,0.00069998,-0.0013464,0.0002568,-0.00011881,2.152e-05,0.0026918,0.018843,0.018596,0.023673,0.0047024,-0.052106,-0.00072459,0.0043036,-0.044909,-0.00033265,-0.016054,-0.042038,0,4.4956,0.00029317,-0.0035748,-3.6055e-05,4.5003,0.00033809,-0.0039372,-3.8289e-05,-0.0098434,-0.0002641,-0.026759,0.15,0.15,9.9332,0.0050515,-0.051757,-0.00037553,22.495,-0.33021,-41.915,-2.7263e-07,6.9656e-07,0.00025711,0.14133,0.14386,0.12732
0.1750,0,3,0,0,0,0,-1.5306e-06,1.0207e-06,0.0002993,0.00085959,0.00085019,0.0012541,5.055e-05,-0.0012667,-4.2713e-05,0.00074214,-0.0016362,0.00026183,-0.00016803,2.0199e-05,0.002558,0.018843,0.018596,0.023673,0.0054569,-0.058894,-0.00076056,0.0050385,-0.051526,-0.00036844,-0.016054,-0.042038,0,4.4956,0.00029317,-0.0035748,-3.6055e-05,4.4996,0.0003372,-0.0039382,-3.8142e-05,-0.01239,-0.00049394,-0.028341,0.15,0.15,9.9317,0.0058059,-0.058545,-0.0004115,22.495,-0.33021,-41.915,-2.7263e-07,6.9656e-07,0.00025711,0.14133,0.14386,0.12732
0.1800,0,3,0,0,0,0,-2.3708e-06,1.1217e-06,0.00031208,0.00091833,0.00090824,0.0013372,7.7839e-05,-0.0015611,-4.653e-05,0.00078807,-0.0019599,0.00026663,-0.00022998,1.7729e-05,0.0024163,0.019469,0.019256,0.023735,0.0062093,-0.065684,-0.00079635,0.005782,-0.058227,-0.00040415,-0.016054,-0.042038,0,4.4956,0.00025094,-0.0031759,-3.4575e-05,4.499,0.00033645,-0.0039391,-3.8018e-05,-0.015269,-0.00076058,-0.029683,0.15,0.15,9.9303,0.0065584,-0.065335,-0.00044728,22.454,-0.33368,-41.936,-9.3655e-07,9.1309e-07,0.00028584,0.13665,0.14314,0.12325
0.1850,0,3,0,0,0,0,-3.5207e-06,1.2103e-06,0.00032417,0.00091833,0.00090824,0.0013372,0.00010889,-0.0018896,-5.0537e-05,0.00083752,-0.0023167,0.00027115,-0.00030632,1.3926e-05,0.0022678,0.019469,0.019256,0.023735,0.00696,-0.072476,-0.00083196,0.0065292,-0.064973,-0.00043974,-0.016054,-0.042038,0,4.4956,0.00025094,-0.0031759,-3.4575e-05,4.4984,0.0003298,-0.0038832,-3.7717e-05,-0.018478,-0.0010639,-0.03082,0.15,0.15,9.9292,0.0073091,-0.072127,-0.00048289,22.454,-0.33368,-41.936,-9.3655e-07,9.1309e-07,0.00028584,0.13665,0.14314,0.12325
0.1900,0,3,0,0,0,0,-5.0523e-06,1.28e-06,0.00033551,0.00097365,0.00096366,0.0014119,0.0001437,-0.0022519,-5.4737e-05,0.00089061,-0.0027071,0.0002754,-0.00039872,8.6067e-06,0.0021137,0.019994,0.019855,0.023686,0.0076959,-0.079171,-0.00086723,0.007271,-0.071693,-0.00047511,-0.016054,-0.042038,0,4.4956,0.000207,-0.0027596,-3.2913e-05,4.498,0.00032418,-0.0038358,-3.7462e-05,-0.02202,-0.0014039,-0.031786,0.15,0.15,9.9282,0.0080449,-0.078822,-0.00051816,22.454,-0.33368,-41.936,-2.3708e-06,1.1217e-06,0.00031208,0.13068,0.14227,0.12033
