time,ref_x,ref_y,ref_z,ref_dx,ref_dy,ref_dz,x,y,z,est_x,est_y,est_z,phi,theta,psi,est_phi,est_theta,est_psi,dx,dy,dz,est_dx,est_dy,est_dz,p,q,r,est_p,est_q,est_r,ref_phi,ref_theta,ref_psi,cmd_T,cmd_tau_phi,cmd_tau_theta,cmd_tau_psi,real_T,real_tau_phi,real_tau_theta,real_tau_psi,acc_x,acc_y,acc_z,meas_acc_x,meas_acc_y,meas_acc_z,meas_gyro_x,meas_gyro_y,meas_gyro_z,meas_mag_x,meas_mag_y,meas_mag_z,meas_mocap_x,meas_mocap_y,meas_mocap_z,p_ddot_hat_x,p_ddot_hat_y,p_ddot_hat_z
0.0000,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.9201e-05,-3.5722e-05,1.7387e-06,0,0,0,0,0,0,0,0,0,0.00017012,0.00016861,0.00016936,0.0069541,-0.0049464,0,4.4963,-7.8596e-06,-7.7091e-07,-8.8114e-06,4.5126,0,0,0,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0,0,0
0.0050,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7.8055e-05,-7.1106e-05,3.4762e-06,0,0,0,0,0,0,0,0,0,0.00025805,0.00025506,0.00025655,0.0069541,-0.0049464,0,4.4963,-7.8596e-06,-7.7091e-07,-8.8114e-06,4.5126,0,0,0,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0,0,0
0.0100,3,3,3,0,0,0,0,0,0,-1.1661e-08,-1.5185e-10,6.2977e-16,0,0,0,0.00011682,-0.00010641,5.2125e-06,0,0,0,-1.3223e-06,-3.6021e-08,1.4932e-13,0,0,0,0.00030368,0.0002992,0.00030144,0.0069541,-0.0049464,0,4.4963,-1.872e-05,2.9956e-06,-1.6111e-05,4.5126,0,0,0,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0.14978,0.14962,0.15
0.0150,3,3,3,0,0,0,0,0,0,-1.1661e-08,-1.5185e-10,6.2977e-16,0,0,0,0.00015551,-0.00014164,6.9475e-06,0,0,0,-1.3223e-06,-3.6021e-08,1.4932e-13,0,0,0,0.00032753,0.00032157,0.00032455,0.0069541,-0.0049464,0,4.4963,-1.872e-05,2.9956e-06,-1.6111e-05,4.5101,-1.2066e-06,-1.1835e-07,-1.3527e-06,0,0,-0.0054482,0.15,0.15,9.9546,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0.14978,0.14962,0.15
0.0200,3,3,3,0,0,0,0,0,0,7.4388e-06,7.4801e-06,6.997e-06,0,0,0,0.00017189,-0.00013972,1.6713e-05,0,0,-2.7241e-05,0.0014934,0.0014961,0.0013994,-2.6933e-06,-2.0405e-07,-1.2761e-06,0.00033841,0.00033337,0.00033599,0.0069541,-0.0049464,0,4.4963,-2.5055e-05,5.5028e-06,-2.0157e-05,4.508,-2.2279e-06,-2.1853e-07,-2.4978e-06,0,0,-0.01006,0.15,0.15,9.9499,0.00034637,0.00034886,0.00034779,22.52,-0.33122,-41.902,0,0,0,0.14927,0.14886,0.15
0.0250,3,3,3,0,0,0,0,0,-1.3621e-07,7.4388e-06,7.4801e-06,6.997e-06,-1.3466e-08,-1.0202e-09,-6.3807e-09,0.00018817,-0.00013781,2.6446e-05,0,0,-7.7542e-05,0.0014934,0.0014961,0.0013994,-7.6664e-06,-5.8082e-07,-3.6325e-06,0.00034174,0.00033926,0.00034081,0.0069541,-0.0049464,0,4.4963,-2.5055e-05,5.5028e-06,-2.0157e-05,4.5062,-4.7598e-06,2.749e-07,-4.5876e-06,-9.9943e-09,1.3192e-07,-0.013964,0.15,0.15,9.946,0.0003414,0.00034849,0.00034543,22.52,-0.33122,-41.902,0,0,0,0.14927,0.14886,0.15
0.0300,3,3,3,0,0,0,0,0,-5.2391e-07,2.8632e-05,2.8694e-05,2.6515e-05,-5.1798e-08,-3.9243e-09,-2.4543e-08,0.00020451,-0.00013603,3.6135e-05,-4.9972e-11,6.5959e-10,-0.00014736,0.0029769,0.0029778,0.0027203,-1.8291e-05,-1.0686e-07,-7.9604e-06,0.00033845,0.00034253,0.00034127,0.0069541,-0.0049464,0,4.4963,-2.8353e-05,4.9201e-06,-2.4344e-05,4.5047,-6.903e-06,6.9257e-07,-6.3566e-06,-3.843e-08,5.0725e-07,-0.017268,0.15,0.15,9.9427,0.00033077,0.00034896,0.00034111,22.52,-0.33122,-41.902,0,0,0,0.14888,0.14832,0.13994
0.0350,3,3,3,0,0,0,-2.4986e-13,3.2979e-12,-1.2607e-06,2.8632e-05,2.8694e-05,2.6515e-05,-1.4325e-07,-4.4586e-09,-6.4345e-08,0.00022069,-0.00013424,4.5774e-05,-2.4212e-10,3.1958e-09,-0.0002337,0.0029769,0.0029778,0.0027203,-3.37e-05,1.0872e-06,-1.3957e-05,0.00032941,0.00034479,0.00033867,0.0069541,-0.0049464,0,4.4963,-2.8353e-05,4.9201e-06,-2.4344e-05,4.5034,-9.6897e-06,1.431e-06,-8.4752e-06,-4.365e-08,1.4024e-06,-0.020066,0.15,0.15,9.9399,0.00031537,0.00035015,0.00033511,22.52,-0.33122,-41.902,0,0,0,0.14888,0.14832,0.13994
0.0400,3,3,3,0,0,0,-1.4605e-12,1.9277e-11,-2.4292e-06,6.1284e-05,6.1324e-05,5.5376e-05,-3.1175e-07,9.7753e-10,-1.3413e-07,0.00023682,-0.00013255,5.535e-05,-4.6037e-10,1.0208e-08,-0.00033403,0.0044386,0.0044346,0.003871,-5.5328e-05,3.5545e-06,-2.1953e-05,0.00031441,0.00034714,0.00033354,0.0069541,-0.0049464,0,4.4963,-3.1069e-05,4.4767e-06,-2.7847e-05,4.5023,-1.2049e-05,2.0561e-06,-1.0269e-05,9.568e-09,3.0513e-06,-0.022433,0.15,0.15,9.9376,0.00029374,0.00035262,0.00032711,22.52,-0.3312,-41.902,0,0,-5.2391e-07,0.14875,0.148,0.13273
0.0450,3,3,3,0,0,0,-3.7623e-12,7.0317e-11,-4.0994e-06,6.1284e-05,6.1324e-05,5.5376e-05,-5.8839e-07,1.875e-08,-2.4389e-07,0.00025274,-0.00013084,6.4858e-05,-4.1253e-10,2.5464e-08,-0.0004462,0.0044386,0.0044346,0.003871,-8.2223e-05,7.0996e-06,-3.164e-05,0.00029378,0.00035008,0.00032627,0.0069541,-0.0049464,0,4.4963,-3.1069e-05,4.4767e-06,-2.7847e-05,4.5014,-1.4552e-05,2.4958e-06,-1.2429e-05,1.8348e-07,5.7578e-06,-0.024438,0.15,0.15,9.9356,0.00026684,0.00035617,0.00031743,22.52,-0.3312,-41.902,0,0,-5.2391e-07,0.14875,0.148,0.13273
0.0500,3,3,3,0,0,0,-5.825e-12,1.9764e-10,-6.3304e-06,0.00010336,0.00010332,9.0527e-05,-9.9951e-07,5.4248e-08,-4.021e-07,0.0002685,-0.00012915,7.4286e-05,5.0488e-10,5.4253e-08,-0.00056839,0.0058697,0.0058583,0.0048858,-0.0001147,1.1403e-05,-4.3366e-05,0.00026754,0.00035368,0.00031691,0.0069541,-0.0049464,0,4.4963,-3.32e-05,3.9907e-06,-3.0858e-05,4.5006,-1.667e-05,2.868e-06,-1.4259e-05,5.3076e-07,9.779e-06,-0.026134,0.15,0.15,9.9339,0.00023436,0.00036047,0.0003057,22.52,-0.3312,-41.902,-1.4605e-12,1.9277e-11,-2.4292e-06,0.14872,0.14768,0.12757
0.0550,3,3,3,0,0,0,-3.3006e-12,4.6891e-10,-9.1723e-06,0.00010336,0.00010332,9.0527e-05,-1.573e-06,1.1126e-07,-6.1893e-07,0.00028399,-0.00012743,8.3626e-05,3.1587e-09,1.0315e-07,-0.00069906,0.0058697,0.0058583,0.0048858,-0.00015191,1.6347e-05,-5.6818e-05,0.00023612,0.00035793,0.00030565,0.0069541,-0.0049464,0,4.4963,-3.32e-05,3.9907e-06,-3.0858e-05,4.4999,-1.8881e-05,3.1149e-06,-1.6345e-05,1.0884e-06,1.5388e-05,-0.027571,0.15,0.15,9.9324,0.00019715,0.00036541,0.00029225,22.52,-0.3312,-41.902,-1.4605e-12,1.9277e-11,-2.4292e-06,0.14872,0.14768,0.12757
0.0600,3,3,3,0,0,0,1.2493e-11,9.8465e-10,-1.2668e-05,0.00015305,0.00015285,0.00012954,-2.3326e-06,1.93e-07,-9.0301e-07,0.00029928,-0.0001257,9.2868e-05,8.6007e-09,1.8009e-07,-0.00083691,0.0072621,0.0072403,0.0057883,-0.00019406,2.1718e-05,-7.2237e-05,0.00019964,0.00036272,0.00029244,0.0069541,-0.0049464,0,4.4963,-3.476e-05,3.4342e-06,-3.3414e-05,4.4994,-2.0752e-05,3.324e-06,-1.8111e-05,1.8878e-06,2.2816e-05,-0.028786,0.15,0.15,9.9312,0.00015501,0.00037078,0.00027683,22.52,-0.3311,-41.902,-5.825e-12,1.9764e-10,-6.3304e-06,0.14873,0.14737,0.12387
0.0650,3,3,3,0,0,0,5.5497e-11,1.8851e-09,-1.6852e-05,0.00015305,0.00015285,0.00012954,-3.3029e-06,3.0159e-07,-1.2642e-06,0.00031426,-0.00012395,0.00010201,1.804e-08,2.9417e-07,-0.00098084,0.0072621,0.0072403,0.0057883,-0.00024038,2.7449e-05,-8.9322e-05,0.00015852,0.00036797,0.00027743,0.0069541,-0.0049464,0,4.4963,-3.476e-05,3.4342e-06,-3.3414e-05,4.4989,-2.2663e-05,3.4263e-06,-2.0068e-05,2.9496e-06,3.2303e-05,-0.029815,0.15,0.15,9.9302,0.00010868,0.00037652,0.00025974,22.52,-0.3311,-41.902,-5.825e-12,1.9764e-10,-6.3304e-06,0.14873,0.14737,0.12387
0.0700,3,3,3,0,0,0,1.4569e-10,3.3559e-09,-2.1756e-05,0.00020877,0.00020832,0.00017047,-4.5048e-06,4.3883e-07,-1.7108e-06,0.00032899,-0.00012217,0.00011103,3.2788e-08,4.5568e-07,-0.0011299,0.0086091,0.0085738,0.0065955,-0.00029097,3.3357e-05,-0.00010825,0.00011295,0.00037353,0.00026059,0.0069541,-0.0049464,0,4.4963,-3.5785e-05,2.8213e-06,-3.5524e-05,4.4985,-2.4281e-05,3.513e-06,-2.1724e-05,4.2916e-06,4.4054e-05,-0.030686,0.15,0.15,9.9293,5.8098e-05,0.00038242,0.00024081,22.52,-0.3311,-41.902,1.2493e-11,9.8465e-10,-1.2668e-05,0.14876,0.14707,0.12121
0.0750,3,3,3,0,0,0,3.0963e-10,5.6343e-09,-2.7406e-05,0.00020877,0.00020832,0.00017047,-5.9596e-06,6.0561e-07,-2.2521e-06,0.00034338,-0.00012035,0.00011993,5.4246e-08,6.7595e-07,-0.0012834,0.0086091,0.0085738,0.0065955,-0.00034517,3.9414e-05,-0.00012875,6.3332e-05,0.00037933,0.00024206,0.0069541,-0.0049464,0,4.4963,-3.5785e-05,2.8213e-06,-3.5524e-05,4.4981,-2.5889e-05,3.5009e-06,-2.3519e-05,5.9222e-06,5.8277e-05,-0.031424,0.15,0.15,9.9286,3.9002e-06,0.00038848,0.00022032,22.52,-0.3311,-41.902,1.2493e-11,9.8465e-10,-1.2668e-05,0.14876,0.14707,0.12121
0.0800,3,3,3,0,0,0,5.8086e-10,9.0141e-09,-3.3823e-05,0.0002691,0.00026828,0.00021176,-7.6855e-06,8.0268e-07,-2.8958e-06,0.00035748,-0.00011851,0.0001287,8.3856e-08,9.6733e-07,-0.0014405,0.0099054,0.0098534,0.0073192,-0.00040295,4.545e-05,-0.00015094,9.8888e-06,0.00038525,0.00022182,0.0069541,-0.0049464,0,4.4963,-3.6315e-05,2.1724e-06,-3.7197e-05,4.4979,-2.7251e-05,3.4907e-06,-2.5038e-05,7.8488e-06,7.5148e-05,-0.032048,0.15,0.15,9.928,-5.3888e-05,0.00039452,0.00019813,22.52,-0.33083,-41.902,1.4569e-10,3.3559e-09,-2.1756e-05,0.14879,0.14678,0.11931
0.0850,3,3,3,0,0,0,1.0001e-09,1.3851e-08,-4.1025e-05,0.0002691,0.00026828,0.00021176,-9.7002e-06,1.0299e-06,-3.6505e-06,0.00037121,-0.00011664,0.00013733,1.231e-07,1.3431e-06,-0.0016007,0.0099054,0.0098534,0.0073192,-0.00046378,5.1469e-05,-0.00017456,-4.6999e-05,0.00039121,0.00020002,0.0069541,-0.0049464,0,4.4963,-3.6315e-05,2.1724e-06,-3.7197e-05,4.4976,-2.8561e-05,3.3879e-06,-2.6647e-05,1.007e-05,9.4843e-05,-0.032576,0.15,0.15,9.9274,-0.00011472,0.00040053,0.00017451,22.52,-0.33083,-41.902,1.4569e-10,3.3559e-09,-2.1756e-05,0.14879,0.14678,0.11931
0.0900,3,3,3,0,0,0,1.6156e-09,2.0566e-08,-4.9029e-05,0.0003328,0.00033149,0.00025213,-1.2019e-05,1.2873e-06,-4.5233e-06,0.00038462,-0.00011474,0.00014582,1.7345e-07,1.8173e-06,-0.0017636,0.011147,0.011075,0.007968,-0.00052754,5.731e-05,-0.0001997,-0.00010708,0.00039712,0.00017668,0.0069541,-0.0049464,0,4.4963,-3.6394e-05,1.5069e-06,-3.8448e-05,4.4974,-2.967e-05,3.3009e-06,-2.801e-05,1.2586e-05,0.00011751,-0.033023,0.15,0.15,9.927,-0.00017847,0.00040638,0.00014937,22.52,-0.33083,-41.902,5.8086e-10,9.0141e-09,-3.3823e-05,0.14883,0.1465,0.11795
0.0950,3,3,3,0,0,0,2.4829e-09,2.9653e-08,-5.7847e-05,0.0003328,0.00033149,0.00025213,-1.4657e-05,1.5738e-06,-5.5218e-06,0.00039764,-0.00011281,0.00015416,2.3638e-07,2.4048e-06,-0.0019287,0.011147,0.011075,0.007968,-0.00059376,6.3002e-05,-0.00022612,-0.00017,0.00040292,0.00015191,0.0069541,-0.0049464,0,4.4963,-3.6394e-05,1.5069e-06,-3.8448e-05,4.4972,-3.069e-05,3.1277e-06,-2.942e-05,1.5387e-05,0.00014329,-0.033402,0.15,0.15,9.9266,-0.0002447,0.00041207,0.00012295,22.52,-0.33083,-41.902,5.8086e-10,9.0141e-09,-3.3823e-05,0.14883,0.1465,0.11795
0.1000,3,3,3,0,0,0,3.6648e-09,4.1677e-08,-6.749e-05,0.00039878,0.00039685,0.00029055,-1.7626e-05,1.8888e-06,-6.6524e-06,0.00041031,-0.00011085,0.00016234,3.1332e-07,3.1213e-06,-0.0020957,0.01233,0.012236,0.008548,-0.00066227,6.8395e-05,-0.00025388,-0.0002355,0.00040852,0.00012577,-0.014393,0.019092,0,4.9301,0.00065904,-0.00050002,-3.9297e-05,4.4971,-3.1554e-05,2.981e-06,-3.0614e-05,1.8467e-05,0.00017231,-0.033722,0.15,0.15,9.9263,-0.0003132,0.00041746,9.5191e-05,22.52,-0.33033,-41.902,1.6156e-09,2.0566e-08,-4.9029e-05,0.14887,0.14623,0.11698
0.1050,3,3,3,0,0,0,5.2314e-09,5.7283e-08,-7.7969e-05,0.00039878,0.00039685,0.00029055,-2.0937e-05,2.2307e-06,-7.9218e-06,0.00042257,-0.00010887,0.00017036,4.0565e-07,3.9829e-06,-0.0022643,0.01233,0.012236,0.008548,-0.0007327,7.3536e-05,-0.00028276,-0.00030325,0.0004139,9.8376e-05,-0.014393,0.019092,0,4.9301,0.00065904,-0.00050002,-3.9297e-05,4.497,-3.2297e-05,2.7547e-06,-3.1817e-05,2.1809e-05,0.00020468,-0.033994,0.15,0.15,9.926,-0.00038364,0.0004226,6.631e-05,22.52,-0.33033,-41.902,1.6156e-09,2.0566e-08,-4.9029e-05,0.14887,0.14623,0.11698
0.1100,3,3,3,0,0,0,7.2597e-09,7.7198e-08,-8.929e-05,0.0004661,0.00046341,0.00032616,-2.4601e-05,2.5984e-06,-9.3355e-06,0.00043447,-0.00010686,0.00017821,5.147e-07,5.0063e-06,-0.0024343,0.013453,0.013334,0.0090642,-0.00080479,7.8287e-05,-0.00031277,-0.00037297,0.00041897,6.9783e-05,-0.014393,0.019092,0,4.9301,0.0006612,-0.00050173,-3.9769e-05,4.4969,-3.2926e-05,2.5631e-06,-3.2835e-05,2.5404e-05,0.00024049,-0.034223,0.15,0.15,9.9258,-0.00045573,0.00042735,3.6294e-05,22.52,-0.33033,-41.902,3.6648e-09,4.1677e-08,-6.749e-05,0.14891,0.14598,0.11628
0.1150,3,3,3,0,0,0,9.8331e-09,1.0223e-07,-0.00010146,0.0004661,0.00046341,0.00032616,-2.8624e-05,2.9898e-06,-1.0899e-05,0.00044593,-0.00010483,0.00018589,6.4172e-07,6.2087e-06,-0.0026054,0.013453,0.013334,0.0090642,-0.00087829,8.2707e-05,-0.00034375,-0.00044439,0.00042372,4.0108e-05,-0.014393,0.019092,0,4.9301,0.0006612,-0.00050173,-3.9769e-05,4.5634,7.3304e-05,-7.4593e-05,-3.3827e-05,2.9663e-05,0.00028396,0.11036,0.15,0.15,10.07,-0.00052922,0.00043177,5.3173e-06,22.52,-0.33033,-41.902,3.6648e-09,4.1677e-08,-6.749e-05,0.14891,0.14598,0.11628
0.1200,3,3,3,0,0,0,1.3042e-08,1.3327e-07,-0.00011449,0.00053395,0.00053036,0.00037165,-3.3016e-05,3.4033e-06,-1.2618e-05,0.00045818,-0.00010343,0.00019338,7.9003e-07,7.6286e-06,-0.0020536,0.014515,0.014369,0.012193,-0.00071466,-4.59e-05,-0.00037566,-0.00040163,0.00036377,9.421e-06,-0.014393,0.019092,0,4.9301,0.00066088,-0.00050168,-3.9888e-05,4.6197,0.00016323,-0.0001399,-3.4667e-05,3.4182e-05,0.00033157,0.23275,0.15,0.15,10.193,-0.0003656,0.00030317,-2.6595e-05,22.52,-0.32956,-41.901,7.2597e-09,7.7198e-08,-8.929e-05,0.14895,0.14574,0.11578
0.1250,3,3,3,0,0,0,1.6992e-08,1.7142e-07,-0.00012476,0.00053395,0.00053036,0.00037165,-3.6589e-05,3.1737e-06,-1.4496e-05,0.00047218,-0.00010324,0.00020069,9.6094e-07,9.2864e-06,-0.00088989,0.014515,0.014369,0.012193,-0.00035032,-0.00028711,-0.00040837,-0.0002027,0.00021587,-2.2171e-05,-0.014393,0.019092,0,4.9301,0.00066088,-0.00050168,-3.9888e-05,4.6673,0.00023967,-0.00019545,-3.545e-05,3.2207e-05,0.00037125,0.33634,0.15,0.15,10.296,-1.2512e-06,6.1953e-05,-5.93e-05,22.52,-0.32956,-41.901,7.2597e-09,7.7198e-08,-8.929e-05,0.14895,0.14574,0.11578
0.1300,3,3,3,0,0,0,2.1797e-08,2.1785e-07,-0.00012921,0.00060163,0.00059701,0.00044727,-3.8341e-05,1.7381e-06,-1.6538e-05,0.00048882,-0.00010471,0.00020782,1.122e-06,1.1143e-05,0.00079182,0.015514,0.01534,0.017169,0.00018467,-0.0006241,-0.00044181,0.00015942,-2.3771e-05,-5.4588e-05,-0.014393,0.019092,0,4.9301,0.00064619,-0.0004925,-3.9685e-05,4.7077,0.00030439,-0.00024247,-3.6113e-05,1.7794e-05,0.00039238,0.42404,0.15,0.15,10.384,0.00053374,-0.00027503,-9.2743e-05,22.52,-0.32956,-41.901,1.3042e-08,1.3327e-07,-0.00011449,0.14897,0.14551,0.38275
0.1350,3,3,3,0,0,0,2.7406e-08,2.7356e-07,-0.00012525,0.00060163,0.00059701,0.00044727,-3.7417e-05,-1.3825e-06,-1.8747e-05,0.00050876,-0.00010826,0.00021476,1.2109e-06,1.3105e-05,0.002912,0.015514,0.01534,0.017169,0.0008641,-0.0010422,-0.00047588,0.00067563,-0.00034998,-8.7733e-05,-0.014393,0.019092,0,4.9301,0.00064619,-0.0004925,-3.9685e-05,4.7418,0.00035911,-0.00028226,-3.6693e-05,-1.4244e-05,0.00038571,0.49827,0.15,0.15,10.458,0.0012132,-0.00069309,-0.00012681,22.52,-0.32956,-41.901,1.3042e-08,1.3327e-07,-0.00011449,0.14897,0.14551,0.38275
0.1400,3,3,3,0,0,0,3.3461e-08,3.3908e-07,-0.00011069,0.00066854,0.00066276,0.00057681,-3.3097e-05,-6.5933e-06,-2.1126e-05,0.00053261,-0.00011421,0.00022148,1.1397e-06,1.5033e-05,0.0054033,0.016453,0.016248,0.026092,0.0016657,-0.0015288,-0.00051049,0.0013304,-0.00075404,-0.00012152,-0.014393,0.019092,0,4.9301,0.00061606,-0.00047356,-3.9183e-05,4.7707,0.00040544,-0.00031595,-3.7183e-05,-6.8373e-05,0.00034325,0.5611,0.15,0.15,10.521,0.0020148,-0.0011797,-0.00016143,22.519,-0.32937,-41.902,2.1797e-08,2.1785e-07,-0.00012921,0.14896,0.14521,0.57404
0.1450,3,3,3,0,0,0,3.916e-08,4.1425e-07,-8.3671e-05,0.00066854,0.00066276,0.00057681,-2.4768e-05,-1.4238e-05,-2.3679e-05,0.00056085,-0.00012286,0.000228,7.9786e-07,1.6749e-05,0.0082089,0.016453,0.016248,0.026092,0.0025707,-0.0020736,-0.00054557,0.0021068,-0.0012264,-0.00015586,-0.014393,0.019092,0,4.9301,0.00061606,-0.00047356,-3.9183e-05,4.7952,0.0004424,-0.00034305,-3.7567e-05,-0.00014841,0.0002582,0.61429,0.15,0.15,10.574,0.0029198,-0.0017245,-0.0001965,22.519,-0.32937,-41.902,2.1797e-08,2.1785e-07,-0.00012921,0.14896,0.14521,0.57404
0.1500,3,3,3,0,0,0,4.3149e-08,4.98e-07,-4.2626e-05,0.0007342,0.00072714,0.00078712,-1.1915e-05,-2.4605e-05,-2.6406e-05,0.00059394,-0.00013444,0.0002343,5.5815e-08,1.804e-05,0.01128,0.017329,0.017093,0.037778,0.0035582,-0.002665,-0.00058101,0.0029857,-0.0017565,-0.00019066,-0.014393,0.019092,0,4.9301,0.00057294,-0.00044646,-3.8409e-05,4.8159,0.00047369,-0.00036599,-3.7892e-05,-0.0002576,0.00012475,0.65931,0.15,0.15,10.619,0.0039073,-0.002316,-0.00023194,22.519,-0.32937,-41.902,3.3461e-08,3.3908e-07,-0.00011069,0.14886,0.14478,0.7111
0.1550,3,3,3,0,0,0,4.3428e-08,5.882e-07,1.3775e-05,0.0007342,0.00072714,0.00078712,5.876e-06,-3.7931e-05,-2.9311e-05,0.00063214,-0.00014913,0.00024039,-1.2322e-06,1.8664e-05,0.014577,0.017329,0.017093,0.037778,0.0046155,-0.0032961,-0.00061675,0.0039513,-0.0023356,-0.00022584,-0.014393,0.019092,0,4.9301,0.00057294,-0.00044646,-3.8409e-05,4.8334,0.00049554,-0.00038251,-3.8091e-05,-0.00039855,-6.173e-05,0.69743,0.15,0.15,10.657,0.0049646,-0.002947,-0.00026768,22.519,-0.32937,-41.902,3.3461e-08,3.3908e-07,-0.00011069,0.14886,0.14478,0.7111
0.1600,3,3,3,0,0,0,3.7267e-08,6.8152e-07,8.666e-05,0.00079818,0.00078971,0.0010942,2.8954e-05,-5.4411e-05,-3.2395e-05,0.00067576,-0.00016708,0.00024625,-3.2249e-06,1.8355e-05,0.018064,0.018145,0.017874,0.051363,0.0057216,-0.0039556,-0.00065267,0.0049852,-0.0029537,-0.00026132,-0.014393,0.019092,0,4.9301,0.00051979,-0.00041302,-3.7387e-05,4.8483,0.00051404,-0.00039649,-3.8258e-05,-0.00057348,-0.00030514,0.72969,0.15,0.15,10.69,0.0060707,-0.0036065,-0.00030361,22.517,-0.33172,-41.903,4.3149e-08,4.98e-07,-4.2626e-05,0.14866,0.14418,0.80931
0.1650,3,3,3,0,0,0,2.1143e-08,7.7329e-07,0.00017698,0.00079818,0.00078971,0.0010942,5.7562e-05,-7.4189e-05,-3.5659e-05,0.00072489,-0.0001884,0.00025188,-6.0924e-06,1.683e-05,0.021712,0.018145,0.017874,0.051363,0.006869,-0.0046392,-0.00068875,0.0060743,-0.0036036,-0.00029701,-0.014393,0.019092,0,4.9301,0.00051979,-0.00041302,-3.7387e-05,4.8608,0.00052309,-0.00040416,-3.8281e-05,-0.00078397,-0.00060823,0.75699,0.15,0.15,10.717,0.0072181,-0.0042901,-0.00033969,22.517,-0.33172,-41.903,4.3149e-08,4.98e-07,-4.2626e-05,0.14866,0.14418,0.80931
0.1700,3,3,3,0,0,0,-9.3192e-09,8.5744e-07,0.00028554,0.00086013,0.00085015,0.0015065,9.1907e-05,-9.7384e-05,-3.9104e-05,0.00077975,-0.00021317,0.00025727,-1.0012e-05,1.3789e-05,0.025497,0.0189,0.018592,0.066215,0.0080366,-0.005336,-0.00072485,0.0072016,-0.0042763,-0.00033283,-0.014393,0.019092,0,4.9301,0.00045937,-0.00037496,-3.6141e-05,4.8715,0.00053074,-0.00041065,-3.8301e-05,-0.0010313,-0.00097327,0.78011,0.15,0.15,10.74,0.0083857,-0.004987,-0.00037578,22.517,-0.33172,-41.903,3.7267e-08,6.8152e-07,8.666e-05,0.14834,0.14337,0.87969
0.1750,3,3,3,0,0,0,-5.938e-08,9.2639e-07,0.00041303,0.00086013,0.00085015,0.0015065,0.00013209,-0.00012406,-4.2731e-05,0.00084025,-0.0002414,0.00026242,-1.5169e-05,8.9222e-06,0.029398,0.0189,0.018592,0.066215,0.0092213,-0.0060441,-0.00076095,0.0083569,-0.0049661,-0.00036872,-0.014393,0.019092,0,4.9301,0.00045937,-0.00037496,-3.6141e-05,4.8805,0.00052906,-0.00041102,-3.8161e-05,-0.0013163,-0.0014014,0.79968,0.15,0.15,10.76,0.0095704,-0.005695,-0.00041189,22.517,-0.33172,-41.903,3.7267e-08,6.8152e-07,8.666e-05,0.14834,0.14337,0.87969
0.1800,3,3,3,0,0,0,-1.3523e-07,9.71e-07,0.00056002,0.00091976,0.00090814,0.0020276,0.0001782,-0.00015428,-4.6539e-05,0.00090665,-0.00027317,0.00026737,-2.1751e-05,1.9153e-06,0.033396,0.019595,0.019246,0.081872,0.010402,-0.0067528,-0.00079692,0.0095247,-0.0056651,-0.00040458,-0.014393,0.019092,0,4.9301,0.00039418,-0.00033375,-3.4704e-05,4.8881,0.00052763,-0.00041132,-3.8042e-05,-0.0016395,-0.0018935,0.81624,0.15,0.15,10.776,0.010751,-0.0064037,-0.00044785,22.513,-0.33767,-41.905,-9.3192e-09,8.5744e-07,0.00028554,0.14789,0.14235,0.93011
0.1850,3,3,3,0,0,0,-2.4398e-07,9.8057e-07,0.000727,0.00091976,0.00090814,0.0020276,0.00023021,-0.00018805,-5.053e-05,0.00097861,-0.00030838,0.00027207,-2.9948e-05,-7.5522e-06,0.037478,0.019595,0.019246,0.081872,0.01158,-0.007462,-0.00083276,0.010697,-0.006369,-0.00044036,-0.014393,0.019092,0,4.9301,0.00039418,-0.00033375,-3.4704e-05,4.8945,0.00051716,-0.00040574,-3.775e-05,-0.002001,-0.0024494,0.83026,0.15,0.15,10.79,0.011929,-0.0071129,-0.0004837,22.513,-0.33767,-41.905,-9.3192e-09,8.5744e-07,0.00028554,0.14789,0.14235,0.93011
0.1900,3,3,3,0,0,0,-3.9372e-07,9.4281e-07,0.00091439,0.00097683,0.00096343,0.0026579,0.00028811,-0.00022536,-5.4702e-05,0.0010562,-0.00034709,0.00027651,-3.9953e-05,-1.9799e-05,0.041629,0.02023,0.019838,0.097997,0.012734,-0.0081616,-0.00086832,0.011861,-0.0070709,-0.00047597,-0.014393,0.019092,0,4.9301,0.00032637,-0.00029068,-3.3095e-05,4.9,0.00050828,-0.00040102,-3.7503e-05,-0.0024007,-0.0030689,0.84213,0.15,0.15,10.802,0.013083,-0.0078125,-0.00051926,22.513,-0.33767,-41.905,-1.3523e-07,9.71e-07,0.00056002,0.14731,0.14111,0.96624
