time,ref_x,ref_y,ref_z,ref_dx,ref_dy,ref_dz,x,y,z,est_x,est_y,est_z,phi,theta,psi,est_phi,est_theta,est_psi,dx,dy,dz,est_dx,est_dy,est_dz,p,q,r,est_p,est_q,est_r,ref_phi,ref_theta,ref_psi,cmd_T,cmd_tau_phi,cmd_tau_theta,cmd_tau_psi,real_T,real_tau_phi,real_tau_theta,real_tau_psi,acc_x,acc_y,acc_z,meas_acc_x,meas_acc_y,meas_acc_z,meas_gyro_x,meas_gyro_y,meas_gyro_z,meas_mag_x,meas_mag_y,meas_mag_z,meas_mocap_x,meas_mocap_y,meas_mocap_z,p_ddot_hat_x,p_ddot_hat_y,p_ddot_hat_z
0.0000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3.9201e-05,-3.5722e-05,1.7387e-06,0,0,0,0,0,0,0,0,0,0.00017012,0.00016861,0.00016936,0.057548,-0.0041258,0,4.515,-7.8596e-06,-7.7091e-07,-8.8114e-06,4.5126,0,0,0,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0,0,0
0.0050,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7.8055e-05,-7.1106e-05,3.4762e-06,0,0,0,0,0,0,0,0,0,0.00025805,0.00025506,0.00025655,0.057548,-0.0041258,0,4.515,-7.8596e-06,-7.7091e-07,-8.8114e-06,4.5126,0,0,0,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0,0,0
0.0100,0,0,3,0,0,0,0,0,0,-1.1661e-08,-1.5185e-10,6.2977e-16,0,0,0,0.00011682,-0.00010641,5.2125e-06,0,0,0,-1.3223e-06,-3.6021e-08,1.4932e-13,0,0,0,0.00030368,0.0002992,0.00030144,0.057548,-0.0041258,0,4.515,-1.872e-05,2.9956e-06,-1.6111e-05,4.5126,0,0,0,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0.14978,0.14962,0.15
0.0150,0,0,3,0,0,0,0,0,0,-1.1661e-08,-1.5185e-10,6.2977e-16,0,0,0,0.00015548,-0.00014162,6.9475e-06,0,0,0,-1.3223e-06,-3.6021e-08,1.4932e-13,0,0,0,0.00032753,0.00032157,0.00032455,0.057548,-0.0041258,0,4.515,-1.872e-05,2.9956e-06,-1.6111e-05,4.513,-1.2066e-06,-1.1835e-07,-1.3527e-06,0,0,0.00080643,0.15,0.15,9.9608,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0.14978,0.14962,0.15
0.0200,0,0,3,0,0,0,0,0,0,7.4388e-06,7.4801e-06,7.5745e-06,0,0,0,0.00017187,-0.0001397,1.6713e-05,0,0,4.0322e-06,0.0014934,0.0014961,0.0015149,-2.6933e-06,-2.0405e-07,-1.2761e-06,0.00033841,0.00033337,0.00033599,0.057548,-0.0041258,0,4.515,-2.5053e-05,5.5004e-06,-2.0157e-05,4.5133,-2.2279e-06,-2.1853e-07,-2.4978e-06,0,0,0.0014891,0.15,0.15,9.9615,0.00034637,0.00034886,0.00034779,22.52,-0.33122,-41.902,0,0,0,0.14927,0.14886,0.15
0.0250,0,0,3,0,0,0,0,0,2.0161e-08,7.4388e-06,7.4801e-06,7.5745e-06,-1.3466e-08,-1.0202e-09,-6.3807e-09,0.00018815,-0.00013779,2.6446e-05,0,0,1.1477e-05,0.0014934,0.0014961,0.0015149,-7.6664e-06,-5.8082e-07,-3.6325e-06,0.00034174,0.00033926,0.00034081,0.057548,-0.0041258,0,4.515,-2.5053e-05,5.5004e-06,-2.0157e-05,4.5136,-4.7598e-06,2.749e-07,-4.5876e-06,-1.0011e-08,1.3213e-07,0.0020669,0.15,0.15,9.9621,0.0003414,0.00034849,0.00034543,22.52,-0.33122,-41.902,0,0,0,0.14927,0.14886,0.15
0.0300,0,0,3,0,0,0,0,0,7.7548e-08,2.8632e-05,2.8694e-05,2.9147e-05,-5.1798e-08,-3.9243e-09,-2.4543e-08,0.00020449,-0.000136,3.6136e-05,-5.0053e-11,6.6066e-10,2.1812e-05,0.0029769,0.0029778,0.0030335,-1.8291e-05,-1.0686e-07,-7.9604e-06,0.00033845,0.00034253,0.00034127,0.057548,-0.0041258,0,4.515,-2.8351e-05,4.9176e-06,-2.4344e-05,4.5138,-6.903e-06,6.9257e-07,-6.3566e-06,-3.8508e-08,5.0827e-07,0.002556,0.15,0.15,9.9626,0.00033077,0.00034896,0.00034111,22.52,-0.33122,-41.902,0,0,0,0.14888,0.14832,0.15149
0.0350,0,0,3,0,0,0,-2.5027e-13,3.3033e-12,1.8661e-07,2.8632e-05,2.8694e-05,2.9147e-05,-1.4325e-07,-4.4586e-09,-6.4345e-08,0.00022067,-0.00013422,4.5774e-05,-2.4259e-10,3.202e-09,3.4592e-05,0.0029769,0.0029778,0.0030335,-3.37e-05,1.0872e-06,-1.3957e-05,0.00032941,0.00034479,0.00033867,0.057548,-0.0041258,0,4.515,-2.8351e-05,4.9176e-06,-2.4344e-05,4.514,-9.6894e-06,1.4307e-06,-8.4752e-06,-4.3752e-08,1.4057e-06,0.0029701,0.15,0.15,9.963,0.00031537,0.00035015,0.00033511,22.52,-0.33122,-41.902,0,0,0,0.14888,0.14832,0.15149
0.0400,0,0,3,0,0,0,-1.4632e-12,1.9313e-11,3.5957e-07,6.1284e-05,6.1324e-05,6.2587e-05,-3.1175e-07,9.7753e-10,-1.3413e-07,0.0002368,-0.00013252,5.5351e-05,-4.6136e-10,1.0231e-08,4.9442e-05,0.0044386,0.0044346,0.0045549,-5.5328e-05,3.5539e-06,-2.1953e-05,0.00031441,0.00034714,0.00033354,0.057548,-0.0041258,0,4.515,-3.1067e-05,4.4742e-06,-2.7847e-05,4.5141,-1.2048e-05,2.0554e-06,-1.0269e-05,9.5932e-09,3.0593e-06,0.0033205,0.15,0.15,9.9633,0.00029374,0.00035262,0.00032711,22.52,-0.3312,-41.902,0,0,7.7548e-08,0.14875,0.148,0.15256
0.0450,0,0,3,0,0,0,-3.77e-12,7.0467e-11,6.0678e-07,6.1284e-05,6.1324e-05,6.2587e-05,-5.8839e-07,1.8747e-08,-2.4389e-07,0.00025271,-0.00013082,6.4858e-05,-4.1339e-10,2.5527e-08,6.6045e-05,0.0044386,0.0044346,0.0045549,-8.222e-05,7.0978e-06,-3.164e-05,0.00029378,0.00035008,0.00032627,0.057548,-0.0041258,0,4.515,-3.1067e-05,4.4742e-06,-2.7847e-05,4.5143,-1.4551e-05,2.4948e-06,-1.2429e-05,1.8398e-07,5.7742e-06,0.0036172,0.15,0.15,9.9636,0.00026685,0.00035616,0.00031743,22.52,-0.3312,-41.902,0,0,7.7548e-08,0.14875,0.148,0.15256
0.0500,0,0,3,0,0,0,-5.837e-12,1.981e-10,9.37e-07,0.00010336,0.00010332,0.00010602,-9.9949e-07,5.4236e-08,-4.021e-07,0.00026847,-0.00012912,7.4286e-05,5.065e-10,5.4398e-08,8.4131e-05,0.0058697,0.0058583,0.0060618,-0.0001147,1.1399e-05,-4.3366e-05,0.00026755,0.00035367,0.00031691,0.057548,-0.0041258,0,4.515,-3.3197e-05,3.9881e-06,-3.0858e-05,4.5144,-1.6669e-05,2.8668e-06,-1.4259e-05,5.3227e-07,9.8089e-06,0.0038683,0.15,0.15,9.9639,0.00023437,0.00036047,0.0003057,22.52,-0.3312,-41.902,-1.4632e-12,1.9313e-11,3.5957e-07,0.14872,0.14768,0.15332
0.0550,0,0,3,0,0,0,-3.3045e-12,4.701e-10,1.3577e-06,0.00010336,0.00010332,0.00010602,-1.573e-06,1.1123e-07,-6.1893e-07,0.00028396,-0.00012741,8.3626e-05,3.1678e-09,1.0344e-07,0.00010347,0.0058697,0.0058583,0.0060618,-0.00015191,1.6342e-05,-5.6818e-05,0.00023613,0.00035792,0.00030565,0.057548,-0.0041258,0,4.515,-3.3197e-05,3.9881e-06,-3.0858e-05,4.5145,-1.888e-05,3.1135e-06,-1.6345e-05,1.0916e-06,1.5437e-05,0.0040809,0.15,0.15,9.9641,0.00019716,0.00036541,0.00029225,22.52,-0.3312,-41.902,-1.4632e-12,1.9313e-11,3.5957e-07,0.14872,0.14768,0.15332
0.0600,0,0,3,0,0,0,1.2535e-11,9.8731e-10,1.875e-06,0.00015305,0.00015285,0.00015771,-2.3325e-06,1.9294e-07,-9.0301e-07,0.00029924,-0.00012568,9.2869e-05,8.6261e-09,1.8063e-07,0.00012388,0.0072621,0.0072404,0.0075407,-0.00019405,2.171e-05,-7.2237e-05,0.00019965,0.00036271,0.00029244,0.057548,-0.0041258,0,4.515,-3.4757e-05,3.4314e-06,-3.3414e-05,4.5146,-2.075e-05,3.3224e-06,-1.8111e-05,1.8936e-06,2.2892e-05,0.0042608,0.15,0.15,9.9643,0.00015502,0.00037078,0.00027683,22.52,-0.3311,-41.902,-5.837e-12,1.981e-10,9.37e-07,0.14873,0.14737,0.15387
0.0650,0,0,3,0,0,0,5.5665e-11,1.8905e-09,2.4944e-06,0.00015305,0.00015285,0.00015771,-3.3028e-06,3.0149e-07,-1.2642e-06,0.00031422,-0.00012392,0.00010201,1.8094e-08,2.9509e-07,0.00014518,0.0072621,0.0072404,0.0075407,-0.00024037,2.7439e-05,-8.9323e-05,0.00015853,0.00036796,0.00027743,0.057548,-0.0041258,0,4.515,-3.4757e-05,3.4314e-06,-3.3414e-05,4.5146,-2.2661e-05,3.4246e-06,-2.0068e-05,2.959e-06,3.2415e-05,0.0044132,0.15,0.15,9.9644,0.0001087,0.0003765,0.00025974,22.52,-0.3311,-41.902,-5.837e-12,1.981e-10,9.37e-07,0.14873,0.14737,0.15387
0.0700,0,0,3,0,0,0,1.4614e-10,3.3659e-09,3.2203e-06,0.00020877,0.00020832,0.0002161,-4.5046e-06,4.3868e-07,-1.7108e-06,0.00032895,-0.00012213,0.00011103,3.2889e-08,4.5716e-07,0.00016725,0.0086092,0.0085738,0.0089811,-0.00029095,3.3343e-05,-0.00010825,0.00011296,0.00037352,0.00026059,0.057548,-0.0041258,0,4.515,-3.5781e-05,2.8184e-06,-3.5524e-05,4.5147,-2.4279e-05,3.5111e-06,-2.1724e-05,4.3055e-06,4.4211e-05,0.0045421,0.15,0.15,9.9645,5.8115e-05,0.00038241,0.00024081,22.52,-0.3311,-41.902,1.2535e-11,9.8731e-10,1.875e-06,0.14876,0.14707,0.15426
0.0750,0,0,3,0,0,0,3.1058e-10,5.6517e-09,4.0565e-06,0.00020877,0.00020832,0.0002161,-5.9594e-06,6.054e-07,-2.2521e-06,0.00034334,-0.00012032,0.00011993,5.4417e-08,6.7822e-07,0.00018996,0.0086092,0.0085738,0.0089811,-0.00034514,3.9397e-05,-0.00012875,6.3349e-05,0.00037932,0.00024206,0.057548,-0.0041258,0,4.515,-3.5781e-05,2.8184e-06,-3.5524e-05,4.5147,-2.5887e-05,3.4989e-06,-2.3519e-05,5.9419e-06,5.8489e-05,0.0046512,0.15,0.15,9.9647,3.9221e-06,0.00038846,0.00022032,22.52,-0.3311,-41.902,1.2535e-11,9.8731e-10,1.875e-06,0.14876,0.14707,0.15426
0.0800,0,0,3,0,0,0,5.8266e-10,9.0428e-09,5.0063e-06,0.0002691,0.00026828,0.0002798,-7.6851e-06,8.0238e-07,-2.8958e-06,0.00035743,-0.00011848,0.0001287,8.4126e-08,9.7066e-07,0.00021321,0.0099054,0.0098535,0.010375,-0.00040293,4.543e-05,-0.00015094,9.9099e-06,0.00038523,0.00022182,0.057548,-0.0041258,0,4.515,-3.6311e-05,2.1695e-06,-3.7197e-05,4.5148,-2.7249e-05,3.4885e-06,-2.5038e-05,7.8754e-06,7.5427e-05,0.0047436,0.15,0.15,9.9647,-5.3862e-05,0.0003945,0.00019813,22.52,-0.33083,-41.902,1.4614e-10,3.3659e-09,3.2203e-06,0.14879,0.14678,0.15454
0.0850,0,0,3,0,0,0,1.0033e-09,1.3896e-08,6.0724e-06,0.0002691,0.00026828,0.0002798,-9.6997e-06,1.0295e-06,-3.6505e-06,0.00037116,-0.00011661,0.00013733,1.235e-07,1.3478e-06,0.00023693,0.0099054,0.0098535,0.010375,-0.00046375,5.1445e-05,-0.00017456,-4.6974e-05,0.0003912,0.00020002,0.057548,-0.0041258,0,4.515,-3.6311e-05,2.1695e-06,-3.7197e-05,4.5148,-2.8559e-05,3.3856e-06,-2.6647e-05,1.0105e-05,9.5201e-05,0.0048218,0.15,0.15,9.9648,-0.00011469,0.00040051,0.00017451,22.52,-0.33083,-41.902,1.4614e-10,3.3659e-09,3.2203e-06,0.14879,0.14678,0.15454
0.0900,0,0,3,0,0,0,1.6208e-09,2.0635e-08,7.2571e-06,0.0003328,0.00033149,0.00034753,-1.2018e-05,1.2867e-06,-4.5233e-06,0.00038457,-0.0001147,0.00014582,1.7403e-07,1.8238e-06,0.00026104,0.011147,0.011075,0.011715,-0.0005275,5.7283e-05,-0.0001997,-0.00010705,0.0003971,0.00017668,0.057548,-0.0041258,0,4.515,-3.6389e-05,1.5039e-06,-3.8448e-05,4.5148,-2.9668e-05,3.2986e-06,-2.801e-05,1.263e-05,0.00011796,0.004888,0.15,0.15,9.9649,-0.00017843,0.00040635,0.00014937,22.52,-0.33083,-41.902,5.8266e-10,9.0428e-09,5.0063e-06,0.14883,0.1465,0.15474
0.0950,0,0,3,0,0,0,2.4909e-09,2.9754e-08,8.5623e-06,0.0003328,0.00033149,0.00034753,-1.4656e-05,1.5731e-06,-5.5218e-06,0.00039759,-0.00011278,0.00015416,2.3718e-07,2.4136e-06,0.00028548,0.011147,0.011075,0.011715,-0.00059372,6.297e-05,-0.00022612,-0.00016997,0.00040289,0.00015191,0.057548,-0.0041258,0,4.515,-3.6389e-05,1.5039e-06,-3.8448e-05,4.5149,-3.0687e-05,3.1252e-06,-2.942e-05,1.5441e-05,0.00014385,0.004944,0.15,0.15,9.9649,-0.00024465,0.00041204,0.00012295,22.52,-0.33083,-41.902,5.8266e-10,9.0428e-09,5.0063e-06,0.14883,0.1465,0.15474
0.1000,0,0,3,0,0,0,3.6768e-09,4.1822e-08,9.9897e-06,0.00039878,0.00039685,0.0004182,-1.7625e-05,1.888e-06,-6.6524e-06,0.00041025,-0.00011082,0.00016234,3.1438e-07,3.1328e-06,0.0003102,0.01233,0.012236,0.012999,-0.00066222,6.8359e-05,-0.00025388,-0.00023546,0.00040849,0.00012577,0.049712,-0.0053267,0,4.9391,0.0057163,-0.00041693,-3.9298e-05,4.5149,-3.1551e-05,2.9785e-06,-3.0614e-05,1.8532e-05,0.00017298,0.0049915,0.15,0.15,9.965,-0.00031315,0.00041743,9.5191e-05,22.52,-0.33033,-41.902,1.6208e-09,2.0635e-08,7.2571e-06,0.14887,0.14623,0.15489
0.1050,0,0,3,0,0,0,5.2487e-09,5.7486e-08,1.1541e-05,0.00039878,0.00039685,0.0004182,-2.0936e-05,2.2297e-06,-7.9218e-06,0.00042251,-0.00010884,0.00017036,4.0704e-07,3.9978e-06,0.00033516,0.01233,0.012236,0.012999,-0.00073265,7.3496e-05,-0.00028276,-0.0003032,0.00041386,9.8375e-05,0.049712,-0.0053267,0,4.9391,0.0057163,-0.00041693,-3.9298e-05,4.5149,-3.2294e-05,2.7521e-06,-3.1817e-05,2.1887e-05,0.00020548,0.0050316,0.15,0.15,9.965,-0.00038358,0.00042256,6.6309e-05,22.52,-0.33033,-41.902,1.6208e-09,2.0635e-08,7.2571e-06,0.14887,0.14623,0.15489
0.1100,0,0,3,0,0,0,7.2839e-09,7.7475e-08,1.3216e-05,0.0004661,0.00046341,0.00049083,-2.4599e-05,2.5972e-06,-9.3356e-06,0.00043441,-0.00010683,0.00017821,5.1647e-07,5.0252e-06,0.00036032,0.013453,0.013334,0.014221,-0.00080473,7.8242e-05,-0.00031277,-0.00037292,0.00041893,6.9783e-05,0.049712,-0.0053267,0,4.9391,0.0057292,-0.00041846,-3.9769e-05,4.5149,-3.2922e-05,2.5605e-06,-3.2835e-05,2.5494e-05,0.00024144,0.0050656,0.15,0.15,9.9651,-0.00045566,0.00042731,3.6293e-05,22.52,-0.33033,-41.902,3.6768e-09,4.1822e-08,9.9897e-06,0.14891,0.14598,0.15499
0.1150,0,0,3,0,0,0,9.8663e-09,1.026e-07,1.5018e-05,0.0004661,0.00046341,0.00049083,-2.8623e-05,2.9884e-06,-1.0899e-05,0.00044587,-0.00010479,0.00018589,6.4394e-07,6.2324e-06,0.00038564,0.013453,0.013334,0.014221,-0.00087822,8.2658e-05,-0.00034375,-0.00044433,0.00042368,4.0107e-05,0.049712,-0.0053267,0,4.9391,0.0057292,-0.00041846,-3.9769e-05,4.5801,0.00084968,-6.1839e-05,-3.3827e-05,2.9757e-05,0.00028498,0.14663,0.15,0.15,10.107,-0.00052915,0.00043172,5.3169e-06,22.52,-0.33033,-41.902,3.6768e-09,4.1822e-08,9.9897e-06,0.14891,0.14598,0.15499
0.1200,0,0,3,0,0,0,1.3086e-08,1.3376e-07,1.6946e-05,0.00053395,0.00053036,0.00057764,-3.3014e-05,3.4016e-06,-1.2618e-05,0.00046675,-0.00010329,0.00019338,7.9273e-07,7.6573e-06,0.0011188,0.014515,0.014369,0.017995,0.0010184,-2.396e-05,-0.00037566,0.00043927,0.00037439,9.4206e-06,0.049712,-0.0053267,0,4.9391,0.0057192,-0.00041852,-3.9889e-05,4.6352,0.0015968,-0.00011635,-3.4667e-05,3.428e-05,0.00033266,0.26646,0.15,0.15,10.226,0.0013675,0.00032511,-2.6595e-05,22.52,-0.32956,-41.901,7.2839e-09,7.7475e-08,1.3216e-05,0.14895,0.14574,0.15507
0.1250,0,0,3,0,0,0,1.705e-08,1.7205e-07,2.254e-05,0.00053395,0.00053036,0.00057764,-2.7922e-05,3.2817e-06,-1.4496e-05,0.00050528,-0.00010278,0.00020069,9.6413e-07,9.3206e-06,0.0024511,0.014515,0.014369,0.017995,0.0045827,-0.00022457,-0.00040837,0.0026237,0.00025169,-2.2172e-05,0.049712,-0.0053267,0,4.9391,0.0057192,-0.00041852,-3.9889e-05,4.6818,0.0022312,-0.00016273,-3.545e-05,3.3405e-05,0.00028418,0.3679,0.15,0.15,10.328,0.0049317,0.0001245,-5.93e-05,22.52,-0.32956,-41.901,7.2839e-09,7.7475e-08,1.3216e-05,0.14895,0.14574,0.15507
0.1300,0,0,3,0,0,0,2.187e-08,2.1865e-07,3.4796e-05,0.00060163,0.00059701,0.00069827,-5.0083e-06,2.1588e-06,-1.6538e-05,0.00056851,-0.00010366,0.00020778,1.1312e-06,1.0742e-05,0.0042906,0.015514,0.01534,0.023566,0.009563,-0.00050515,-0.00044181,0.0061647,5.238e-05,-5.4589e-05,0.049712,-0.0053267,0,4.9391,0.0055885,-0.00041096,-3.9676e-05,4.7213,0.0027682,-0.00020199,-3.6113e-05,2.2159e-05,5.1404e-05,0.45376,0.15,0.15,10.414,0.0099121,-0.00015608,-9.2743e-05,22.52,-0.32956,-41.901,1.3086e-08,1.3376e-07,1.6946e-05,0.14898,0.14542,0.41646
0.1350,0,0,3,0,0,0,2.7526e-08,2.7236e-07,5.6249e-05,0.00060163,0.00059701,0.00069827,4.2807e-05,-3.6691e-07,-1.8747e-05,0.00066223,-0.00010626,0.00021463,1.242e-06,1.0999e-05,0.0065594,0.015514,0.01534,0.023566,0.015742,-0.00085343,-0.00047587,0.010986,-0.00021921,-8.7734e-05,0.049712,-0.0053267,0,4.9391,0.0055885,-0.00041096,-3.9676e-05,4.7548,0.0032212,-0.00023523,-3.6693e-05,-3.8009e-06,-0.00044247,0.52645,0.15,0.15,10.486,0.016091,-0.00050437,-0.00012681,22.52,-0.32956,-41.901,1.3086e-08,1.3376e-07,1.6946e-05,0.14898,0.14542,0.41646
0.1400,0,0,3,0,0,0,3.3736e-08,3.2735e-07,8.9046e-05,0.00066854,0.00066276,0.00087579,0.00012152,-4.634e-06,-2.1127e-05,0.00079137,-0.00011087,0.0002212,1.2229e-06,8.7862e-06,0.0091917,0.016453,0.016247,0.032985,0.022932,-0.001259,-0.00051048,0.016957,-0.00055583,-0.00012152,0.049712,-0.0053267,0,4.9391,0.0053283,-0.00039526,-3.9126e-05,4.7831,0.0036047,-0.00026337,-3.7183e-05,-4.8211e-05,-0.0012635,0.58797,0.15,0.15,10.548,0.023281,-0.00090998,-0.00016142,22.519,-0.33584,-41.902,2.187e-08,2.1865e-07,3.4796e-05,0.14897,0.14442,0.60376
0.1450,0,0,3,0,0,0,3.9851e-08,3.7128e-07,0.000135,0.00066854,0.00066276,0.00087579,0.00023618,-1.0929e-05,-2.368e-05,0.00096002,-0.00011773,0.00022744,9.8189e-07,2.4686e-06,0.012132,0.016453,0.016247,0.032985,0.030978,-0.0017132,-0.00054554,0.023934,-0.00094947,-0.00015585,0.049712,-0.0053267,0,4.9391,0.0053283,-0.00039526,-3.9126e-05,4.807,0.0039093,-0.00028603,-3.7566e-05,-0.00011427,-0.0024681,0.64005,0.15,0.15,10.6,0.031328,-0.0013641,-0.00019648,22.519,-0.33584,-41.902,2.187e-08,2.1865e-07,3.4796e-05,0.14897,0.14442,0.60376
0.1500,0,0,3,0,0,0,4.476e-08,3.8363e-07,0.00019566,0.0007342,0.00072709,0.0011363,0.00039107,-1.9494e-05,-2.641e-05,0.0011716,-0.00012702,0.00023333,4.1056e-07,-9.8718e-06,0.015332,0.01733,0.017084,0.045093,0.039704,-0.0022064,-0.00058095,0.031761,-0.0013914,-0.00019064,0.049712,-0.0053267,0,4.9391,0.0049593,-0.00037274,-3.8214e-05,4.8273,0.0041671,-0.00030521,-3.789e-05,-0.00020468,-0.0041039,0.68413,0.15,0.15,10.644,0.040054,-0.0018574,-0.00023188,22.519,-0.33584,-41.902,3.3736e-08,3.2735e-07,8.9046e-05,0.14889,0.14223,0.73797
0.1550,0,0,3,0,0,0,4.6813e-08,3.3427e-07,0.00027232,0.0007342,0.00072709,0.0011363,0.00058959,-3.0525e-05,-2.9319e-05,0.0014286,-0.0001389,0.00023881,-6.1285e-07,-3.0391e-05,0.018752,0.01733,0.017084,0.045093,0.049006,-0.0027328,-0.00061664,0.040303,-0.0018743,-0.0002258,0.049712,-0.0053267,0,4.9391,0.0049593,-0.00037274,-3.8214e-05,4.8445,0.0043453,-0.00031903,-3.808e-05,-0.00032166,-0.0062093,0.72145,0.15,0.15,10.681,0.049355,-0.0023837,-0.00026757,22.519,-0.33584,-41.902,3.3736e-08,3.2735e-07,8.9046e-05,0.14889,0.14223,0.73797
0.1600,0,0,3,0,0,0,4.3749e-08,1.8231e-07,0.00036608,0.00079818,0.00078946,0.0014952,0.00083462,-4.4187e-05,-3.241e-05,0.0017335,-0.00015351,0.000244,-2.2211e-06,-6.1438e-05,0.02236,0.018145,0.01784,0.059043,0.058705,-0.003283,-0.00065248,0.049406,-0.0023899,-0.00026123,0.049712,-0.0053267,0,4.9391,0.0045063,-0.00034493,-3.6938e-05,4.859,0.0044962,-0.00033074,-3.824e-05,-0.00046704,-0.0088161,0.75303,0.15,0.15,10.713,0.059054,-0.0029339,-0.00030342,22.518,-0.36544,-41.903,4.476e-08,3.8363e-07,0.00019566,0.14873,0.1385,0.83413
0.1650,0,0,3,0,0,0,3.2643e-08,-1.2488e-07,0.00047788,0.00079818,0.00078946,0.0014952,0.0011281,-6.06e-05,-3.5686e-05,0.002087,-0.00017091,0.00024867,-4.5563e-06,-0.00010552,0.026125,0.018145,0.01784,0.059043,0.068741,-0.0038534,-0.00068844,0.058963,-0.0029321,-0.00029686,0.049712,-0.0053267,0,4.9391,0.0045063,-0.00034493,-3.6938e-05,4.8713,0.0045673,-0.00033718,-3.8236e-05,-0.00064216,-0.011947,0.77977,0.15,0.15,10.74,0.069091,-0.0035044,-0.00033937,22.518,-0.36544,-41.903,4.476e-08,3.8363e-07,0.00019566,0.14873,0.1385,0.83413
0.1700,0,0,3,0,0,0,9.8613e-09,-6.5247e-07,0.00060851,0.00086014,0.00084929,0.0019608,0.0014719,-7.9863e-05,-3.915e-05,0.0024905,-0.00019119,0.00025279,-7.7671e-06,-0.00016525,0.030024,0.018901,0.018501,0.074216,0.078936,-0.004435,-0.00072434,0.068829,-0.0034934,-0.00033256,0.049712,-0.0053267,0,4.9391,0.0039925,-0.00031324,-3.525e-05,4.8817,0.0046275,-0.00034264,-3.8233e-05,-0.00084815,-0.01562,0.8024,0.15,0.15,10.762,0.079285,-0.004086,-0.00037528,22.518,-0.36544,-41.903,4.3749e-08,1.8231e-07,0.00036608,0.14848,0.13299,0.90304
0.1750,0,0,3,0,0,0,-2.8974e-08,-1.4787e-06,0.00075862,0.00086014,0.00084929,0.0019608,0.0018665,-0.00010203,-4.2804e-05,0.0029437,-0.00021435,0.00025629,-1.2008e-05,-0.00024335,0.034036,0.018901,0.018501,0.074216,0.089266,-0.0050261,-0.0007602,0.07892,-0.0040691,-0.00036829,0.049712,-0.0053267,0,4.9391,0.0039925,-0.00031324,-3.525e-05,4.8905,0.0046089,-0.00034299,-3.8034e-05,-0.0010856,-0.019844,0.82155,0.15,0.15,10.782,0.089615,-0.004677,-0.00041113,22.518,-0.36544,-41.903,4.3749e-08,1.8231e-07,0.00036608,0.14848,0.13299,0.90304
0.1800,0,0,3,0,0,0,-8.9014e-08,-2.6955e-06,0.0009288,0.00091979,0.00090592,0.0025364,0.0023129,-0.00012716,-4.6652e-05,0.0034487,-0.00024047,0.00025985,-1.7436e-05,-0.00034257,0.038143,0.019597,0.019053,0.090162,0.099553,-0.0056178,-0.0007958,0.089106,-0.0046526,-0.0004039,0.049712,-0.0053267,0,4.9391,0.0034386,-0.00027892,-3.3218e-05,4.898,0.0045931,-0.00034329,-3.7866e-05,-0.0013551,-0.024627,0.83776,0.15,0.15,10.798,0.099902,-0.0052687,-0.00044673,22.514,-0.42701,-41.905,9.8613e-09,-6.5247e-07,0.00060851,0.14811,0.12557,0.95241
0.1850,0,0,3,0,0,0,-1.7619e-07,-4.4084e-06,0.0011195,0.00091979,0.00090592,0.0025364,0.0028106,-0.00015524,-5.0696e-05,0.0040025,-0.00026945,0.00026269,-2.4211e-05,-0.00046571,0.042332,0.019597,0.019053,0.090162,0.10981,-0.0062101,-0.00083117,0.099325,-0.0052404,-0.00043934,0.049712,-0.0053267,0,4.9391,0.0034386,-0.00027892,-3.3218e-05,4.9043,0.0045009,-0.00033868,-3.7464e-05,-0.0016566,-0.029965,0.85147,0.15,0.15,10.812,0.11015,-0.005861,-0.00048211,22.514,-0.42701,-41.905,9.8613e-09,-6.5247e-07,0.00060851,0.14811,0.12557,0.95241
0.1900,0,0,3,0,0,0,-2.9725e-07,-6.7369e-06,0.0013312,0.00097689,0.00095854,0.0032222,0.0033597,-0.00018627,-5.4939e-05,0.0046056,-0.00030134,0.00026475,-3.2494e-05,-0.00061553,0.04659,0.020235,0.019477,0.10655,0.11985,-0.0067945,-0.00086609,0.10946,-0.0058265,-0.0004745,0.049712,-0.0053267,0,4.9391,0.0028629,-0.00024304,-3.0789e-05,4.9096,0.0044229,-0.00033477,-3.7124e-05,-0.0019901,-0.035858,0.86307,0.15,0.15,10.823,0.1202,-0.0064455,-0.00051702,22.514,-0.42701,-41.905,-8.9014e-08,-2.6955e-06,0.0009288,0.14763,0.11617,0.98779
