time,ref_x,ref_y,ref_z,ref_dx,ref_dy,ref_dz,x,y,z,est_x,est_y,est_z,phi,theta,psi,est_phi,est_theta,est_psi,dx,dy,dz,est_dx,est_dy,est_dz,p,q,r,est_p,est_q,est_r,ref_phi,ref_theta,ref_psi,cmd_T,cmd_tau_phi,cmd_tau_theta,cmd_tau_psi,real_T,real_tau_phi,real_tau_theta,real_tau_psi,acc_x,acc_y,acc_z,meas_acc_x,meas_acc_y,meas_acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mocap_x,mocap_y,mocap_z,p_ddot_hat_x,p_ddot_hat_y,p_ddot_hat_z
0.0000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9201e-05,-3.5722e-05,1.7387e-06,0,0,0,0,0,0,0,0,0,0.00017012,0.00016861,0.00016936,-8.8572e-18,-0.0055188,0,4.5126,-7.8596e-06,-7.7091e-07,-8.8114e-06,4.5126,0,0,0,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0,0,0
0.0050,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8055e-05,-7.1106e-05,3.4762e-06,0,0,0,0,0,0,0,0,0,0.00025805,0.00025506,0.00025655,-8.8572e-18,-0.0055188,0,4.5126,-7.8596e-06,-7.7091e-07,-8.8114e-06,4.5126,0,0,0,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0,0,0
0.0100,3,0,0,0,0,0,0,0,0,-1.1661e-08,-1.5185e-10,6.2977e-16,0,0,0,0.00011682,-0.00010641,5.2125e-06,0,0,0,-1.3223e-06,-3.6021e-08,1.4932e-13,0,0,0,0.00030368,0.0002992,0.00030144,-8.8572e-18,-0.0055188,0,4.5126,-1.872e-05,2.9956e-06,-1.6111e-05,4.5126,0,0,0,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0.14978,0.14962,0.15
0.0150,3,0,0,0,0,0,0,0,0,-1.1661e-08,-1.5185e-10,6.2977e-16,0,0,0,0.00015548,-0.00014162,6.9475e-06,0,0,0,-1.3223e-06,-3.6021e-08,1.4932e-13,0,0,0,0.00032753,0.00032157,0.00032455,-8.8572e-18,-0.0055188,0,4.5126,-1.872e-05,2.9956e-06,-1.6111e-05,4.5126,-1.2066e-06,-1.1835e-07,-1.3527e-06,0,0,0,0.15,0.15,9.96,0.00034907,0.00034907,0.00034907,22.52,-0.33122,-41.902,0,0,0,0.14978,0.14962,0.15
0.0200,3,0,0,0,0,0,0,0,0,7.4388e-06,7.4801e-06,7.5e-06,0,0,0,0.00017187,-0.0001397,1.6713e-05,0,0,0,0.0014934,0.0014961,0.0015,-2.6933e-06,-2.0405e-07,-1.2761e-06,0.00033841,0.00033337,0.00033599,-8.8572e-18,-0.0055188,0,4.5126,-2.5053e-05,5.5007e-06,-2.0157e-05,4.5126,-2.2279e-06,-2.1853e-07,-2.4978e-06,0,0,0,0.15,0.15,9.96,0.00034637,0.00034886,0.00034779,22.52,-0.33122,-41.902,0,0,0,0.14927,0.14886,0.15
0.0250,3,0,0,0,0,0,0,0,0,7.4388e-06,7.4801e-06,7.5e-06,-1.3466e-08,-1.0202e-09,-6.3807e-09,0.00018815,-0.00013779,2.6446e-05,0,0,0,0.0014934,0.0014961,0.0015,-7.6664e-06,-5.8082e-07,-3.6325e-06,0.00034174,0.00033926,0.00034081,-8.8572e-18,-0.0055188,0,4.5126,-2.5053e-05,5.5007e-06,-2.0157e-05,4.5126,-4.7598e-06,2.749e-07,-4.5876e-06,-1.0009e-08,1.3211e-07,0,0.15,0.15,9.96,0.0003414,0.00034849,0.00034543,22.52,-0.33122,-41.902,0,0,0,0.14927,0.14886,0.15
0.0300,3,0,0,0,0,0,0,0,0,2.8632e-05,2.8694e-05,2.8807e-05,-5.1798e-08,-3.9243e-09,-2.4543e-08,0.00020449,-0.00013601,3.6135e-05,-5.0043e-11,6.6053e-10,0,0.0029769,0.0029778,0.0029931,-1.8291e-05,-1.0686e-07,-7.9604e-06,0.00033845,0.00034253,0.00034127,-8.8572e-18,-0.0055188,0,4.5126,-2.8351e-05,4.918e-06,-2.4344e-05,4.5126,-6.903e-06,6.9257e-07,-6.3566e-06,-3.8498e-08,5.0814e-07,-1.0658e-14,0.15,0.15,9.96,0.00033077,0.00034896,0.00034111,22.52,-0.33122,-41.902,0,0,0,0.14888,0.14832,0.15
0.0350,3,0,0,0,0,0,-2.5021e-13,3.3026e-12,0,2.8632e-05,2.8694e-05,2.8807e-05,-1.4325e-07,-4.4586e-09,-6.4345e-08,0.00022067,-0.00013422,4.5774e-05,-2.4253e-10,3.2012e-09,-5.3291e-17,0.0029769,0.0029778,0.0029931,-3.37e-05,1.0872e-06,-1.3957e-05,0.00032941,0.00034479,0.00033867,-8.8572e-18,-0.0055188,0,4.5126,-2.8351e-05,4.918e-06,-2.4344e-05,4.5126,-9.6894e-06,1.4307e-06,-8.4752e-06,-4.3739e-08,1.4053e-06,-9.9476e-14,0.15,0.15,9.96,0.00031537,0.00035015,0.00033511,22.52,-0.33122,-41.902,0,0,0,0.14888,0.14832,0.15
0.0400,3,0,0,0,0,0,-1.4629e-12,1.9309e-11,-2.6645e-19,6.1284e-05,6.1324e-05,6.1657e-05,-3.1175e-07,9.7753e-10,-1.3413e-07,0.0002368,-0.00013253,5.535e-05,-4.6123e-10,1.0228e-08,-5.5067e-16,0.0044386,0.0044346,0.0044667,-5.5328e-05,3.554e-06,-2.1953e-05,0.00031441,0.00034714,0.00033354,-8.8572e-18,-0.0055188,0,4.5126,-3.1067e-05,4.4745e-06,-2.7847e-05,4.5126,-1.2048e-05,2.0555e-06,-1.0269e-05,9.5899e-09,3.0583e-06,-4.7606e-13,0.15,0.15,9.96,0.00029374,0.00035262,0.00032711,22.52,-0.3312,-41.902,0,0,0,0.14875,0.148,0.15
0.0450,3,0,0,0,0,0,-3.769e-12,7.0448e-11,-3.0198e-18,6.1284e-05,6.1324e-05,6.1657e-05,-5.8839e-07,1.8747e-08,-2.4389e-07,0.00025272,-0.00013082,6.4858e-05,-4.1328e-10,2.5519e-08,-2.931e-15,0.0044386,0.0044346,0.0044667,-8.2221e-05,7.098e-06,-3.164e-05,0.00029378,0.00035008,0.00032627,-8.8572e-18,-0.0055188,0,4.5126,-3.1067e-05,4.4745e-06,-2.7847e-05,4.5126,-1.4551e-05,2.495e-06,-1.2429e-05,1.8391e-07,5.7721e-06,-1.6982e-12,0.15,0.15,9.96,0.00026685,0.00035616,0.00031743,22.52,-0.3312,-41.902,0,0,0,0.14875,0.148,0.15
0.0500,3,0,0,0,0,0,-5.8354e-12,1.9804e-10,-1.7675e-17,0.00010336,0.00010332,0.00010402,-9.9949e-07,5.4237e-08,-4.021e-07,0.00026847,-0.00012913,7.4286e-05,5.0629e-10,5.438e-08,-1.1422e-14,0.0058697,0.0058583,0.0059102,-0.0001147,1.14e-05,-4.3366e-05,0.00026755,0.00035367,0.00031691,-8.8572e-18,-0.0055188,0,4.5126,-3.3197e-05,3.9884e-06,-3.0858e-05,4.5126,-1.6669e-05,2.8669e-06,-1.4259e-05,5.3207e-07,9.805e-06,-4.9134e-12,0.15,0.15,9.96,0.00023437,0.00036047,0.0003057,22.52,-0.3312,-41.902,-1.4629e-12,1.9309e-11,-2.6645e-19,0.14872,0.14768,0.15
0.0550,3,0,0,0,0,0,-3.304e-12,4.6994e-10,-7.4785e-17,0.00010336,0.00010332,0.00010402,-1.573e-06,1.1124e-07,-6.1893e-07,0.00028396,-0.00012741,8.3626e-05,3.1667e-09,1.034e-07,-3.5989e-14,0.0058697,0.0058583,0.0059102,-0.00015191,1.6343e-05,-5.6818e-05,0.00023613,0.00035792,0.00030565,-8.8572e-18,-0.0055188,0,4.5126,-3.3197e-05,3.9884e-06,-3.0858e-05,4.5126,-1.888e-05,3.1137e-06,-1.6345e-05,1.0912e-06,1.5431e-05,-1.2195e-11,0.15,0.15,9.96,0.00019716,0.00036541,0.00029225,22.52,-0.3312,-41.902,-1.4629e-12,1.9309e-11,-2.6645e-19,0.14872,0.14768,0.15
0.0600,3,0,0,0,0,0,1.2529e-11,9.8697e-10,-2.5473e-16,0.00015305,0.00015285,0.00015408,-2.3325e-06,1.9295e-07,-9.0301e-07,0.00029925,-0.00012568,9.2869e-05,8.6228e-09,1.8056e-07,-9.6962e-14,0.0072621,0.0072404,0.0073148,-0.00019405,2.1711e-05,-7.2237e-05,0.00019964,0.00036271,0.00029244,-8.8572e-18,-0.0055188,0,4.5126,-3.4757e-05,3.4318e-06,-3.3414e-05,4.5126,-2.0751e-05,3.3226e-06,-1.8111e-05,1.8928e-06,2.2882e-05,-2.6869e-11,0.15,0.15,9.96,0.00015502,0.00037078,0.00027683,22.52,-0.3311,-41.902,-5.8354e-12,1.9804e-10,-1.7675e-17,0.14873,0.14737,0.15
0.0650,3,0,0,0,0,0,5.5643e-11,1.8898e-09,-7.3954e-16,0.00015305,0.00015285,0.00015408,-3.3028e-06,3.015e-07,-1.2642e-06,0.00031423,-0.00012392,0.00010201,1.8087e-08,2.9497e-07,-2.3131e-13,0.0072621,0.0072404,0.0073148,-0.00024037,2.744e-05,-8.9322e-05,0.00015853,0.00036796,0.00027743,-8.8572e-18,-0.0055188,0,4.5126,-3.4757e-05,3.4318e-06,-3.3414e-05,4.5126,-2.2661e-05,3.4248e-06,-2.0068e-05,2.9578e-06,3.24e-05,-5.395e-11,0.15,0.15,9.96,0.0001087,0.00037651,0.00025974,22.52,-0.3311,-41.902,-5.8354e-12,1.9804e-10,-1.7675e-17,0.14873,0.14737,0.15
0.0700,3,0,0,0,0,0,1.4608e-10,3.3646e-09,-1.8961e-15,0.00020877,0.00020832,0.00021022,-4.5046e-06,4.387e-07,-1.7108e-06,0.00032896,-0.00012214,0.00011103,3.2876e-08,4.5697e-07,-5.0106e-13,0.0086092,0.0085738,0.0086735,-0.00029095,3.3345e-05,-0.00010825,0.00011296,0.00037352,0.00026059,-8.8572e-18,-0.0055188,0,4.5126,-3.5782e-05,2.8187e-06,-3.5524e-05,4.5126,-2.4279e-05,3.5114e-06,-2.1724e-05,4.3038e-06,4.419e-05,-1.0047e-10,0.15,0.15,9.96,5.8113e-05,0.00038241,0.00024081,22.52,-0.3311,-41.902,1.2529e-11,9.8697e-10,-2.5473e-16,0.14876,0.14707,0.15
0.0750,3,0,0,0,0,0,3.1046e-10,5.6495e-09,-4.4014e-15,0.00020877,0.00020832,0.00021022,-5.9594e-06,6.0543e-07,-2.2521e-06,0.00034334,-0.00012033,0.00011993,5.4395e-08,6.7793e-07,-1.0034e-12,0.0086092,0.0085738,0.0086735,-0.00034515,3.9399e-05,-0.00012875,6.3346e-05,0.00037932,0.00024206,-8.8572e-18,-0.0055188,0,4.5126,-3.5782e-05,2.8187e-06,-3.5524e-05,4.5126,-2.5888e-05,3.4991e-06,-2.3519e-05,5.9394e-06,5.8462e-05,-1.76e-10,0.15,0.15,9.96,3.9192e-06,0.00038847,0.00022032,22.52,-0.3311,-41.902,1.2529e-11,9.8697e-10,-2.5473e-16,0.14876,0.14707,0.15
0.0800,3,0,0,0,0,0,5.8243e-10,9.0391e-09,-9.4185e-15,0.0002691,0.00026828,0.00027102,-7.6851e-06,8.0242e-07,-2.8958e-06,0.00035744,-0.00011848,0.0001287,8.4092e-08,9.7023e-07,-1.8834e-12,0.0099054,0.0098535,0.0099807,-0.00040293,4.5433e-05,-0.00015094,9.9072e-06,0.00038524,0.00022182,-8.8572e-18,-0.0055188,0,4.5126,-3.6311e-05,2.1698e-06,-3.7197e-05,4.5126,-2.7249e-05,3.4888e-06,-2.5038e-05,7.8719e-06,7.5391e-05,-2.9285e-10,0.15,0.15,9.96,-5.3865e-05,0.0003945,0.00019813,22.52,-0.33083,-41.902,1.4608e-10,3.3646e-09,-1.8961e-15,0.14879,0.14678,0.15
0.0850,3,0,0,0,0,0,1.0029e-09,1.389e-08,-1.8836e-14,0.0002691,0.00026828,0.00027102,-9.6998e-06,1.0296e-06,-3.6505e-06,0.00037116,-0.00011661,0.00013733,1.2345e-07,1.3472e-06,-3.3477e-12,0.0099054,0.0098535,0.0099807,-0.00046376,5.1448e-05,-0.00017456,-4.6977e-05,0.0003912,0.00020002,-8.8572e-18,-0.0055188,0,4.5126,-3.6311e-05,2.1698e-06,-3.7197e-05,4.5126,-2.8559e-05,3.3859e-06,-2.6647e-05,1.01e-05,9.5155e-05,-4.6669e-10,0.15,0.15,9.96,-0.00011469,0.00040051,0.00017451,22.52,-0.33083,-41.902,1.4608e-10,3.3646e-09,-1.8961e-15,0.14879,0.14678,0.15
0.0900,3,0,0,0,0,0,1.6201e-09,2.0626e-08,-3.5574e-14,0.0003328,0.00033149,0.00033523,-1.2019e-05,1.2868e-06,-4.5233e-06,0.00038458,-0.00011471,0.00014582,1.7395e-07,1.823e-06,-5.6811e-12,0.011147,0.011075,0.011232,-0.0005275,5.7286e-05,-0.0001997,-0.00010705,0.0003971,0.00017668,-8.8572e-18,-0.0055188,0,4.5126,-3.639e-05,1.5043e-06,-3.8448e-05,4.5126,-2.9668e-05,3.2989e-06,-2.801e-05,1.2624e-05,0.0001179,-7.1663e-10,0.15,0.15,9.96,-0.00017844,0.00040635,0.00014937,22.52,-0.33083,-41.902,5.8243e-10,9.0391e-09,-9.4185e-15,0.14883,0.1465,0.15
0.0950,3,0,0,0,0,0,2.4899e-09,2.9741e-08,-6.398e-14,0.0003328,0.00033149,0.00033523,-1.4656e-05,1.5732e-06,-5.5218e-06,0.00039759,-0.00011278,0.00015416,2.3707e-07,2.4125e-06,-9.2643e-12,0.011147,0.011075,0.011232,-0.00059373,6.2975e-05,-0.00022612,-0.00016997,0.00040289,0.00015191,-8.8572e-18,-0.0055188,0,4.5126,-3.639e-05,1.5043e-06,-3.8448e-05,4.5126,-3.0688e-05,3.1255e-06,-2.942e-05,1.5434e-05,0.00014378,-1.0657e-09,0.15,0.15,9.96,-0.00024466,0.00041204,0.00012295,22.52,-0.33083,-41.902,5.8243e-10,9.0391e-09,-9.4185e-15,0.14883,0.1465,0.15
0.1000,3,0,0,0,0,0,3.6753e-09,4.1803e-08,-1.103e-13,0.00039878,0.00039685,0.00040174,-1.7625e-05,1.8881e-06,-6.6524e-06,0.00041026,-0.00011082,0.00016234,3.1424e-07,3.1314e-06,-1.4593e-11,0.01233,0.012236,0.012425,-0.00066223,6.8364e-05,-0.00025388,-0.00023546,0.00040849,0.00012577,0.0024047,0.019015,0,4.4866,-3.6064e-05,-0.00055798,-3.9298e-05,4.5126,-3.1551e-05,2.9788e-06,-3.0614e-05,1.8523e-05,0.0001729,-1.5411e-09,0.15,0.15,9.96,-0.00031316,0.00041743,9.5191e-05,22.52,-0.33033,-41.902,1.6201e-09,2.0626e-08,-3.5574e-14,0.14887,0.14623,0.15
0.1050,3,0,0,0,0,0,5.2465e-09,5.746e-08,-1.8327e-13,0.00039878,0.00039685,0.00040174,-2.0936e-05,2.2299e-06,-7.9218e-06,0.00042251,-0.00010884,0.00017036,4.0686e-07,3.9958e-06,-2.2299e-11,0.01233,0.012236,0.012425,-0.00073265,7.3501e-05,-0.00028276,-0.00030321,0.00041387,9.8375e-05,0.0024047,0.019015,0,4.4866,-3.6064e-05,-0.00055798,-3.9298e-05,4.5126,-3.2294e-05,2.7525e-06,-3.1817e-05,2.1877e-05,0.00020538,-2.1743e-09,0.15,0.15,9.96,-0.00038359,0.00042257,6.6309e-05,22.52,-0.33033,-41.902,1.6201e-09,2.0626e-08,-3.5574e-14,0.14887,0.14623,0.15
0.1100,3,0,0,0,0,0,7.2808e-09,7.7439e-08,-2.9476e-13,0.0004661,0.00046341,0.00046959,-2.4599e-05,2.5974e-06,-9.3356e-06,0.00043441,-0.00010683,0.00017821,5.1624e-07,5.0227e-06,-3.317e-11,0.013453,0.013334,0.013556,-0.00080474,7.8248e-05,-0.00031277,-0.00037293,0.00041893,6.9783e-05,0.0024047,0.019015,0,4.4866,-3.538e-05,-0.00055981,-3.9769e-05,4.5126,-3.2923e-05,2.5608e-06,-3.2835e-05,2.5482e-05,0.00024132,-3.0012e-09,0.15,0.15,9.96,-0.00045567,0.00042731,3.6293e-05,22.52,-0.33033,-41.902,3.6753e-09,4.1803e-08,-1.103e-13,0.14891,0.14598,0.15
0.1150,3,0,0,0,0,0,9.862e-09,1.0255e-07,-4.6061e-13,0.0004661,0.00046341,0.00046959,-2.8623e-05,2.9886e-06,-1.0899e-05,0.00044589,-0.0001048,0.00018589,6.4366e-07,6.2293e-06,-4.8176e-11,0.013453,0.013334,0.013556,-0.00087823,8.2664e-05,-0.00034375,-0.00044433,0.00042369,4.0107e-05,0.0024047,0.019015,0,4.4866,-3.538e-05,-0.00055981,-3.9769e-05,4.5086,-3.3405e-05,-8.3492e-05,-3.3827e-05,2.9295e-05,0.00028054,-0.0086774,0.15,0.15,9.9513,-0.00052916,0.00043173,5.317e-06,22.52,-0.33033,-41.902,3.6753e-09,4.1803e-08,-1.103e-13,0.14891,0.14598,0.15
0.1200,3,0,0,0,0,0,1.308e-08,1.337e-07,-7.0149e-13,0.00053395,0.00053036,0.00053717,-3.3014e-05,3.4018e-06,-1.2618e-05,0.00045698,-0.00010349,0.00019338,7.9013e-07,7.632e-06,-4.3387e-05,0.014515,0.014369,0.014465,-0.00095279,-6.1286e-05,-0.00037566,-0.00051714,0.00035629,9.4207e-06,0.0024047,0.019015,0,4.4866,-3.4387e-05,-0.00055967,-3.9889e-05,4.5052,-3.3813e-05,-0.00015633,-3.4667e-05,3.3321e-05,0.00032334,-0.016023,0.15,0.15,9.944,-0.00060372,0.00028778,-2.6595e-05,22.52,-0.32956,-41.901,7.2808e-09,7.7439e-08,-2.9476e-13,0.14895,0.14574,0.15
0.1250,3,0,0,0,0,0,1.7031e-08,1.7186e-07,-2.1694e-07,0.00053395,0.00053036,0.00053717,-3.7778e-05,3.0953e-06,-1.4496e-05,0.00046763,-0.00010352,0.0002007,9.5674e-07,9.2487e-06,-0.0001235,0.014515,0.014369,0.014465,-0.0010283,-0.00033083,-0.00040837,-0.0005911,0.00019081,-2.2171e-05,0.0024047,0.019015,0,4.4866,-3.4387e-05,-0.00055967,-3.9889e-05,4.5024,-3.4054e-05,-0.00021828,-3.545e-05,3.0302e-05,0.00036976,-0.02224,0.15,0.15,9.9378,-0.0006792,1.8239e-05,-5.93e-05,22.52,-0.32956,-41.901,7.2808e-09,7.7439e-08,-2.9476e-13,0.14895,0.14574,0.15
0.1300,3,0,0,0,0,0,2.1815e-08,2.181e-07,-8.3444e-07,0.00060163,0.00059701,0.00060252,-4.2919e-05,1.4411e-06,-1.6538e-05,0.00047792,-0.00010541,0.00020783,1.1082e-06,1.1098e-05,-0.0002347,0.015514,0.01534,0.015198,-0.0011043,-0.00070716,-0.00044181,-0.00066592,-7.6976e-05,-5.4588e-05,0.0024047,0.019015,0,4.4866,-3.313e-05,-0.00054936,-3.9686e-05,4.4999,-3.4257e-05,-0.00027071,-3.6113e-05,1.4105e-05,0.00041986,-0.027503,0.15,0.15,9.9325,-0.00075521,-0.00035809,-9.2744e-05,22.52,-0.32956,-41.901,1.308e-08,1.337e-07,-7.0149e-13,0.14897,0.14552,0.13398
0.1350,3,0,0,0,0,0,2.7356e-08,2.7359e-07,-2.008e-06,0.00060163,0.00059701,0.00060252,-4.8441e-05,-2.0948e-06,-1.8747e-05,0.00048777,-0.00010963,0.00021478,1.1788e-06,1.3197e-05,-0.00037222,0.015514,0.01534,0.015198,-0.0011807,-0.0011739,-0.00047588,-0.00074141,-0.00044129,-8.7733e-05,0.0024047,0.019015,0,4.4866,-3.313e-05,-0.00054936,-3.9686e-05,4.4979,-3.4277e-05,-0.00031507,-3.6693e-05,-2.0474e-05,0.00047365,-0.031959,0.15,0.15,9.928,-0.00083168,-0.00082483,-0.00012681,22.52,-0.32956,-41.901,1.308e-08,1.337e-07,-7.0149e-13,0.14897,0.14552,0.13398
0.1400,3,0,0,0,0,0,3.325e-08,3.3958e-07,-3.869e-06,0.00066854,0.00066276,0.00066359,-5.4344e-05,-7.9644e-06,-2.1126e-05,0.00049721,-0.00011653,0.00022152,1.0764e-06,1.5565e-05,-0.00053201,0.016453,0.016248,0.015628,-0.0012573,-0.0017171,-0.0005105,-0.00081726,-0.00089241,-0.00012152,0.0024047,0.019015,0,4.4866,-3.1654e-05,-0.00052817,-3.9191e-05,4.4962,-3.4294e-05,-0.00035262,-3.7183e-05,-7.7835e-05,0.00053118,-0.03573,0.15,0.15,9.9243,-0.0009082,-0.001368,-0.00016143,22.519,-0.32848,-41.902,2.1815e-08,2.181e-07,-8.3444e-07,0.14895,0.14531,0.1225
0.1450,3,0,0,0,0,0,3.8632e-08,4.174e-07,-6.5291e-06,0.00066854,0.00066276,0.00066359,-6.0631e-05,-1.655e-05,-2.3678e-05,0.00050623,-0.00012645,0.00022807,6.8723e-07,1.8221e-05,-0.00071066,0.016453,0.016248,0.015628,-0.0013338,-0.0023251,-0.00054558,-0.00089332,-0.0014196,-0.00015586,0.0024047,0.019015,0,4.4866,-3.1654e-05,-0.00052817,-3.9191e-05,4.4947,-3.4115e-05,-0.00038282,-3.7568e-05,-0.0001617,0.00059243,-0.038922,0.15,0.15,9.9211,-0.00098475,-0.001976,-0.00019651,22.519,-0.32848,-41.902,2.1815e-08,2.181e-07,-8.3444e-07,0.14895,0.14531,0.1225
0.1500,3,0,0,0,0,0,4.2068e-08,5.0851e-07,-1.0082e-05,0.0007342,0.00072714,0.00071825,-6.73e-05,-2.8176e-05,-2.6405e-05,0.00051487,-0.00013964,0.00023443,-1.2126e-07,2.1183e-05,-0.00090527,0.017329,0.017094,0.015827,-0.00141,-0.0029851,-0.00058102,-0.00096929,-0.0020113,-0.00019066,0.0024047,0.019015,0,4.4866,-3.0002e-05,-0.00049786,-3.8435e-05,4.4935,-3.3964e-05,-0.00040839,-3.7893e-05,-0.00027521,0.00065742,-0.041624,0.15,0.15,9.9184,-0.0010609,-0.002636,-0.00023195,22.519,-0.32848,-41.902,3.325e-08,3.3958e-07,-3.869e-06,0.14883,0.14513,0.11427
0.1550,3,0,0,0,0,0,4.1462e-08,6.1442e-07,-1.4609e-05,0.0007342,0.00072714,0.00071825,-7.435e-05,-4.3101e-05,-2.931e-05,0.00052309,-0.0001563,0.0002406,-1.4973e-06,2.447e-05,-0.0011134,0.017329,0.017094,0.015827,-0.0014858,-0.0036892,-0.00061677,-0.0010451,-0.0026575,-0.00022585,0.0024047,0.019015,0,4.4866,-3.0002e-05,-0.00049786,-3.8435e-05,4.4924,-3.3609e-05,-0.00042678,-3.8092e-05,-0.00042091,0.00072612,-0.043912,0.15,0.15,9.9161,-0.0011367,-0.0033402,-0.0002677,22.519,-0.32848,-41.902,3.325e-08,3.3958e-07,-3.869e-06,0.14883,0.14513,0.11427
0.1600,3,0,0,0,0,0,3.3975e-08,7.3677e-07,-2.0176e-05,0.00079818,0.00078975,0.0007651,-8.1778e-05,-6.1548e-05,-3.2392e-05,0.00053089,-0.00017661,0.00024655,-3.6019e-06,2.8101e-05,-0.001333,0.018145,0.017878,0.015849,-0.0015608,-0.004425,-0.00065271,-0.0011203,-0.0033472,-0.00026133,0.0024047,0.019015,0,4.4866,-2.8214e-05,-0.0004605,-3.7448e-05,4.4915,-3.3309e-05,-0.00044234,-3.8261e-05,-0.00060094,0.00079852,-0.045848,0.15,0.15,9.9142,-0.0012118,-0.004076,-0.00030364,22.517,-0.32709,-41.903,4.2068e-08,5.0851e-07,-1.0082e-05,0.14861,0.14495,0.10838
0.1650,3,0,0,0,0,0,1.5966e-08,8.7728e-07,-2.684e-05,0.00079818,0.00078975,0.0007651,-8.9582e-05,-8.3673e-05,-3.5654e-05,0.00053829,-0.00020067,0.00025231,-6.6066e-06,3.2093e-05,-0.0015622,0.018145,0.017878,0.015849,-0.0016352,-0.0051877,-0.00068881,-0.001195,-0.0040723,-0.00029704,0.0024047,0.019015,0,4.4866,-2.8214e-05,-0.0004605,-3.7448e-05,4.4908,-3.2801e-05,-0.00045087,-3.8288e-05,-0.00081683,0.00087458,-0.047487,0.15,0.15,9.9125,-0.0012861,-0.0048386,-0.00033974,22.517,-0.32709,-41.903,4.2068e-08,5.0851e-07,-1.0082e-05,0.14861,0.14495,0.10838
0.1700,3,0,0,0,0,0,-1.7067e-08,1.0377e-06,-3.4651e-05,0.00086012,0.00085026,0.00080328,-9.7758e-05,-0.00010961,-3.9095e-05,0.00054532,-0.0002286,0.00025788,-1.0691e-05,3.6466e-05,-0.0017996,0.018899,0.018604,0.015733,-0.0017084,-0.005965,-0.00072493,-0.0012689,-0.0048227,-0.00033288,0.0024047,0.019015,0,4.4866,-2.6327e-05,-0.00041798,-3.6262e-05,4.4901,-3.2372e-05,-0.00045808,-3.831e-05,-0.0010699,0.00095427,-0.048874,0.15,0.15,9.9111,-0.0013594,-0.005616,-0.00037587,22.517,-0.32709,-41.903,3.3975e-08,7.3677e-07,-2.0176e-05,0.14824,0.14479,0.10415
0.1750,3,0,0,0,0,0,-7.0521e-08,1.2201e-06,-4.365e-05,0.00086012,0.00085026,0.00080328,-0.0001063,-0.00013944,-4.2717e-05,0.00055196,-0.0002604,0.00026325,-1.604e-05,4.1238e-05,-0.002044,0.018899,0.018604,0.015733,-0.0017807,-0.0067548,-0.00076108,-0.0013418,-0.0055923,-0.0003688,0.0024047,0.019015,0,4.4866,-2.6327e-05,-0.00041798,-3.6262e-05,4.4896,-3.1733e-05,-0.00045845,-3.8178e-05,-0.0013609,0.0010375,-0.050049,0.15,0.15,9.91,-0.0014316,-0.0064058,-0.00041202,22.517,-0.32709,-41.903,3.3975e-08,7.3677e-07,-2.0176e-05,0.14824,0.14479,0.10415
0.1800,3,0,0,0,0,0,-1.5072e-07,1.4263e-06,-5.387e-05,0.00091974,0.00090844,0.00083231,-0.0001152,-0.00017321,-4.6519e-05,0.00055819,-0.00029615,0.0002684,-2.2844e-05,4.6425e-05,-0.0022942,0.019593,0.019273,0.015509,-0.0018516,-0.0075453,-0.00079711,-0.0014137,-0.0063719,-0.0004047,0.0024047,0.019015,0,4.4866,-2.4375e-05,-0.00037195,-3.4905e-05,4.4891,-3.1193e-05,-0.00045877,-3.8066e-05,-0.0016903,0.0011243,-0.051043,0.15,0.15,9.909,-0.0015025,-0.0071962,-0.00044804,22.512,-0.32539,-41.905,-1.7067e-08,1.0377e-06,-3.4651e-05,0.14774,0.14465,0.10113
0.1850,3,0,0,0,0,0,-2.6494e-07,1.6584e-06,-6.5341e-05,0.00091974,0.00090844,0.00083231,-0.00012446,-0.00021094,-5.05e-05,0.00056404,-0.00033575,0.00027336,-3.1296e-05,5.2047e-05,-0.0025494,0.019593,0.019273,0.015509,-0.0019212,-0.0083362,-0.00083303,-0.0014843,-0.0071571,-0.00044053,0.0024047,0.019015,0,4.4866,-2.4375e-05,-0.00037195,-3.4905e-05,4.4887,-3.0446e-05,-0.00045251,-3.7789e-05,-0.0020583,0.0012146,-0.051884,0.15,0.15,9.9081,-0.0015722,-0.0079872,-0.00048396,22.512,-0.32539,-41.905,-1.7067e-08,1.0377e-06,-3.4651e-05,0.14774,0.14465,0.10113
