time,ref_x,ref_y,ref_z,ref_dx,ref_dy,ref_dz,x,y,z,est_x,est_y,est_z,phi,theta,psi,est_phi,est_theta,est_psi,dx,dy,dz,est_dx,est_dy,est_dz,p,q,r,est_p,est_q,est_r,ref_phi,ref_theta,ref_psi,cmd_T,cmd_tau_phi,cmd_tau_theta,cmd_tau_psi,real_T,real_tau_phi,real_tau_theta,real_tau_psi,acc_x,acc_y,acc_z,meas_acc_x,meas_acc_y,meas_acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mocap_x,mocap_y,mocap_z,p_ddot_hat_x,p_ddot_hat_y,p_ddot_hat_z
3.1150,3,0,0,0,0,0,1.8104,0.01157,-0.0018684,1.7994,0.01234,-0.00059942,0.00051699,-0.035802,-0.0031847,0.0058503,-0.035616,-6.0096e-05,0.83589,0.019767,0.018635,0.86724,0.036247,0.042797,0.0020028,-0.009222,-0.00047075,0.0024562,-0.009197,-7.4879e-05,0.0064877,-0.033288,0,4.5049,2.9267e-07,0.00016952,-8.082e-07,4.5052,-9.3757e-06,0.00016624,-7.5259e-07,-0.35058,-0.0039469,-0.022345,0.15,0.15,9.9439,0.0023519,-0.0088729,-0.00012168,21.002,-0.28654,-42.673,1.7978,0.011272,-0.0021512,-0.19818,0.093008,0.1341
3.1200,3,0,0,0,0,0,1.8146,0.011668,-0.0017752,1.8078,0.012538,-0.00041235,0.00052709,-0.035848,-0.0031871,0.0058637,-0.035657,-5.9832e-05,0.83413,0.019747,0.018523,0.86377,0.036198,0.042553,0.0019819,-0.0089354,-0.00047145,0.002434,-0.0089095,-7.5551e-05,0.0064877,-0.033288,0,4.5049,-1.2319e-06,0.00016329,-8.1704e-07,4.5052,-7.6329e-06,0.00016767,-7.5955e-07,-0.35103,-0.0040435,-0.02248,0.15,0.15,9.9438,0.002331,-0.0085863,-0.00012238,20.994,-0.28811,-42.677,1.8062,0.011471,-0.0019621,-0.19904,0.09274,0.13407
3.1250,3,0,0,0,0,0,1.8187,0.011767,-0.0016826,1.8078,0.012538,-0.00041235,0.00053709,-0.035893,-0.0031895,0.005877,-0.035696,-5.9575e-05,0.83238,0.019727,0.01841,0.86377,0.036198,0.042553,0.0019648,-0.0086463,-0.00047215,0.0024143,-0.0086212,-7.623e-05,0.0064877,-0.033288,0,4.5049,-1.2319e-06,0.00016329,-8.1704e-07,4.5051,-6.4162e-06,0.00016796,-7.6702e-07,-0.35146,-0.0041391,-0.022597,0.15,0.15,9.9437,0.0023139,-0.0082972,-0.00012309,20.994,-0.28811,-42.677,1.8062,0.011471,-0.0019621,-0.19904,0.09274,0.13407
3.1300,3,0,0,0,0,0,1.8229,0.011866,-0.0015906,1.8162,0.012735,-0.0002274,0.000547,-0.035936,-0.0031919,0.0058902,-0.035734,-5.9328e-05,0.83062,0.019706,0.018297,0.86029,0.036146,0.042309,0.0019505,-0.0083567,-0.00047287,0.0023972,-0.0083323,-7.6918e-05,0.0064877,-0.033288,0,4.5049,-2.9285e-06,0.00015646,-8.2483e-07,4.5051,-5.3862e-06,0.00016819,-7.7334e-07,-0.35188,-0.004234,-0.022698,0.15,0.15,9.9436,0.0022996,-0.0080077,-0.0001238,20.994,-0.28811,-42.677,1.8146,0.011668,-0.0017752,-0.19986,0.092477,0.13381
3.1350,3,0,0,0,0,0,1.8271,0.011964,-0.0014991,1.8162,0.012735,-0.0002274,0.00055684,-0.035978,-0.0031943,0.0059032,-0.03577,-5.9088e-05,0.82886,0.019685,0.018184,0.86029,0.036146,0.042309,0.0019384,-0.0080667,-0.00047359,0.0023826,-0.0080428,-7.7613e-05,0.0064877,-0.033288,0,4.5049,-2.9285e-06,0.00015646,-8.2483e-07,4.505,-4.7485e-06,0.00016744,-7.8005e-07,-0.35229,-0.0043281,-0.022785,0.15,0.15,9.9436,0.0022875,-0.0077177,-0.00012452,20.994,-0.28811,-42.677,1.8146,0.011668,-0.0017752,-0.19986,0.092477,0.13381
3.1400,3,0,0,0,0,0,1.8312,0.012063,-0.0014082,1.8245,0.012931,-4.4599e-05,0.00056662,-0.036018,-0.0031966,0.0059163,-0.035805,-5.8823e-05,0.8271,0.019664,0.01807,0.8568,0.036093,0.042063,0.0019278,-0.0077781,-0.00047431,0.00237,-0.0077537,-7.8315e-05,0.0064877,-0.033288,0,4.5049,-4.8226e-06,0.00014904,-8.3159e-07,4.505,-4.2086e-06,0.0001668,-7.8573e-07,-0.35268,-0.0044218,-0.02286,0.15,0.15,9.9435,0.0022769,-0.007429,-0.00012525,20.986,-0.28961,-42.68,1.8229,0.011866,-0.0015906,-0.20061,0.092218,0.13363
3.1450,3,0,0,0,0,0,1.8353,0.012161,-0.0013178,1.8245,0.012931,-4.4599e-05,0.00057634,-0.036057,-0.003199,0.0059293,-0.035839,-5.8565e-05,0.82534,0.019641,0.017956,0.8568,0.036093,0.042063,0.0019184,-0.0074905,-0.00047504,0.0023589,-0.0074653,-7.9023e-05,0.0064877,-0.033288,0,4.5049,-4.8226e-06,0.00014904,-8.3159e-07,4.505,-4.0121e-06,0.00016522,-7.9173e-07,-0.35306,-0.0045149,-0.022926,0.15,0.15,9.9434,0.0022675,-0.0071414,-0.00012598,20.986,-0.28961,-42.68,1.8229,0.011866,-0.0015906,-0.20061,0.092218,0.13363
3.1500,3,0,0,0,0,0,1.8395,0.012259,-0.001228,1.8328,0.013127,0.00013602,0.00058602,-0.036094,-0.0032014,0.0059423,-0.035871,-5.8317e-05,0.82357,0.019619,0.017841,0.8533,0.036039,0.041815,0.0019094,-0.0072056,-0.00047578,0.0023488,-0.0071786,-7.9737e-05,0.0064877,-0.033288,0,4.5049,-6.8427e-06,0.00014114,-8.3753e-07,4.505,-3.8457e-06,0.00016387,-7.9681e-07,-0.35343,-0.0046077,-0.022983,0.15,0.15,9.9434,0.0022585,-0.0068566,-0.00012672,20.986,-0.28961,-42.68,1.8312,0.012063,-0.0014082,-0.20131,0.091961,0.13349
3.1550,3,0,0,0,0,0,1.8436,0.012357,-0.0011388,1.8328,0.013127,0.00013602,0.00059565,-0.03613,-0.0032038,0.0059551,-0.035901,-5.8076e-05,0.82181,0.019596,0.017726,0.8533,0.036039,0.041815,0.0019008,-0.0069231,-0.00047652,0.0023395,-0.0068939,-8.0458e-05,0.0064877,-0.033288,0,4.5049,-6.8427e-06,0.00014114,-8.3753e-07,4.5049,-3.9957e-06,0.00016159,-8.0215e-07,-0.35378,-0.0047,-0.023033,0.15,0.15,9.9434,0.0022499,-0.006574,-0.00012746,20.986,-0.28961,-42.68,1.8312,0.012063,-0.0014082,-0.20131,0.091961,0.13349
3.1600,3,0,0,0,0,0,1.8477,0.012455,-0.0010502,1.8411,0.013323,0.00031444,0.00060524,-0.036165,-0.0032062,0.005968,-0.035931,-5.7811e-05,0.82004,0.019572,0.017611,0.84979,0.035982,0.041568,0.0018919,-0.0066445,-0.00047727,0.0023304,-0.0066122,-8.1183e-05,0.0064877,-0.033288,0,4.5049,-8.9091e-06,0.00013292,-8.4244e-07,4.5049,-4.1226e-06,0.00015967,-8.0667e-07,-0.35412,-0.004792,-0.023077,0.15,0.15,9.9433,0.002241,-0.0062954,-0.00012821,20.98,-0.29107,-42.683,1.8395,0.012259,-0.001228,-0.20195,0.091706,0.1334
3.1650,3,0,0,0,0,0,1.8518,0.012553,-0.00096213,1.8411,0.013323,0.00031444,0.00061479,-0.036198,-0.0032087,0.0059808,-0.035959,-5.7553e-05,0.81827,0.019548,0.017496,0.84979,0.035982,0.041568,0.0018827,-0.0063692,-0.00047803,0.0023212,-0.0063335,-8.1914e-05,0.0064877,-0.033288,0,4.5049,-8.9091e-06,0.00013292,-8.4244e-07,4.5049,-4.5402e-06,0.00015682,-8.1141e-07,-0.35444,-0.0048836,-0.023115,0.15,0.15,9.9433,0.0022317,-0.0060201,-0.00012896,20.98,-0.29107,-42.683,1.8395,0.012259,-0.001228,-0.20195,0.091706,0.1334
3.1700,3,0,0,0,0,0,1.8559,0.012651,-0.00087465,1.8493,0.013518,0.00049064,0.00062429,-0.03623,-0.0032111,0.0059935,-0.035986,-5.7306e-05,0.81649,0.019524,0.01738,0.84627,0.035924,0.04132,0.0018725,-0.0060988,-0.00047878,0.0023116,-0.0060589,-8.2651e-05,0.0064877,-0.033288,0,4.5049,-1.0951e-05,0.0001245,-8.4637e-07,4.5049,-4.8937e-06,0.00015441,-8.1542e-07,-0.35475,-0.0049748,-0.023149,0.15,0.15,9.9433,0.0022216,-0.0057498,-0.00012972,20.98,-0.29107,-42.683,1.8477,0.012455,-0.0010502,-0.20254,0.091454,0.13333
3.1750,3,0,0,0,0,0,1.86,0.012749,-0.00078775,1.8493,0.013518,0.00049064,0.00063374,-0.036261,-0.0032135,0.0060062,-0.036011,-5.7065e-05,0.81472,0.019499,0.017264,0.84627,0.035924,0.04132,0.0018616,-0.0058326,-0.00047955,0.0023013,-0.0057883,-8.3392e-05,0.0064877,-0.033288,0,4.5049,-1.0951e-05,0.0001245,-8.4637e-07,4.5049,-5.5101e-06,0.00015111,-8.1957e-07,-0.35505,-0.0050655,-0.023179,0.15,0.15,9.9433,0.0022107,-0.0054835,-0.00013048,20.98,-0.29107,-42.683,1.8477,0.012455,-0.0010502,-0.20254,0.091454,0.13333
3.1800,3,0,0,0,0,0,1.864,0.012846,-0.00070143,1.8575,0.013713,0.00066462,0.00064314,-0.03629,-0.0032159,0.0060188,-0.036035,-5.6802e-05,0.81294,0.019474,0.017148,0.84275,0.035863,0.041073,0.0018493,-0.0055721,-0.00048031,0.0022901,-0.0055226,-8.4137e-05,0.0064877,-0.033288,0,4.5049,-1.2911e-05,0.00011601,-8.4916e-07,4.5049,-6.0319e-06,0.00014832,-8.2308e-07,-0.35533,-0.0051557,-0.023205,0.15,0.15,9.9432,0.0021983,-0.005223,-0.00013125,20.975,-0.29249,-42.686,1.8559,0.012651,-0.00087465,-0.20308,0.091204,0.13328
3.1850,3,0,0,0,0,0,1.8681,0.012943,-0.00061569,1.8575,0.013713,0.00066462,0.00065247,-0.036318,-0.0032183,0.0060313,-0.036058,-5.6547e-05,0.81117,0.019448,0.017032,0.84275,0.035863,0.041073,0.0018358,-0.0053163,-0.00048108,0.0022778,-0.0052617,-8.4886e-05,0.0064877,-0.033288,0,4.5049,-1.2911e-05,0.00011601,-8.4916e-07,4.5049,-6.7871e-06,0.00014466,-8.2665e-07,-0.35561,-0.0052454,-0.023229,0.15,0.15,9.9432,0.0021849,-0.0049673,-0.00013202,20.975,-0.29249,-42.686,1.8559,0.012651,-0.00087465,-0.20308,0.091204,0.13328
3.1900,3,0,0,0,0,0,1.8722,0.013041,-0.00053053,1.8657,0.013907,0.00083637,0.00066174,-0.036344,-0.0032207,0.0060438,-0.036079,-5.6302e-05,0.80939,0.019422,0.016916,0.83922,0.035802,0.040826,0.0018206,-0.0050669,-0.00048186,0.0022641,-0.0050063,-8.5639e-05,0.0064877,-0.033288,0,4.5049,-1.474e-05,0.00010753,-8.5077e-07,4.5049,-7.4264e-06,0.00014157,-8.2968e-07,-0.35587,-0.0053344,-0.02325,0.15,0.15,9.9432,0.0021697,-0.0047179,-0.00013279,20.975,-0.29249,-42.686,1.864,0.012846,-0.00070143,-0.20356,0.090956,0.13324
3.1950,3,0,0,0,0,0,1.8762,0.013138,-0.00044595,1.8657,0.013907,0.00083637,0.00067093,-0.03637,-0.0032232,0.0060561,-0.0361,-5.6065e-05,0.80761,0.019395,0.0168,0.83922,0.035802,0.040826,0.001804,-0.0048228,-0.00048263,0.002249,-0.0047564,-8.6397e-05,0.0064877,-0.033288,0,4.5049,-1.474e-05,0.00010753,-8.5077e-07,4.5049,-8.2683e-06,0.00013764,-8.3267e-07,-0.35611,-0.0054228,-0.023269,0.15,0.15,9.9432,0.0021531,-0.0044738,-0.00013357,20.975,-0.29249,-42.686,1.864,0.012846,-0.00070143,-0.20356,0.090956,0.13324
3.2000,3,0,0,0,0,0,1.8802,0.013235,-0.00036195,1.8738,0.014101,0.0010059,0.00068004,-0.036394,-0.0032256,0.0060683,-0.036119,-5.5806e-05,0.80583,0.019368,0.016684,0.83568,0.035738,0.04058,0.0017856,-0.0045855,-0.00048341,0.0022323,-0.0045126,-8.7157e-05,0.006636,-0.03254,0,4.5048,1.001e-06,0.00015574,-8.5104e-07,4.5049,-8.981e-06,0.00013432,-8.352e-07,-0.35635,-0.0055103,-0.023286,0.15,0.15,9.9432,0.0021346,-0.0042365,-0.00013435,20.97,-0.29386,-42.688,1.8722,0.013041,-0.00053053,-0.204,0.090711,0.13322
3.2050,3,0,0,0,0,0,1.8843,0.013332,-0.00027853,1.8738,0.014101,0.0010059,0.00068905,-0.036417,-0.003228,0.0060805,-0.036137,-5.5555e-05,0.80405,0.01934,0.016567,0.83568,0.035738,0.04058,0.0017655,-0.0043539,-0.0004842,0.002214,-0.0042747,-8.792e-05,0.006636,-0.03254,0,4.5048,1.001e-06,0.00015574,-8.5104e-07,4.5049,-9.8651e-06,0.00013021,-8.3759e-07,-0.35658,-0.005597,-0.023301,0.15,0.15,9.9432,0.0021146,-0.0040049,-0.00013513,20.97,-0.29386,-42.688,1.8722,0.013041,-0.00053053,-0.204,0.090711,0.13322
3.2100,3,0,0,0,0,0,1.8883,0.013428,-0.00019569,1.8819,0.014294,0.0011732,0.00069797,-0.036438,-0.0032305,0.0060925,-0.036154,-5.5314e-05,0.80227,0.019312,0.016451,0.83214,0.035673,0.040335,0.0017435,-0.0041294,-0.00048498,0.0021939,-0.0040433,-8.8687e-05,0.006636,-0.03254,0,4.5048,-4.3421e-07,0.00014768,-8.4993e-07,4.5049,-1.0614e-05,0.00012673,-8.3961e-07,-0.35679,-0.0056828,-0.023315,0.15,0.15,9.9432,0.0020926,-0.0037804,-0.00013592,20.97,-0.29386,-42.688,1.8802,0.013235,-0.00036195,-0.20439,0.09047,0.1332
3.2150,3,0,0,0,0,0,1.8923,0.013525,-0.00011344,1.8819,0.014294,0.0011732,0.00070678,-0.036459,-0.0032329,0.0061044,-0.03617,-5.5082e-05,0.80048,0.019284,0.016334,0.83214,0.035673,0.040335,0.0017198,-0.003911,-0.00048577,0.002172,-0.0038181,-8.9456e-05,0.006636,-0.03254,0,4.5048,-4.3421e-07,0.00014768,-8.4993e-07,4.5049,-8.8305e-06,0.00013118,-8.4137e-07,-0.35699,-0.0057675,-0.023351,0.15,0.15,9.9432,0.0020689,-0.0035619,-0.0001367,20.97,-0.29386,-42.688,1.8802,0.013235,-0.00036195,-0.20439,0.09047,0.1332
3.2200,3,0,0,0,0,0,1.8963,0.013621,-3.1767e-05,1.8899,0.014487,0.0013382,0.00071547,-0.036479,-0.0032354,0.0061162,-0.036185,-5.4828e-05,0.7987,0.019255,0.016217,0.8286,0.035606,0.040091,0.0017001,-0.0036848,-0.00048656,0.0021512,-0.0035925,-9.0227e-05,0.006636,-0.03254,0,4.5048,-1.7292e-06,0.00013965,-8.4734e-07,4.5048,-7.3212e-06,0.00013495,-8.4285e-07,-0.35718,-0.0058511,-0.023382,0.15,0.15,9.9431,0.0020491,-0.0033357,-0.00013749,20.967,-0.29517,-42.69,1.8883,0.013428,-0.00019569,-0.20473,0.090233,0.13319
3.2250,3,0,0,0,0,0,1.9003,0.013718,4.932e-05,1.8899,0.014487,0.0013382,0.00072406,-0.036497,-0.0032378,0.0061279,-0.036198,-5.4583e-05,0.79691,0.019226,0.016101,0.8286,0.035606,0.040091,0.0016837,-0.0034521,-0.00048735,0.0021326,-0.0033634,-9.1001e-05,0.006636,-0.03254,0,4.5048,-1.7292e-06,0.00013965,-8.4734e-07,4.5048,-6.2639e-06,0.00013691,-8.4394e-07,-0.35736,-0.0059337,-0.02341,0.15,0.15,9.9431,0.0020328,-0.003103,-0.00013828,20.967,-0.29517,-42.69,1.8883,0.013428,-0.00019569,-0.20473,0.090233,0.13319
3.2300,3,0,0,0,0,0,1.9043,0.013814,0.00012982,1.898,0.014679,0.001501,0.00073256,-0.036514,-0.0032403,0.0061395,-0.036211,-5.4346e-05,0.79512,0.019196,0.015983,0.82504,0.035537,0.039847,0.0016697,-0.0032161,-0.00048814,0.0021162,-0.0031309,-9.1776e-05,0.006636,-0.03254,0,4.5048,-3.1704e-06,0.00013089,-8.4382e-07,4.5048,-5.3689e-06,0.00013856,-8.4486e-07,-0.35753,-0.0060156,-0.023433,0.15,0.15,9.9431,0.0020188,-0.002867,-0.00013908,20.967,-0.29517,-42.69,1.8963,0.013621,-3.1767e-05,-0.20503,0.09,0.13314
3.2350,3,0,0,0,0,0,1.9083,0.01391,0.00020974,1.898,0.014679,0.001501,0.000741,-0.03653,-0.0032427,0.006151,-0.036222,-5.4117e-05,0.79334,0.019166,0.015866,0.82504,0.035537,0.039847,0.0016577,-0.0029772,-0.00048894,0.002102,-0.0028953,-9.2553e-05,0.006636,-0.03254,0,4.5048,-3.1704e-06,0.00013089,-8.4382e-07,4.5048,-4.8102e-06,0.00013873,-8.4524e-07,-0.35769,-0.0060968,-0.023454,0.15,0.15,9.9431,0.0020068,-0.0026281,-0.00013987,20.967,-0.29517,-42.69,1.8963,0.013621,-3.1767e-05,-0.20503,0.09,0.13314
3.2400,3,0,0,0,0,0,1.9122,0.014005,0.00028907,1.9059,0.014871,0.0016615,0.00074938,-0.036545,-0.0032452,0.0061625,-0.036232,-5.3868e-05,0.79155,0.019136,0.015749,0.82149,0.035467,0.039604,0.001647,-0.002738,-0.00048973,0.0020895,-0.0026579,-9.333e-05,0.006636,-0.03254,0,4.5048,-4.7801e-06,0.00012137,-8.3953e-07,4.5048,-4.3372e-06,0.00013887,-8.4556e-07,-0.35783,-0.0061775,-0.023472,0.15,0.15,9.9431,0.0019961,-0.0023889,-0.00014067,20.964,-0.29641,-42.691,1.9043,0.013814,0.00012982,-0.20528,0.089772,0.1331
3.2450,3,0,0,0,0,0,1.9162,0.014101,0.00036782,1.9059,0.014871,0.0016615,0.0007577,-0.036559,-0.0032476,0.006174,-0.036241,-5.3625e-05,0.78976,0.019105,0.015632,0.82149,0.035467,0.039604,0.0016373,-0.0024986,-0.00049053,0.0020783,-0.0024195,-9.4109e-05,0.006636,-0.03254,0,4.5048,-4.7801e-06,0.00012137,-8.3953e-07,4.5048,-4.1581e-06,0.00013764,-8.453e-07,-0.35797,-0.0062577,-0.023487,0.15,0.15,9.9431,0.0019864,-0.0021495,-0.00014146,20.964,-0.29641,-42.691,1.9043,0.013814,0.00012982,-0.20528,0.089772,0.1331
3.2500,3,0,0,0,0,0,1.9201,0.014197,0.00044597,1.9139,0.015062,0.0018198,0.00076598,-0.036571,-0.0032501,0.0061854,-0.036248,-5.3391e-05,0.78797,0.019073,0.015514,0.81793,0.035395,0.03936,0.001628,-0.0022613,-0.00049132,0.0020681,-0.0021817,-9.4888e-05,0.006636,-0.03254,0,4.5048,-6.4967e-06,0.00011128,-8.3475e-07,4.5048,-4.0064e-06,0.00013661,-8.4507e-07,-0.35809,-0.0063375,-0.023501,0.15,0.15,9.9431,0.0019771,-0.0019122,-0.00014225,20.964,-0.29641,-42.691,1.9122,0.014005,0.00028907,-0.20549,0.089546,0.13307
3.2550,3,0,0,0,0,0,1.9241,0.014292,0.00052355,1.9139,0.015062,0.0018198,0.00077421,-0.036583,-0.0032526,0.0061966,-0.036255,-5.3165e-05,0.78618,0.019042,0.015397,0.81793,0.035395,0.03936,0.0016191,-0.0020257,-0.00049212,0.0020585,-0.0019449,-9.5668e-05,0.006636,-0.03254,0,4.5048,-6.4967e-06,0.00011128,-8.3475e-07,4.5048,-4.1252e-06,0.00013427,-8.4422e-07,-0.3582,-0.0064169,-0.023512,0.15,0.15,9.943,0.0019681,-0.0016767,-0.00014305,20.964,-0.29641,-42.691,1.9122,0.014005,0.00028907,-0.20549,0.089546,0.13307
3.2600,3,0,0,0,0,0,1.928,0.014387,0.00060053,1.9218,0.015252,0.0019757,0.0007824,-0.036593,-0.003255,0.006208,-0.03626,-5.2919e-05,0.78439,0.01901,0.015279,0.81437,0.035322,0.039118,0.0016098,-0.0017942,-0.00049291,0.0020491,-0.0017107,-9.6447e-05,0.006636,-0.03254,0,4.5048,-8.2515e-06,0.00010086,-8.2933e-07,4.5048,-4.2258e-06,0.00013229,-8.435e-07,-0.3583,-0.0064958,-0.023522,0.15,0.15,9.943,0.0019589,-0.0014452,-0.00014384,20.962,-0.2976,-42.692,1.9201,0.014197,0.00044597,-0.20565,0.089322,0.13305
3.2650,3,0,0,0,0,0,1.9319,0.014482,0.00067692,1.9218,0.015252,0.0019757,0.00079054,-0.036602,-0.0032575,0.0062192,-0.036265,-5.2681e-05,0.7826,0.018977,0.015162,0.81437,0.035322,0.039118,0.0016004,-0.0015662,-0.0004937,0.0020397,-0.0014794,-9.7226e-05,0.006636,-0.03254,0,4.5048,-8.2515e-06,0.00010086,-8.2933e-07,4.5048,-4.5744e-06,0.00012906,-8.4216e-07,-0.35839,-0.0065743,-0.023531,0.15,0.15,9.943,0.0019495,-0.0012171,-0.00014464,20.962,-0.2976,-42.692,1.9201,0.014197,0.00044597,-0.20565,0.089322,0.13305
3.2700,3,0,0,0,0,0,1.9358,0.014577,0.00075273,1.9297,0.015442,0.0021294,0.00079863,-0.03661,-0.00326,0.0062303,-0.036268,-5.2451e-05,0.7808,0.018944,0.015044,0.81081,0.035247,0.038876,0.0015902,-0.0013436,-0.0004945,0.0020299,-0.0012524,-9.8005e-05,0.006636,-0.03254,0,4.5048,-9.9843e-06,9.0322e-05,-8.2332e-07,4.5048,-4.8695e-06,0.00012633,-8.4102e-07,-0.35846,-0.0066525,-0.023539,0.15,0.15,9.943,0.0019393,-0.00099457,-0.00014543,20.962,-0.2976,-42.692,1.928,0.014387,0.00060053,-0.20577,0.0891,0.13304
3.2750,3,0,0,0,0,0,1.9397,0.014672,0.00082795,1.9297,0.015442,0.0021294,0.00080667,-0.036616,-0.0032625,0.0062414,-0.03627,-5.2229e-05,0.77901,0.018911,0.014926,0.81081,0.035247,0.038876,0.0015793,-0.0011258,-0.00049529,0.0020196,-0.0010298,-9.8783e-05,0.006636,-0.03254,0,4.5048,-9.9843e-06,9.0322e-05,-8.2332e-07,4.5048,-5.3887e-06,0.00012242,-8.3923e-07,-0.35853,-0.0067301,-0.023545,0.15,0.15,9.943,0.0019284,-0.00077676,-0.00014622,20.962,-0.2976,-42.692,1.928,0.014387,0.00060053,-0.20577,0.0891,0.13304
3.2800,3,0,0,0,0,0,1.9436,0.014766,0.00090258,1.9375,0.015631,0.0022808,0.00081466,-0.036622,-0.0032649,0.0062525,-0.036271,-5.1989e-05,0.77722,0.018877,0.014808,0.80724,0.03517,0.038634,0.0015673,-0.00091476,-0.00049608,0.0020085,-0.00081279,-9.956e-05,0.006636,-0.03254,0,4.5048,-1.1645e-05,7.9837e-05,-8.1652e-07,4.5048,-5.8282e-06,0.00011911,-8.3771e-07,-0.35858,-0.0068073,-0.02355,0.15,0.15,9.943,0.0019164,-0.0005657,-0.00014701,20.96,-0.29876,-42.693,1.9358,0.014577,0.00075273,-0.20584,0.088881,0.13303
3.2850,3,0,0,0,0,0,1.9475,0.014861,0.00097663,1.9375,0.015631,0.0022808,0.00082259,-0.036626,-0.0032674,0.0062634,-0.036271,-5.1756e-05,0.77543,0.018843,0.014691,0.80724,0.03517,0.038634,0.0015543,-0.0007094,-0.00049687,0.0019964,-0.00060142,-0.00010034,0.006636,-0.03254,0,4.5048,-1.1645e-05,7.9837e-05,-8.1652e-07,4.5048,-6.4662e-06,0.00011469,-8.355e-07,-0.35863,-0.0068838,-0.023555,0.15,0.15,9.943,0.0019033,-0.00036034,-0.0001478,20.96,-0.29876,-42.693,1.9358,0.014577,0.00075273,-0.20584,0.088881,0.13303
3.2900,3,0,0,0,0,0,1.9514,0.014955,0.0010501,1.9453,0.01582,0.00243,0.00083045,-0.03663,-0.0032699,0.0062743,-0.03627,-5.1533e-05,0.77363,0.018809,0.014573,0.80367,0.035093,0.038393,0.0015398,-0.00051166,-0.00049766,0.0019832,-0.00039664,-0.00010111,0.006636,-0.03254,0,4.5048,-1.3192e-05,6.9552e-05,-8.0885e-07,4.5048,-7.0063e-06,0.00011095,-8.3363e-07,-0.35866,-0.0069598,-0.023558,0.15,0.15,9.943,0.0018889,-0.0001626,-0.00014859,20.96,-0.29876,-42.693,1.9436,0.014766,0.00090258,-0.20587,0.088664,0.13302
3.2950,3,0,0,0,0,0,1.9553,0.015049,0.0011229,1.9453,0.01582,0.00243,0.00083824,-0.036633,-0.0032724,0.006285,-0.036268,-5.1317e-05,0.77184,0.018774,0.014455,0.80367,0.035093,0.038393,0.0015242,-0.00032037,-0.00049844,0.0019689,-0.00019839,-0.00010188,0.006636,-0.03254,0,4.5048,-1.3192e-05,6.9552e-05,-8.0885e-07,4.5048,-7.7184e-06,0.00010617,-8.31e-07,-0.35869,-0.0070352,-0.023561,0.15,0.15,9.943,0.0018733,2.8695e-05,-0.00014938,20.96,-0.29876,-42.693,1.9436,0.014766,0.00090258,-0.20587,0.088664,0.13302
3.3000,3,0,0,0,0,0,1.9591,0.015143,0.0011952,1.9531,0.016008,0.0025768,0.00084595,-0.036634,-0.0032749,0.0062958,-0.036265,-5.1085e-05,0.77005,0.018739,0.014337,0.8001,0.035013,0.038153,0.001507,-0.00013732,-0.00049923,0.0019531,-7.4912e-06,-0.00010265,0.0067607,-0.031662,0,4.505,2.323e-07,0.00013537,-8.0003e-07,4.5048,-8.3211e-06,0.00010213,-8.2878e-07,-0.3587,-0.0071097,-0.023564,0.15,0.15,9.943,0.001856,0.00021175,-0.00015016,20.96,-0.29988,-42.693,1.9514,0.014955,0.0010501,-0.20586,0.088449,0.13301
3.3050,3,0,0,0,0,0,1.963,0.015237,0.0012669,1.9531,0.016008,0.0025768,0.00085358,-0.036635,-0.0032774,0.0063064,-0.036262,-5.0861e-05,0.76825,0.018703,0.01422,0.8001,0.035013,0.038153,0.0014884,3.8768e-05,-0.00050001,0.001936,0.00017624,-0.00010342,0.0067607,-0.031662,0,4.505,2.323e-07,0.00013537,-8.0003e-07,4.5048,-9.0689e-06,9.713e-05,-8.2572e-07,-0.35871,-0.0071835,-0.023566,0.15,0.15,9.943,0.0018375,0.00038783,-0.00015094,20.96,-0.29988,-42.693,1.9514,0.014955,0.0010501,-0.20586,0.088449,0.13301
3.3100,3,0,0,0,0,0,1.9668,0.01533,0.001338,1.9608,0.016195,0.0027213,0.00086111,-0.036635,-0.0032799,0.0063168,-0.036257,-5.0646e-05,0.76646,0.018668,0.014102,0.79653,0.034933,0.037913,0.0014682,0.00020623,-0.00050079,0.0019174,0.00035209,-0.00010419,0.0067607,-0.031662,0,4.505,-9.7504e-07,0.00012598,-7.8996e-07,4.5048,-9.7019e-06,9.2896e-05,-8.2313e-07,-0.35871,-0.0072564,-0.023567,0.15,0.15,9.943,0.0018172,0.00055529,-0.00015172,20.96,-0.29988,-42.693,1.9591,0.015143,0.0011952,-0.20581,0.088239,0.13301
3.3150,3,0,0,0,0,0,1.9707,0.015424,0.0014085,1.9608,0.016195,0.0027213,0.00086854,-0.036634,-0.0032824,0.0063272,-0.036252,-5.044e-05,0.76467,0.018631,0.013984,0.79653,0.034933,0.037913,0.0014465,0.00036639,-0.00050156,0.0018973,0.00052034,-0.00010496,0.0067607,-0.031662,0,4.505,-9.7504e-07,0.00012598,-7.8996e-07,4.5048,-8.1768e-06,9.9416e-05,-8.1958e-07,-0.3587,-0.0073283,-0.023506,0.15,0.15,9.9431,0.0017956,0.00071546,-0.0001525,20.96,-0.29988,-42.693,1.9591,0.015143,0.0011952,-0.20581,0.088239,0.13301
