time,ref_x,ref_y,ref_z,x,y,z,est_x,est_y,est_z,phi,theta,psi,est_phi,est_theta,est_psi,dx,dy,dz,est_dx,est_dy,est_dz,p,q,r,est_p,est_q,est_r,ref_phi,ref_theta,ref_psi,cmd_T,cmd_tau_phi,cmd_tau_theta,cmd_tau_psi,real_T,real_tau_phi,real_tau_theta,real_tau_psi,acc_x,acc_y,acc_z,meas_acc_x,meas_acc_y,meas_acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mocap_x,mocap_y,mocap_z,p_ddot_hat_x,p_ddot_hat_y,p_ddot_hat_z
1.4500,-3,-3,-3,-1.9984e-15,-9.992e-16,3.1086e-15,-2.1094e-15,-9.4369e-16,3.9968e-15,4.3021e-16,7.7716e-16,-1.3075e-16,0,0,0,-1.4433e-15,-1.1102e-15,3.7748e-15,-4.1078e-15,-8.8818e-16,1.3323e-15,2.2482e-15,3.3723e-15,-6.7654e-17,2.4286e-15,3.2752e-15,-6.512e-17,-1.6653e-16,7.0083e-16,0,8.8818e-16,7.3726e-18,2.4286e-17,3.2526e-18,-8.8818e-16,0,1.3878e-16,-1.0408e-17,7.6605e-15,-4.6629e-15,-1.7764e-15,-2.2204e-16,-1.1102e-16,-1.7764e-15,2.2482e-15,3.3723e-15,-6.7654e-17,2.8422e-14,-1.4211e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.1086e-15,1.1102e-16,-1.1102e-16,-5.3291e-15
1.4550,-3,-3,-3,-1.9984e-15,-9.992e-16,3.1086e-15,-2.1094e-15,-9.4369e-16,3.9968e-15,4.4409e-16,7.9103e-16,-1.3249e-16,0,0,0,-1.3323e-15,-1.1102e-15,3.7748e-15,-4.1078e-15,-8.8818e-16,1.3323e-15,2.2482e-15,3.6082e-15,-7.752e-17,2.3453e-15,3.4556e-15,-7.1151e-17,-1.6653e-16,7.0083e-16,0,8.8818e-16,7.3726e-18,2.4286e-17,3.2526e-18,-8.8818e-16,-5.5511e-17,2.7756e-17,-1.0408e-17,8.1046e-15,-4.6629e-15,0,0,-1.1102e-16,3.5527e-15,2.2482e-15,3.6082e-15,-7.752e-17,2.8422e-14,-1.4211e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.1086e-15,1.1102e-16,-1.1102e-16,-5.3291e-15
1.4600,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.1649e-15,-9.992e-16,3.5527e-15,4.5797e-16,8.0491e-16,-1.3422e-16,0,0,0,-1.3323e-15,-1.1102e-15,3.7748e-15,-3.9968e-15,-7.7716e-16,6.6613e-16,2.1233e-15,3.6499e-15,-8.7495e-17,2.2343e-15,3.5388e-15,-7.9038e-17,-1.6653e-16,7.0083e-16,0,8.8818e-16,1.2279e-17,1.7998e-17,3.9573e-18,0,-2.7756e-17,0,-1.7347e-17,8.3267e-15,-4.5519e-15,1.7764e-15,-2.2204e-16,0,3.5527e-15,2.1233e-15,3.6499e-15,-8.7495e-17,3.1974e-14,-1.6431e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.1086e-15,0,-2.2204e-16,-1.7764e-15
1.4650,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.1649e-15,-9.992e-16,3.5527e-15,4.5797e-16,8.1879e-16,-1.3596e-16,0,0,0,-1.3323e-15,-1.1102e-15,3.7748e-15,-3.9968e-15,-7.7716e-16,6.6613e-16,2.0539e-15,3.6499e-15,-1.0387e-16,2.1511e-15,3.5805e-15,-9.1127e-17,-1.6653e-16,7.0083e-16,0,8.8818e-16,1.2279e-17,1.7998e-17,3.9573e-18,0,0,0,-1.3878e-17,8.3267e-15,-4.774e-15,-1.7764e-15,1.1102e-16,-1.1102e-16,-1.7764e-15,2.0539e-15,3.6499e-15,-1.0387e-16,3.1974e-14,-1.6431e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.1086e-15,0,-2.2204e-16,-1.7764e-15
1.4700,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.1649e-15,-9.992e-16,3.3307e-15,4.7184e-16,8.3267e-16,-1.3791e-16,0,0,0,-1.2212e-15,-1.1102e-15,3.7748e-15,-3.7748e-15,-7.7716e-16,2.2204e-16,2.0539e-15,3.6499e-15,-1.1699e-16,2.1233e-15,3.6082e-15,-1.0376e-16,-1.6653e-16,7.0083e-16,0,8.8818e-16,1.4799e-17,1.5613e-17,5.1771e-18,8.8818e-16,2.7756e-17,2.7756e-17,-1.7347e-17,8.6597e-15,-4.6629e-15,1.7764e-15,1.1102e-16,-1.1102e-16,1.7764e-15,2.0539e-15,3.6499e-15,-1.1709e-16,3.1974e-14,-1.6431e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,0,0,3.5527e-15
1.4750,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.1649e-15,-9.992e-16,3.3307e-15,4.8572e-16,8.6042e-16,-1.3986e-16,0,0,0,-1.2212e-15,-1.1102e-15,3.7748e-15,-3.7748e-15,-7.7716e-16,2.2204e-16,2.1094e-15,3.6915e-15,-1.3336e-16,2.1094e-15,3.636e-15,-1.1818e-16,-1.6653e-16,7.0083e-16,0,8.8818e-16,1.4799e-17,1.5613e-17,5.1771e-18,0,5.5511e-17,2.7756e-17,-1.3878e-17,8.6597e-15,-5.107e-15,0,-2.2204e-16,0,1.7764e-15,2.1094e-15,3.6915e-15,-1.3336e-16,3.1974e-14,-1.6431e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,0,0,3.5527e-15
1.4800,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.2204e-15,-1.0547e-15,2.8866e-15,4.996e-16,8.743e-16,-1.4203e-16,0,0,0,-1.2212e-15,-1.1102e-15,3.7748e-15,-3.4417e-15,-7.7716e-16,4.4409e-16,2.2343e-15,3.747e-15,-1.4658e-16,2.1788e-15,3.6776e-15,-1.3206e-16,-1.6653e-16,7.0083e-16,0,8.8818e-16,1.3905e-17,1.4528e-17,6.5865e-18,0,5.5511e-17,-2.7756e-17,-1.3878e-17,8.9928e-15,-5.107e-15,-1.7764e-15,1.1102e-16,0,-3.5527e-15,2.2343e-15,3.747e-15,-1.4658e-16,3.5527e-14,-1.7319e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,3.3307e-16,-1.1102e-16,1.7764e-15
1.4850,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.2204e-15,-1.0547e-15,2.8866e-15,5.1348e-16,8.8818e-16,-1.442e-16,0,0,0,-1.2212e-15,-1.2212e-15,3.7748e-15,-3.4417e-15,-7.7716e-16,4.4409e-16,2.3592e-15,3.7054e-15,-1.5981e-16,2.276e-15,3.6776e-15,-1.4561e-16,-1.6653e-16,7.0083e-16,0,8.8818e-16,1.3905e-17,1.4528e-17,6.5865e-18,0,5.5511e-17,-2.7756e-17,-1.0408e-17,9.1038e-15,-5.3291e-15,0,1.1102e-16,1.1102e-16,0,2.3592e-15,3.7054e-15,-1.5981e-16,3.5527e-14,-1.7319e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,3.3307e-16,-1.1102e-16,1.7764e-15
1.4900,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.276e-15,-9.992e-16,2.8866e-15,5.2736e-16,9.1593e-16,-1.4658e-16,0,0,0,-1.2212e-15,-1.2212e-15,3.7748e-15,-3.2196e-15,-9.992e-16,4.4409e-16,2.4841e-15,3.6637e-15,-1.6957e-16,2.4009e-15,3.6637e-15,-1.5743e-16,-1.6653e-16,7.0083e-16,0,8.8818e-16,8.5923e-18,1.5179e-17,7.8605e-18,8.8818e-16,1.1102e-16,2.7756e-17,-6.9389e-18,9.5479e-15,-5.4401e-15,1.7764e-15,-1.1102e-16,-4.4409e-16,0,2.4841e-15,3.6637e-15,-1.6957e-16,3.5527e-14,-1.7319e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,6.6613e-16,1.1102e-16,-3.5527e-15
1.4950,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.276e-15,-9.992e-16,2.8866e-15,5.4123e-16,9.2981e-16,-1.4875e-16,0,0,0,-1.2212e-15,-1.3323e-15,3.7748e-15,-3.2196e-15,-9.992e-16,4.4409e-16,2.7339e-15,3.7054e-15,-1.7607e-16,2.5813e-15,3.6776e-15,-1.6643e-16,-1.6653e-16,7.0083e-16,0,8.8818e-16,8.5923e-18,1.5179e-17,7.8605e-18,0,1.1102e-16,2.7756e-17,-6.9389e-18,9.4369e-15,-5.5511e-15,0,1.1102e-16,0,0,2.7339e-15,3.7054e-15,-1.7607e-16,3.5527e-14,-1.7319e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,6.6613e-16,1.1102e-16,-3.5527e-15
1.5000,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.276e-15,-9.4369e-16,3.1086e-15,5.5511e-16,9.4369e-16,-1.5114e-16,0,0,0,-1.1102e-15,-1.3323e-15,3.7748e-15,-2.8866e-15,-1.1102e-15,6.6613e-16,2.9837e-15,3.7609e-15,-1.8258e-16,2.7756e-15,3.7192e-15,-1.7434e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-8.0773e-17,-1.648e-17,8.7007e-18,8.8818e-16,8.3267e-17,0,-3.4694e-18,9.881e-15,-5.5511e-15,1.7764e-15,1.1102e-16,1.1102e-16,3.5527e-15,2.9837e-15,3.7609e-15,-1.8258e-16,4.2633e-14,-1.9984e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,2.2204e-16,-6.6613e-16,0
1.5050,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.276e-15,-9.4369e-16,3.1086e-15,5.6899e-16,9.7145e-16,-1.5352e-16,0,0,0,-9.992e-16,-1.3323e-15,3.7748e-15,-2.8866e-15,-1.1102e-15,6.6613e-16,3.178e-15,3.7609e-15,-1.8583e-16,2.9837e-15,3.7331e-15,-1.8019e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-8.0773e-17,-1.648e-17,8.7007e-18,8.8818e-16,8.3267e-17,5.5511e-17,-3.4694e-18,1.0103e-14,-5.7732e-15,3.5527e-15,0,-2.2204e-16,3.5527e-15,3.178e-15,3.7609e-15,-1.8583e-16,4.2633e-14,-1.9984e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,2.2204e-16,-6.6613e-16,0
1.5100,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.276e-15,-9.992e-16,3.5527e-15,5.8287e-16,9.8532e-16,-1.5591e-16,0,0,0,-8.8818e-16,-1.3323e-15,3.7748e-15,-2.5535e-15,-9.992e-16,1.3323e-15,3.3723e-15,3.858e-15,-1.8908e-16,3.178e-15,3.7748e-15,-1.8453e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-8.9772e-17,-1.8215e-17,9.2157e-18,8.8818e-16,8.3267e-17,2.7756e-17,6.9389e-18,1.0214e-14,-5.9952e-15,1.7764e-15,0,-1.1102e-16,1.7764e-15,3.3723e-15,3.858e-15,-1.8908e-16,4.2633e-14,-1.9984e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,4.4409e-16,-1.1102e-16,3.5527e-15
1.5150,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.276e-15,-9.992e-16,3.5527e-15,5.9674e-16,9.992e-16,-1.5829e-16,0,0,0,-8.8818e-16,-1.4433e-15,3.7748e-15,-2.5535e-15,-9.992e-16,1.3323e-15,3.5666e-15,3.9135e-15,-1.8258e-16,3.3862e-15,3.8164e-15,-1.8345e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-8.9772e-17,-1.8215e-17,9.2157e-18,1.7764e-15,0,-2.7756e-17,0,1.0325e-14,-5.9952e-15,3.5527e-15,-1.1102e-16,-1.1102e-16,5.3291e-15,3.5666e-15,3.9135e-15,-1.8258e-16,4.2633e-14,-1.9984e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,4.4409e-16,-1.1102e-16,3.5527e-15
1.5200,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.2204e-15,-9.4369e-16,3.5527e-15,6.1062e-16,1.0131e-15,-1.609e-16,0,0,0,-8.8818e-16,-1.5543e-15,3.7748e-15,-2.1094e-15,-8.8818e-16,1.5543e-15,3.5666e-15,3.858e-15,-1.8258e-16,3.4833e-15,3.8303e-15,-1.8323e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-9.6765e-17,-1.9407e-17,9.1615e-18,8.8818e-16,-2.7756e-17,-5.5511e-17,0,1.0325e-14,-6.2172e-15,1.7764e-15,0,-1.1102e-16,1.7764e-15,3.5666e-15,3.858e-15,-1.8258e-16,4.2633e-14,-2.2204e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,1.1102e-16,1.1102e-16,1.7764e-15
1.5250,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.2204e-15,-9.4369e-16,3.5527e-15,6.3144e-16,1.0408e-15,-1.6328e-16,0,0,0,-7.7716e-16,-1.5543e-15,3.7748e-15,-2.1094e-15,-8.8818e-16,1.5543e-15,3.4972e-15,3.7609e-15,-1.8258e-16,3.4972e-15,3.7748e-15,-1.8323e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-9.6765e-17,-1.9407e-17,9.1615e-18,8.8818e-16,-5.5511e-17,-2.7756e-17,3.4694e-18,1.0547e-14,-6.4393e-15,1.7764e-15,-2.2204e-16,0,0,3.4972e-15,3.7609e-15,-1.8258e-16,4.2633e-14,-2.2204e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,1.1102e-16,1.1102e-16,1.7764e-15
1.5300,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.2204e-15,-9.992e-16,3.3307e-15,6.5226e-16,1.0686e-15,-1.6567e-16,0,0,0,-6.6613e-16,-1.5543e-15,3.7748e-15,-1.9984e-15,-8.8818e-16,1.1102e-15,3.3723e-15,3.7192e-15,-1.7911e-16,3.4417e-15,3.747e-15,-1.8106e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-9.6331e-17,-1.713e-17,9.0395e-18,8.8818e-16,0,-8.3267e-17,-6.9389e-18,1.0991e-14,-6.4393e-15,0,1.1102e-16,2.2204e-16,-1.7764e-15,3.3723e-15,3.7192e-15,-1.7911e-16,4.2633e-14,-2.2204e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,2.2204e-16,-1.1102e-16,1.7764e-15
1.5350,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.2204e-15,-9.992e-16,3.3307e-15,6.6613e-16,1.0963e-15,-1.6805e-16,0,0,0,-6.6613e-16,-1.6653e-15,3.7748e-15,-1.9984e-15,-8.8818e-16,1.1102e-15,3.3723e-15,3.5805e-15,-1.8562e-16,3.4139e-15,3.6499e-15,-1.8345e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-9.6331e-17,-1.713e-17,9.0395e-18,8.8818e-16,-5.5511e-17,-5.5511e-17,-6.9389e-18,1.1213e-14,-6.5503e-15,1.7764e-15,0,1.1102e-16,1.7764e-15,3.3723e-15,3.5805e-15,-1.8562e-16,4.2633e-14,-2.2204e-14,2.1316e-14,-1.9984e-15,-9.992e-16,3.3307e-15,2.2204e-16,-1.1102e-16,1.7764e-15
1.5400,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.1649e-15,-1.1102e-15,3.5527e-15,6.8001e-16,1.1241e-15,-1.7044e-16,0,0,0,-5.5511e-16,-1.7764e-15,3.7748e-15,-1.7764e-15,-6.6613e-16,1.1102e-15,3.2474e-15,3.4833e-15,-1.9212e-16,3.3445e-15,3.5527e-15,-1.88e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-9.4217e-17,-1.2197e-17,9.3783e-18,0,-8.3267e-17,-2.7756e-17,-3.4694e-18,1.1324e-14,-6.8834e-15,-1.7764e-15,0,0,-1.7764e-15,3.2474e-15,3.4833e-15,-1.9212e-16,4.2633e-14,-2.4869e-14,3.5527e-14,-1.9984e-15,-9.992e-16,3.3307e-15,4.4409e-16,1.1102e-16,-1.7764e-15
1.5450,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-2.1649e-15,-1.1102e-15,3.5527e-15,6.9389e-16,1.138e-15,-1.726e-16,0,0,0,-4.4409e-16,-1.7764e-15,3.7748e-15,-1.7764e-15,-6.6613e-16,1.1102e-15,3.067e-15,3.4417e-15,-1.9559e-16,3.2058e-15,3.4833e-15,-1.9169e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-9.4217e-17,-1.2197e-17,9.3783e-18,1.7764e-15,-8.3267e-17,2.7756e-17,-3.4694e-18,1.1435e-14,-6.7724e-15,3.5527e-15,-2.2204e-16,0,3.5527e-15,3.067e-15,3.4417e-15,-1.9559e-16,4.2633e-14,-2.4869e-14,3.5527e-14,-1.9984e-15,-9.992e-16,3.3307e-15,4.4409e-16,1.1102e-16,-1.7764e-15
1.5500,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-1.9984e-15,-1.1102e-15,3.3307e-15,7.0777e-16,1.1657e-15,-1.7499e-16,0,0,0,-4.4409e-16,-1.7764e-15,3.7748e-15,-1.4433e-15,-4.4409e-16,6.6613e-16,2.8866e-15,3.4833e-15,-1.9863e-16,3.0809e-15,3.4694e-15,-1.9516e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-8.7739e-17,-9.4326e-18,9.7578e-18,0,-1.3878e-16,-2.7756e-17,3.4694e-18,1.1546e-14,-7.1054e-15,0,-1.1102e-16,0,-1.7764e-15,2.8866e-15,3.4833e-15,-1.9863e-16,4.2633e-14,-2.4869e-14,3.5527e-14,-1.9984e-15,-9.992e-16,3.3307e-15,2.2204e-16,0,-1.8319e-15
1.5550,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-1.9984e-15,-1.1102e-15,3.3307e-15,7.2164e-16,1.1796e-15,-1.7738e-16,0,0,0,-3.3307e-16,-1.7764e-15,3.7748e-15,-1.4433e-15,-4.4409e-16,6.6613e-16,2.5674e-15,3.4417e-15,-1.9559e-16,2.8311e-15,3.4556e-15,-1.9559e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-8.7739e-17,-9.4326e-18,9.7578e-18,8.8818e-16,-1.3878e-16,-8.3267e-17,6.9389e-18,1.199e-14,-7.1054e-15,1.7764e-15,0,2.2204e-16,3.5527e-15,2.5674e-15,3.4417e-15,-1.9559e-16,4.2633e-14,-2.4869e-14,3.5527e-14,-1.9984e-15,-9.992e-16,3.3307e-15,2.2204e-16,0,-1.8319e-15
1.5600,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-1.9429e-15,-1.1657e-15,3.3307e-15,7.3552e-16,1.1935e-15,-1.7976e-16,0,0,0,-3.3307e-16,-1.7764e-15,3.7748e-15,-1.4433e-15,-3.3307e-16,4.4409e-16,2.2621e-15,3.3029e-15,-1.8908e-16,2.5535e-15,3.3723e-15,-1.9255e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-7.5189e-17,-7.1286e-18,9.6223e-18,0,-1.3878e-16,-2.7756e-17,0,1.199e-14,-7.3275e-15,0,-1.1102e-16,0,-1.7764e-15,2.2621e-15,3.3029e-15,-1.8908e-16,4.6185e-14,-2.6645e-14,3.5527e-14,-1.9984e-15,-9.992e-16,3.3307e-15,1.1102e-16,0,-1.7208e-15
1.5650,-3,-3,-3,-1.9984e-15,-9.992e-16,3.3307e-15,-1.9429e-15,-1.1657e-15,3.3307e-15,7.4246e-16,1.2074e-15,-1.8193e-16,0,0,0,-2.2204e-16,-1.8874e-15,3.7748e-15,-1.4433e-15,-3.3307e-16,4.4409e-16,1.9568e-15,3.2613e-15,-1.8908e-16,2.2898e-15,3.3029e-15,-1.9125e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-7.5189e-17,-7.1286e-18,9.6223e-18,1.7764e-15,-1.3878e-16,-5.5511e-17,1.0408e-17,1.2323e-14,-7.2164e-15,5.3291e-15,-1.1102e-16,0,5.3291e-15,1.9568e-15,3.2613e-15,-1.8908e-16,4.6185e-14,-2.6645e-14,3.5527e-14,-1.9984e-15,-9.992e-16,3.3307e-15,1.1102e-16,0,-1.7208e-15
1.5700,-3,-3,-3,-1.9984e-15,-1.0547e-15,3.3307e-15,-1.9984e-15,-1.1102e-15,3.1086e-15,7.494e-16,1.2212e-15,-1.841e-16,0,0,0,-1.1102e-16,-1.8874e-15,3.7748e-15,-1.4433e-15,-1.1102e-16,2.2204e-16,1.6376e-15,3.1641e-15,-1.7911e-16,1.9984e-15,3.2335e-15,-1.8562e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-6.3101e-17,-3.4694e-18,9.2699e-18,8.8818e-16,-1.1102e-16,-5.5511e-17,1.3878e-17,1.199e-14,-7.5495e-15,1.7764e-15,-3.3307e-16,-1.1102e-16,3.5527e-15,1.6376e-15,3.1641e-15,-1.7911e-16,4.6185e-14,-2.6645e-14,3.5527e-14,-1.9984e-15,-9.992e-16,3.3307e-15,0,0,-1.7764e-15
1.5750,-3,-3,-3,-1.9984e-15,-1.0547e-15,3.3307e-15,-1.9984e-15,-1.1102e-15,3.1086e-15,7.5634e-16,1.2351e-15,-1.8627e-16,0,0,0,-1.1102e-16,-1.8874e-15,3.7748e-15,-1.4433e-15,-1.1102e-16,2.2204e-16,1.3878e-15,3.067e-15,-1.661e-16,1.707e-15,3.1503e-15,-1.7607e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-6.3101e-17,-3.4694e-18,9.2699e-18,8.8818e-16,-1.3878e-16,0,1.0408e-17,1.2434e-14,-7.3275e-15,1.7764e-15,0,2.2204e-16,1.7764e-15,1.3878e-15,3.067e-15,-1.661e-16,4.6185e-14,-2.6645e-14,3.5527e-14,-1.9984e-15,-9.992e-16,3.3307e-15,0,0,-1.7764e-15
1.5800,-3,-3,-3,-1.9984e-15,-1.0547e-15,3.3307e-15,-1.9429e-15,-1.1102e-15,3.5527e-15,7.6328e-16,1.249e-15,-1.8843e-16,0,0,0,0,-1.9984e-15,3.7748e-15,-1.3323e-15,-1.1102e-16,2.2204e-16,1.0686e-15,3.067e-15,-1.5613e-16,1.4155e-15,3.0947e-15,-1.6697e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-4.9684e-17,5.6921e-19,8.3484e-18,8.8818e-16,-1.9429e-16,-8.3267e-17,1.3878e-17,1.2546e-14,-7.6605e-15,1.7764e-15,-2.2204e-16,0,1.7764e-15,1.0686e-15,3.067e-15,-1.5613e-16,4.9738e-14,-2.8422e-14,3.5527e-14,-1.9984e-15,-1.0547e-15,3.3307e-15,-1.1102e-16,-1.1102e-16,3.4972e-15
1.5850,-3,-3,-3,-1.9984e-15,-1.1102e-15,3.3307e-15,-1.9429e-15,-1.1102e-15,3.5527e-15,7.7022e-16,1.2629e-15,-1.9039e-16,0,0,0,0,-2.1094e-15,3.7748e-15,-1.3323e-15,-1.1102e-16,2.2204e-16,6.3838e-16,2.9143e-15,-1.4311e-16,1.0547e-15,2.9976e-15,-1.5526e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-4.9684e-17,5.6921e-19,8.3484e-18,8.8818e-16,-1.3878e-16,-8.3267e-17,1.3878e-17,1.2768e-14,-7.6605e-15,1.7764e-15,-1.1102e-16,0,3.5527e-15,6.3838e-16,2.9143e-15,-1.4311e-16,4.9738e-14,-2.8422e-14,3.5527e-14,-1.9984e-15,-1.0547e-15,3.3307e-15,-1.1102e-16,-1.1102e-16,3.4972e-15
1.5900,-3,-3,-3,-1.9984e-15,-1.1657e-15,3.3307e-15,-1.9984e-15,-1.0547e-15,3.3307e-15,7.7022e-16,1.2768e-15,-1.9234e-16,0,0,0,0,-2.1094e-15,3.7748e-15,-1.4433e-15,-1.1102e-16,0,3.1919e-16,2.7756e-15,-1.301e-16,6.9389e-16,2.8866e-15,-1.4311e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-3.2418e-17,6.3968e-18,7.1557e-18,8.8818e-16,-1.3878e-16,-8.3267e-17,1.7347e-17,1.3101e-14,-7.6605e-15,1.7764e-15,2.2204e-16,0,3.5527e-15,3.1919e-16,2.7756e-15,-1.301e-16,4.9738e-14,-2.8422e-14,3.5527e-14,-1.9984e-15,-1.0547e-15,3.3307e-15,0,0,1.7764e-15
1.5950,-3,-3,-3,-1.9984e-15,-1.1657e-15,3.3307e-15,-1.9984e-15,-1.0547e-15,3.3307e-15,7.7022e-16,1.2906e-15,-1.9429e-16,0,0,0,1.1102e-16,-2.1094e-15,3.7748e-15,-1.4433e-15,-1.1102e-16,0,1.3878e-17,2.6229e-15,-1.1362e-16,3.8858e-16,2.7478e-15,-1.2924e-16,-2.9837e-16,1.5057e-15,0,8.8818e-16,-3.2418e-17,6.3968e-18,7.1557e-18,1.7764e-15,-1.1102e-16,-5.5511e-17,1.0408e-17,1.3212e-14,-7.5495e-15,3.5527e-15,1.1102e-16,0,5.3291e-15,1.3878e-17,2.6229e-15,-1.1362e-16,4.9738e-14,-2.8422e-14,3.5527e-14,-1.9984e-15,-1.0547e-15,3.3307e-15,0,0,1.7764e-15
1.6000,-3,-3,-3,-1.9984e-15,-1.1657e-15,3.3307e-15,-1.9984e-15,-1.1102e-15,3.3307e-15,7.7022e-16,1.3045e-15,-1.9602e-16,0,0,0,1.1102e-16,-2.2204e-15,3.7748e-15,-1.5543e-15,-1.1102e-16,2.2204e-16,-2.3592e-16,2.5258e-15,-1.0408e-16,8.3267e-17,2.609e-15,-1.1709e-16,-6.9389e-18,-3.0705e-16,0,7.9936e-15,-3.1442e-17,9.541e-17,5.8276e-18,0,-5.5511e-17,-5.5511e-17,6.9389e-18,1.2879e-14,-7.7716e-15,0,-1.1102e-16,0,0,-2.3592e-16,2.5258e-15,-1.0408e-16,5.6843e-14,-2.7978e-14,2.8422e-14,-1.9984e-15,-1.1657e-15,3.3307e-15,3.3307e-16,1.1102e-16,3.5527e-15
1.6050,-3,-3,-3,-1.9984e-15,-1.2212e-15,3.3307e-15,-1.9984e-15,-1.1102e-15,3.3307e-15,7.6328e-16,1.3184e-15,-1.9754e-16,0,0,0,2.2204e-16,-2.2204e-15,3.7748e-15,-1.5543e-15,-1.1102e-16,2.2204e-16,-3.6082e-16,2.4286e-15,-9.7578e-17,-1.3878e-16,2.5119e-15,-1.0799e-16,-6.9389e-18,-3.0705e-16,0,7.9936e-15,-3.1442e-17,9.541e-17,5.8276e-18,1.7764e-15,-5.5511e-17,-8.3267e-17,0,1.3434e-14,-7.4385e-15,3.5527e-15,0,2.2204e-16,3.5527e-15,-3.6082e-16,2.4286e-15,-9.7578e-17,5.6843e-14,-2.7978e-14,2.8422e-14,-1.9984e-15,-1.1657e-15,3.3307e-15,3.3307e-16,1.1102e-16,3.5527e-15
