time,out_motors,out_plant,out_kalman,out_mpc,out_sensors,out_mahony,out_lqi,up_kalman,up_mpc,up_lqi,up_mocap,up_motors,up_plant
75.9900,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
75.9950,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.0000,1.00,1.00,0.00,1420.00,2.00,1.00,0.00,2.00,1.00,0.00,1.00,0.00,1.00
76.0050,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.0100,0.00,1.00,0.00,-1.00,1.00,0.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.0150,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.0200,0.00,1.00,1.00,-1.00,1.00,0.00,1.00,1.00,-1.00,0.00,0.00,0.00,0.00
76.0250,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.0300,1.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,0.00,1.00,0.00
76.0350,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.0400,0.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.0450,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.0500,0.00,1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.0550,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.0600,0.00,0.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.0650,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.0700,1.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.0750,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.0800,1.00,1.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.0850,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.0900,0.00,1.00,0.00,-1.00,1.00,1.00,1.00,7.00,-1.00,1.00,0.00,0.00,1.00
76.0950,0.00,1.00,-1.00,-1.00,4.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.1000,0.00,2.00,0.00,2280.00,6.00,4.00,1.00,4.00,1.00,1.00,1.00,0.00,0.00
76.1050,1.00,3.00,-1.00,-1.00,4.00,4.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.1100,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,3.00,-1.00,1.00,0.00,1.00,0.00
76.1150,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.1200,1.00,1.00,0.00,-1.00,1.00,1.00,0.00,3.00,-1.00,0.00,0.00,0.00,0.00
76.1250,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.1300,0.00,1.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.1350,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.1400,0.00,1.00,1.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.1450,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.1500,1.00,1.00,0.00,-1.00,1.00,1.00,0.00,3.00,-1.00,0.00,1.00,0.00,1.00
76.1550,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.1600,1.00,1.00,0.00,-1.00,1.00,1.00,1.00,3.00,-1.00,0.00,1.00,0.00,1.00
76.1650,1.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.1700,1.00,1.00,1.00,-1.00,1.00,0.00,0.00,5.00,-1.00,0.00,0.00,1.00,0.00
76.1750,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.1800,1.00,1.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,1.00
76.1850,0.00,1.00,-1.00,-1.00,2.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.1900,0.00,1.00,0.00,-1.00,2.00,1.00,0.00,3.00,-1.00,0.00,1.00,0.00,1.00
76.1950,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.2000,1.00,1.00,0.00,1456.00,2.00,0.00,0.00,3.00,1.00,0.00,1.00,0.00,0.00
76.2050,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.2100,1.00,1.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,1.00
76.2150,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.2200,0.00,1.00,1.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.2250,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.2300,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
76.2350,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.2400,1.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.2450,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.2500,0.00,0.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.2550,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.2600,0.00,0.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,1.00,0.00,0.00
76.2650,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.2700,1.00,1.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.2750,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.2800,0.00,1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.2850,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.2900,1.00,1.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.2950,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.3000,1.00,1.00,0.00,1434.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00
76.3050,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.3100,0.00,1.00,1.00,-1.00,1.00,0.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.3150,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.3200,0.00,1.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.3250,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.3300,0.00,0.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
76.3350,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.3400,1.00,1.00,0.00,-1.00,1.00,0.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.3450,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.3500,0.00,1.00,1.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.3550,0.00,1.00,-1.00,-1.00,0.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.3600,0.00,1.00,1.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.3650,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.3700,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
76.3750,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.3800,1.00,1.00,0.00,-1.00,2.00,2.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.3850,0.00,2.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.3900,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,3.00,-1.00,1.00,0.00,1.00,0.00
76.3950,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.4000,0.00,1.00,1.00,1621.00,4.00,2.00,0.00,4.00,1.00,1.00,0.00,0.00,0.00
76.4050,0.00,2.00,-1.00,-1.00,3.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.4100,1.00,2.00,0.00,-1.00,3.00,2.00,1.00,4.00,-1.00,1.00,0.00,1.00,0.00
76.4150,1.00,2.00,-1.00,-1.00,3.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.4200,0.00,1.00,0.00,-1.00,4.00,2.00,0.00,3.00,-1.00,0.00,0.00,1.00,0.00
76.4250,1.00,1.00,-1.00,-1.00,3.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.4300,0.00,1.00,0.00,-1.00,3.00,1.00,0.00,3.00,-1.00,0.00,0.00,0.00,0.00
76.4350,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.4400,1.00,1.00,0.00,-1.00,2.00,1.00,1.00,3.00,-1.00,0.00,1.00,0.00,1.00
76.4450,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.4500,1.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.4550,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.4600,1.00,1.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.4650,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.4700,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,1.00,-1.00,0.00,0.00,0.00,0.00
76.4750,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.4800,0.00,1.00,0.00,-1.00,2.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.4850,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.4900,0.00,1.00,1.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.4950,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.5000,0.00,1.00,1.00,1534.00,2.00,1.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00
76.5050,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.5100,0.00,1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.5150,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.5200,0.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,1.00
76.5250,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.5300,1.00,1.00,0.00,-1.00,2.00,1.00,1.00,4.00,-1.00,0.00,0.00,1.00,0.00
76.5350,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.5400,2.00,1.00,0.00,-1.00,3.00,1.00,1.00,3.00,-1.00,0.00,1.00,1.00,0.00
76.5450,0.00,1.00,-1.00,-1.00,2.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.5500,1.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.5550,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.5600,0.00,1.00,0.00,-1.00,2.00,2.00,1.00,3.00,-1.00,1.00,0.00,0.00,0.00
76.5650,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.5700,0.00,1.00,1.00,-1.00,2.00,2.00,1.00,3.00,-1.00,0.00,1.00,1.00,0.00
76.5750,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.5800,0.00,1.00,1.00,-1.00,2.00,1.00,0.00,3.00,-1.00,0.00,0.00,1.00,1.00
76.5850,1.00,1.00,-1.00,-1.00,2.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.5900,0.00,1.00,0.00,-1.00,2.00,1.00,0.00,4.00,-1.00,1.00,1.00,0.00,0.00
76.5950,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.6000,0.00,2.00,0.00,1971.00,5.00,2.00,1.00,5.00,0.00,1.00,0.00,1.00,1.00
76.6050,1.00,2.00,-1.00,-1.00,4.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.6100,0.00,2.00,1.00,-1.00,2.00,1.00,1.00,4.00,-1.00,0.00,0.00,1.00,0.00
76.6150,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.6200,0.00,1.00,0.00,-1.00,2.00,2.00,0.00,2.00,-1.00,0.00,1.00,0.00,0.00
76.6250,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.6300,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,3.00,-1.00,1.00,1.00,0.00,0.00
76.6350,0.00,2.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.6400,1.00,1.00,1.00,-1.00,2.00,1.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
76.6450,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.6500,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,0.00,1.00,0.00,1.00
76.6550,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.6600,0.00,1.00,1.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.6650,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.6700,1.00,1.00,1.00,-1.00,1.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.6750,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.6800,1.00,1.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,1.00,0.00,0.00,0.00
76.6850,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.6900,0.00,1.00,0.00,-1.00,1.00,1.00,1.00,5.00,-1.00,0.00,0.00,1.00,0.00
76.6950,0.00,2.00,-1.00,-1.00,1.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.7000,1.00,3.00,1.00,2183.00,8.00,2.00,0.00,5.00,1.00,0.00,0.00,1.00,0.00
76.7050,1.00,2.00,-1.00,-1.00,4.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.7100,0.00,17.00,1.00,-1.00,2.00,1.00,0.00,5.00,-1.00,0.00,0.00,1.00,1.00
76.7150,1.00,1.00,-1.00,-1.00,18.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.7200,0.00,2.00,0.00,-1.00,3.00,1.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
76.7250,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.7300,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,1.00,0.00,0.00,0.00
76.7350,0.00,0.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.7400,1.00,1.00,0.00,-1.00,2.00,1.00,0.00,4.00,-1.00,1.00,1.00,0.00,1.00
76.7450,1.00,2.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.7500,0.00,1.00,1.00,-1.00,2.00,1.00,1.00,2.00,-1.00,0.00,0.00,1.00,0.00
76.7550,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.7600,0.00,0.00,0.00,-1.00,2.00,0.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.7650,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.7700,1.00,1.00,1.00,-1.00,1.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.7750,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.7800,0.00,0.00,0.00,-1.00,2.00,1.00,0.00,1.00,-1.00,0.00,0.00,0.00,1.00
76.7850,0.00,1.00,-1.00,-1.00,2.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.7900,1.00,1.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,1.00,0.00,0.00,0.00
76.7950,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.8000,0.00,1.00,0.00,1494.00,2.00,1.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00
76.8050,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.8100,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.8150,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.8200,1.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.8250,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.8300,1.00,1.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.8350,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.8400,1.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,0.00,1.00,0.00,0.00
76.8450,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.8500,1.00,1.00,1.00,-1.00,1.00,1.00,0.00,3.00,-1.00,0.00,1.00,0.00,0.00
76.8550,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
76.8600,1.00,1.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
76.8650,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.8700,1.00,1.00,1.00,-1.00,1.00,1.00,0.00,3.00,-1.00,1.00,0.00,1.00,0.00
76.8750,0.00,2.00,-1.00,-1.00,2.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.8800,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.8850,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.8900,1.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.8950,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.9000,1.00,2.00,0.00,2168.00,2.00,1.00,1.00,5.00,1.00,1.00,0.00,1.00,0.00
76.9050,0.00,1.00,-1.00,-1.00,2.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.9100,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,3.00,-1.00,1.00,0.00,1.00,0.00
76.9150,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.9200,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,1.00,0.00,0.00,0.00
76.9250,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.9300,0.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,1.00
76.9350,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.9400,0.00,0.00,0.00,-1.00,2.00,1.00,0.00,1.00,-1.00,0.00,0.00,0.00,0.00
76.9450,0.00,1.00,-1.00,-1.00,2.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.9500,0.00,0.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.9550,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.9600,1.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.9650,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
76.9700,1.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.9750,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
76.9800,0.00,0.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
76.9850,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
76.9900,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
76.9950,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
77.0000,1.00,1.00,0.00,1476.00,1.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,1.00
77.0050,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
77.0100,0.00,0.00,0.00,-1.00,1.00,0.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
77.0150,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
77.0200,0.00,1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
77.0250,1.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
77.0300,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,1.00,0.00,0.00,0.00
77.0350,1.00,1.00,-1.00,-1.00,1.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
77.0400,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,1.00,0.00,0.00,0.00
77.0450,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
77.0500,0.00,1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
77.0550,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
77.0600,0.00,0.00,0.00,-1.00,2.00,1.00,0.00,1.00,-1.00,0.00,0.00,0.00,0.00
77.0650,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
77.0700,1.00,1.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
77.0750,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
77.0800,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
77.0850,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
77.0900,1.00,1.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
77.0950,1.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
77.1000,1.00,1.00,1.00,1435.00,2.00,1.00,1.00,2.00,1.00,0.00,0.00,0.00,1.00
77.1050,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
77.1100,0.00,0.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
77.1150,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
