time,ref_x,ref_y,ref_z,x,y,z,est_x,est_y,est_z,phi,theta,psi,est_phi,est_theta,est_psi,dx,dy,dz,est_dx,est_dy,est_dz,p,q,r,est_p,est_q,est_r,ref_phi,ref_theta,ref_psi,cmd_T,cmd_tau_phi,cmd_tau_theta,cmd_tau_psi,real_T,real_tau_phi,real_tau_theta,real_tau_psi
0.0000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000246,0.000020,0.000596,0.000000,0.000000,0.000000,-0.000018,-0.000030,0.000007,0.000000,0.000000,-0.000319,-0.001420,0.000118,0.098710,0.000032,0.000088,-0.000010,-0.002086,0.001186,0.000845,0.000025,0.020698,0.000000,4.321392,0.000094,0.000334,-0.000066,4.483246,0.000014,0.000051,-0.000010
0.0050,3.000000,0.000000,0.000000,0.000000,0.000000,-0.000002,-0.000246,0.000020,0.000596,0.000000,0.000000,-0.000000,-0.000059,0.000039,0.000007,0.000000,0.000000,-0.000908,-0.001420,0.000118,0.098710,0.000092,0.000252,-0.000027,-0.008479,0.008424,0.000644,0.000025,0.020698,0.000000,4.321392,0.000094,0.000334,-0.000066,4.458399,0.000027,0.000095,-0.000019
0.0100,3.000000,0.000000,0.000000,0.000000,0.000000,-0.000006,0.000136,0.000173,0.001555,0.000001,0.000002,-0.000000,0.000020,0.000030,0.000013,0.000000,-0.000000,-0.001726,0.002484,0.000982,0.140444,0.000118,0.000514,-0.000056,0.001531,0.005645,0.001173,0.000025,0.020698,0.000000,4.321392,-0.000070,0.000467,-0.000094,4.437366,0.000012,0.000152,-0.000030
0.0150,3.000000,0.000000,0.000000,0.000000,-0.000000,-0.000015,0.000136,0.000173,0.001555,0.000001,0.000004,-0.000000,0.000044,0.000135,0.000070,0.000000,-0.000000,-0.002737,0.002484,0.000982,0.140444,0.000116,0.000859,-0.000094,-0.000347,0.014605,0.006342,0.000025,0.020698,0.000000,4.321392,-0.000070,0.000467,-0.000094,4.419562,-0.000001,0.000200,-0.000040
0.0200,3.000000,0.000000,0.000000,0.000000,-0.000000,-0.000028,0.000105,0.000372,0.002773,0.000002,0.000009,-0.000001,0.000081,0.000109,0.000122,0.000000,-0.000000,-0.003912,0.004644,0.002603,0.168658,0.000096,0.001370,-0.000229,0.000486,0.005331,0.008677,0.000025,0.020698,0.000000,4.321392,-0.000052,0.000826,-0.000710,4.404491,-0.000009,0.000296,-0.000143
0.0250,3.000000,0.000000,0.000000,0.000000,-0.000000,-0.000048,0.000105,0.000372,0.002773,0.000002,0.000015,-0.000002,0.000100,0.000162,0.000175,0.000001,-0.000000,-0.005226,0.004644,0.002603,0.168658,0.000062,0.002021,-0.000446,-0.000761,0.006383,0.010050,0.000025,0.020698,0.000000,4.321392,-0.000052,0.000826,-0.000710,4.391734,-0.000015,0.000378,-0.000230
0.0300,3.000000,0.000000,0.000000,0.000000,-0.000000,-0.000074,0.000100,0.000197,0.004362,0.000003,0.000026,-0.000004,0.000119,0.000279,0.000127,0.000001,-0.000000,-0.006657,0.006956,0.002826,0.186693,-0.000001,0.002791,-0.000650,0.001168,0.011396,0.000963,0.000025,0.020698,0.000000,4.321392,-0.000097,0.000827,-0.000144,4.380935,-0.000028,0.000447,-0.000217
0.0350,3.000000,0.000000,0.000000,0.000000,-0.000000,-0.000107,0.000100,0.000197,0.004362,0.000003,0.000039,-0.000008,0.000197,0.000310,0.000129,0.000003,-0.000000,-0.008188,0.006956,0.002826,0.186693,-0.000087,0.003662,-0.000844,0.008035,0.007768,0.001130,0.000025,0.020698,0.000000,4.321392,-0.000097,0.000827,-0.000144,4.371794,-0.000039,0.000505,-0.000206
0.0400,3.000000,0.000000,0.000000,0.000000,-0.000000,-0.000148,0.000170,0.000429,0.005748,0.000002,0.000058,-0.000012,0.000257,0.000316,0.000157,0.000005,-0.000001,-0.009802,0.008251,0.005210,0.195637,-0.000260,0.004797,-0.001054,0.004442,0.004891,0.003008,0.000025,0.020698,0.000000,4.321392,-0.000291,0.001504,-0.000315,4.364057,-0.000077,0.000658,-0.000222
0.0450,3.000000,0.000000,0.000000,0.000000,-0.000000,-0.000197,0.000170,0.000429,0.005748,0.000001,0.000082,-0.000017,0.000231,0.000334,0.000159,0.000007,-0.000001,-0.011488,0.008251,0.005210,0.195637,-0.000506,0.006156,-0.001277,0.005478,0.007573,0.001386,0.000025,0.020698,0.000000,4.321392,-0.000291,0.001504,-0.000315,4.357507,-0.000110,0.000788,-0.000237
0.0500,3.000000,0.000000,0.000000,0.000000,-0.000000,-0.000255,0.000017,0.000272,0.006906,-0.000002,0.000113,-0.000023,0.000138,0.000378,0.000303,0.000011,-0.000001,-0.013234,0.008323,0.007543,0.195082,-0.000779,0.007738,-0.001647,0.003048,0.009349,0.014488,0.000025,0.020698,0.000000,4.321392,-0.000188,0.001630,-0.001248,4.351963,-0.000122,0.000917,-0.000392
0.0550,3.000000,0.000000,0.000000,0.000000,-0.000000,-0.000321,0.000017,0.000272,0.006906,-0.000006,0.000151,-0.000032,0.000169,0.000519,0.000337,0.000016,-0.000001,-0.015031,0.008323,0.007543,0.195082,-0.001074,0.009508,-0.002140,0.001612,0.016212,0.010486,0.000025,0.020698,0.000000,4.321392,-0.000188,0.001630,-0.001248,4.347270,-0.000132,0.001027,-0.000523
0.0600,3.000000,0.000000,0.000000,0.000000,-0.000000,-0.000396,0.000135,0.000061,0.007581,-0.000011,0.000199,-0.000042,0.000238,0.000601,0.000351,0.000024,-0.000000,-0.016872,0.010439,0.005897,0.190607,-0.001385,0.011462,-0.002660,0.001711,0.013090,0.006705,0.000025,0.020698,0.000000,4.321392,-0.000177,0.001718,-0.000704,4.343297,-0.000139,0.001133,-0.000551
0.0650,3.000000,0.000000,0.000000,0.000000,-0.000000,-0.000481,0.000135,0.000061,0.007581,-0.000018,0.000256,-0.000056,0.000258,0.000586,0.000370,0.000033,0.000000,-0.018748,0.010439,0.005897,0.190607,-0.001708,0.013570,-0.003202,0.005914,0.005050,0.005313,0.000025,0.020698,0.000000,4.321392,-0.000177,0.001718,-0.000704,4.339934,-0.000145,0.001223,-0.000574
0.0700,3.000000,0.000000,0.000000,0.000001,-0.000000,-0.000574,0.000371,0.000052,0.008141,-0.000026,0.000324,-0.000072,0.000282,0.000596,0.000359,0.000045,0.000001,-0.020656,0.011828,0.007828,0.183322,-0.002148,0.016030,-0.003710,0.008649,0.003587,0.001647,0.000025,0.020698,0.000000,4.321392,-0.000485,0.002554,-0.000341,4.337088,-0.000197,0.001427,-0.000538
0.0750,3.000000,0.000000,0.000000,0.000001,-0.000000,-0.000678,0.000371,0.000052,0.008141,-0.000037,0.000404,-0.000090,0.000308,0.000615,0.000324,0.000060,0.000002,-0.022590,0.011828,0.007828,0.183322,-0.002687,0.018789,-0.004189,0.006399,0.006423,-0.002600,0.000025,0.020698,0.000000,4.321392,-0.000485,0.002554,-0.000341,4.334678,-0.000241,0.001600,-0.000508
0.0800,3.000000,0.000000,0.000000,0.000001,-0.000000,-0.000790,0.000386,-0.000140,0.008636,-0.000051,0.000498,-0.000111,0.000343,0.000781,0.000335,0.000079,0.000004,-0.024546,0.011886,0.007298,0.174099,-0.003293,0.021685,-0.004629,0.006803,0.018303,0.000300,0.000025,0.020698,0.000000,4.321392,-0.000439,0.002116,-0.000234,4.332639,-0.000272,0.001679,-0.000466
0.0850,3.000000,0.000000,0.000000,0.000001,0.000000,-0.000913,0.000386,-0.000140,0.008636,-0.000067,0.000606,-0.000134,0.000355,0.000809,0.000318,0.000103,0.000006,-0.026521,0.011886,0.007298,0.174099,-0.003956,0.024696,-0.005035,0.000958,0.016199,-0.000902,0.000025,0.020698,0.000000,4.321392,-0.000439,0.002116,-0.000234,4.330912,-0.000297,0.001746,-0.000431
0.0900,3.000000,0.000000,0.000000,0.000002,0.000000,-0.001046,0.000397,-0.000160,0.008960,-0.000087,0.000730,-0.000160,0.000420,0.000922,0.000237,0.000131,0.000010,-0.028512,0.011471,0.007336,0.162527,-0.004655,0.027837,-0.005318,0.004993,0.021973,-0.007822,0.000025,0.020698,0.000000,4.321392,-0.000402,0.002236,0.000415,4.329451,-0.000314,0.001822,-0.000301
0.0950,3.000000,0.000000,0.000000,0.000003,0.000000,-0.001188,0.000397,-0.000160,0.008960,-0.000110,0.000869,-0.000186,0.000341,0.001030,0.000222,0.000166,0.000014,-0.030516,0.011471,0.007336,0.162527,-0.005385,0.031087,-0.005498,-0.004391,0.024522,-0.004859,0.000025,0.020698,0.000000,4.321392,-0.000402,0.002236,0.000415,4.328214,-0.000327,0.001885,-0.000191
0.1000,3.000000,0.000000,0.000000,0.000003,0.000000,-0.001341,0.000645,-0.000073,0.009008,-0.000137,0.001025,-0.000214,0.000299,0.001210,0.000174,0.000206,0.000019,-0.032724,0.013502,0.008309,0.149973,-0.005956,0.034487,-0.005585,-0.006233,0.029077,-0.007924,0.001622,0.038791,0.000000,4.206029,0.000132,0.002450,0.000453,4.309456,-0.000257,0.001972,-0.000092
0.1050,3.000000,0.000000,0.000000,0.000004,0.000000,-0.001505,0.000645,-0.000073,0.009008,-0.000167,0.001197,-0.000242,0.000280,0.001372,0.000169,0.000254,0.000025,-0.035105,0.013502,0.008309,0.149973,-0.006395,0.038013,-0.005593,-0.002728,0.030166,-0.005163,0.001622,0.038791,0.000000,4.206029,0.000132,0.002450,0.000453,4.293578,-0.000197,0.002045,-0.000008
0.1100,3.000000,0.000000,0.000000,0.000006,0.000000,-0.001680,0.000667,-0.000342,0.008863,-0.000199,0.001387,-0.000270,0.000215,0.001505,0.000165,0.000310,0.000033,-0.037632,0.013689,0.007652,0.137327,-0.006692,0.041734,-0.005579,-0.006819,0.033695,-0.003722,0.001622,0.038791,0.000000,4.206029,0.000216,0.002777,0.000143,4.280138,-0.000134,0.002158,0.000015
0.1150,3.000000,0.000000,0.000000,0.000007,0.000001,-0.001868,0.000667,-0.000342,0.008863,-0.000232,0.001596,-0.000297,0.000091,0.001792,0.000067,0.000374,0.000042,-0.040282,0.013689,0.007652,0.137327,-0.006869,0.045618,-0.005546,-0.015032,0.039933,-0.012180,0.001622,0.038791,0.000000,4.206029,0.000216,0.002777,0.000143,4.268761,-0.000080,0.002253,0.000035
0.1200,3.000000,0.000000,0.000000,0.000009,0.000001,-0.002070,0.000844,0.000095,0.008589,-0.000267,0.001824,-0.000325,0.000021,0.002041,-0.000029,0.000448,0.000053,-0.043037,0.016804,0.011268,0.122235,-0.006867,0.049689,-0.005338,-0.009732,0.038966,-0.017255,0.001622,0.038791,0.000000,4.206029,0.000442,0.002959,0.001249,4.259130,0.000000,0.002361,0.000221
0.1250,3.000000,0.000000,0.000000,0.000011,0.000001,-0.002285,0.000844,0.000095,0.008589,-0.000301,0.002072,-0.000352,0.000006,0.002242,0.000014,0.000532,0.000065,-0.045881,0.016804,0.011268,0.122235,-0.006714,0.053919,-0.004980,-0.007273,0.043578,-0.006280,0.001622,0.038791,0.000000,4.206029,0.000442,0.002959,0.001249,4.250978,0.000068,0.002453,0.000379
0.1300,3.000000,0.000000,0.000000,0.000014,0.000001,-0.002514,0.000661,-0.000008,0.008213,-0.000335,0.002342,-0.000377,-0.000018,0.002524,-0.000060,0.000628,0.000079,-0.048800,0.015413,0.010834,0.106082,-0.006492,0.058257,-0.004549,-0.004413,0.050112,-0.012121,0.001622,0.038791,0.000000,4.206029,0.000268,0.002865,0.000887,4.244078,0.000099,0.002516,0.000457
0.1350,3.000000,0.000000,0.000000,0.000017,0.000002,-0.002758,0.000661,-0.000008,0.008213,-0.000367,0.002633,-0.000400,0.000001,0.002766,-0.000070,0.000736,0.000094,-0.051782,0.015413,0.010834,0.106082,-0.006212,0.062688,-0.004056,-0.000012,0.049251,-0.008868,0.001622,0.038791,0.000000,4.206029,0.000268,0.002865,0.000887,4.238236,0.000125,0.002570,0.000523
0.1400,3.000000,0.000000,0.000000,0.000021,0.000002,-0.003017,0.000502,-0.000014,0.008136,-0.000398,0.002947,-0.000420,-0.000015,0.003119,-0.000083,0.000857,0.000111,-0.054818,0.014354,0.011503,0.089056,-0.005874,0.067167,-0.003602,-0.004412,0.060473,-0.003335,0.001622,0.038791,0.000000,4.206029,0.000296,0.002751,0.000251,4.233292,0.000151,0.002598,0.000481
0.1450,3.000000,0.000000,0.000000,0.000025,0.000003,-0.003291,0.000502,-0.000014,0.008136,-0.000428,0.003282,-0.000438,0.000015,0.003454,-0.000176,0.000993,0.000130,-0.057900,0.014354,0.011503,0.089056,-0.005486,0.071686,-0.003181,-0.005494,0.066679,-0.008164,0.001622,0.038791,0.000000,4.206029,0.000296,0.002751,0.000251,4.229107,0.000173,0.002621,0.000446
0.1500,3.000000,0.000000,0.000000,0.000030,0.000003,-0.003581,0.000817,0.000265,0.007064,-0.000455,0.003641,-0.000454,-0.000048,0.003793,-0.000208,0.001143,0.000149,-0.061020,0.016477,0.012999,0.067730,-0.004896,0.076235,-0.002763,-0.014651,0.067938,-0.004790,0.001622,0.038791,0.000000,4.206029,0.000762,0.002732,0.000429,4.225564,0.000264,0.002638,0.000443
0.1550,3.000000,0.000000,0.000000,0.000036,0.000004,-0.003886,0.000817,0.000265,0.007064,-0.000480,0.004022,-0.000468,-0.000015,0.004145,-0.000200,0.001310,0.000170,-0.064173,0.016477,0.012999,0.067730,-0.004136,0.080808,-0.002346,-0.009218,0.069553,0.000806,0.001622,0.038791,0.000000,4.206029,0.000762,0.002732,0.000429,4.222565,0.000340,0.002653,0.000441
0.1600,3.000000,0.000000,0.000000,0.000042,0.000005,-0.004207,0.000730,0.000263,0.005714,-0.000501,0.004426,-0.000480,-0.000004,0.004463,-0.000187,0.001495,0.000192,-0.067354,0.016449,0.013201,0.046490,-0.003355,0.085480,-0.002010,-0.005617,0.068895,0.002415,0.001622,0.038791,0.000000,4.206029,0.000401,0.003022,-0.000112,4.220026,0.000350,0.002709,0.000356
0.1650,3.000000,0.000000,0.000000,0.000050,0.000006,-0.004543,0.000730,0.000263,0.005714,-0.000517,0.004853,-0.000491,0.000022,0.004921,-0.000248,0.001698,0.000215,-0.070558,0.016449,0.013201,0.046490,-0.002556,0.090234,-0.001742,0.001021,0.074782,-0.003959,0.001622,0.038791,0.000000,4.206029,0.000401,0.003022,-0.000112,4.217877,0.000357,0.002757,0.000284
0.1700,3.000000,0.000000,0.000000,0.000058,0.000007,-0.004896,0.000932,0.000239,0.004713,-0.000530,0.005305,-0.000500,0.000033,0.005281,-0.000201,0.001920,0.000238,-0.073781,0.018944,0.013500,0.026463,-0.001836,0.095012,-0.001538,0.001428,0.077684,0.003183,0.001622,0.038791,0.000000,4.206029,0.000125,0.002849,-0.000157,4.216059,0.000322,0.002771,0.000216
0.1750,3.000000,0.000000,0.000000,0.000068,0.000008,-0.005265,0.000932,0.000239,0.004713,-0.000539,0.005780,-0.000508,0.000065,0.005856,-0.000286,0.002163,0.000263,-0.077022,0.018944,0.013500,0.026463,-0.001185,0.099811,-0.001388,0.001450,0.086499,-0.005938,0.001622,0.038791,0.000000,4.206029,0.000125,0.002849,-0.000157,4.214519,0.000292,0.002783,0.000159
0.1800,3.000000,0.000000,0.000000,0.000079,0.000010,-0.005650,0.000781,0.000407,0.003522,-0.000545,0.006279,-0.000515,-0.000065,0.006395,-0.000279,0.002428,0.000287,-0.080277,0.020980,0.014389,0.007539,-0.000429,0.104451,-0.001203,-0.008279,0.093480,-0.003665,0.001622,0.038791,0.000000,4.206029,0.000595,0.002182,0.000396,4.213215,0.000338,0.002691,0.000195
0.1850,3.000000,0.000000,0.000000,0.000091,0.000011,-0.006052,0.000781,0.000407,0.003522,-0.000548,0.006801,-0.000521,-0.000139,0.006897,-0.000380,0.002715,0.000312,-0.083544,0.020980,0.014389,0.007539,0.000415,0.108956,-0.000990,-0.008083,0.095445,-0.013015,0.001622,0.038791,0.000000,4.206029,0.000595,0.002182,0.000396,4.212112,0.000378,0.002613,0.000226
0.1900,3.000000,0.000000,0.000000,0.000104,0.000013,-0.006469,0.000839,0.000487,0.002110,-0.000546,0.007346,-0.000526,-0.000100,0.007473,-0.000458,0.003027,0.000337,-0.086821,0.022820,0.014308,-0.013047,0.001276,0.113234,-0.000609,-0.003155,0.104338,-0.015618,0.001622,0.038791,0.000000,4.206029,0.000429,0.001754,0.001384,4.211178,0.000386,0.002481,0.000404
0.1950,3.000000,0.000000,0.000000,0.000120,0.000014,-0.006904,0.000839,0.000487,0.002110,-0.000539,0.007912,-0.000530,-0.000115,0.008039,-0.000410,0.003363,0.000362,-0.090108,0.022820,0.014308,-0.013047,0.002152,0.117319,-0.000086,0.000321,0.106960,-0.004658,0.001622,0.038791,0.000000,4.206029,0.000429,0.001754,0.001384,4.210388,0.000392,0.002369,0.000555
0.2000,3.000000,0.000000,0.000000,0.000136,0.000016,-0.007354,0.001022,0.000192,0.000624,-0.000528,0.008498,-0.000530,-0.000116,0.008667,-0.000332,0.003730,0.000386,-0.092812,0.025012,0.014143,-0.032523,0.002975,0.121200,0.000333,0.002767,0.113753,0.004492,0.002664,0.053625,0.000000,4.558943,0.000242,0.001596,-0.000164,4.263897,0.000369,0.002251,0.000444
0.2050,3.000000,0.000000,0.000000,0.000155,0.000018,-0.007818,0.001022,0.000192,0.000624,-0.000514,0.009104,-0.000529,-0.000058,0.009138,-0.000369,0.004128,0.000411,-0.095025,0.025012,0.014143,-0.032523,0.003756,0.124907,0.000664,0.010008,0.105144,-0.001931,0.002664,0.053625,0.000000,4.558943,0.000242,0.001596,-0.000164,4.309192,0.000350,0.002150,0.000351
0.2100,3.000000,0.000000,0.000000,0.000176,0.000020,-0.008293,0.001324,0.000489,-0.000799,-0.000495,0.009729,-0.000526,-0.000042,0.009731,-0.000366,0.004558,0.000435,-0.096821,0.026814,0.016841,-0.049238,0.004427,0.128565,0.000986,0.008308,0.113198,-0.001341,0.002664,0.053625,0.000000,4.558943,0.000033,0.001965,0.000292,4.347534,0.000301,0.002122,0.000342
0.2150,3.000000,0.000000,0.000000,0.000199,0.000022,-0.008777,0.001324,0.000489,-0.000799,-0.000473,0.010372,-0.000521,-0.000041,0.010462,-0.000355,0.005021,0.000458,-0.098265,0.026814,0.016841,-0.049238,0.005006,0.132181,0.001301,0.008806,0.131210,-0.000304,0.002664,0.053625,0.000000,4.558943,0.000033,0.001965,0.000292,4.379989,0.000260,0.002097,0.000334
0.2200,3.000000,0.000000,0.000000,0.000224,0.000024,-0.009269,0.001351,0.000608,-0.002546,-0.000448,0.011033,-0.000515,-0.000095,0.011094,-0.000391,0.005518,0.000481,-0.099410,0.027537,0.018250,-0.062623,0.005616,0.135561,0.001648,0.002354,0.132447,-0.004644,0.002664,0.053625,0.000000,4.558943,0.000350,0.001206,0.000557,4.407462,0.000274,0.001961,0.000368
0.2250,3.000000,0.000000,0.000000,0.000251,0.000027,-0.009766,0.001351,0.000608,-0.002546,-0.000419,0.011711,-0.000507,-0.000000,0.011760,-0.000408,0.006049,0.000502,-0.100303,0.027537,0.018250,-0.062623,0.006252,0.138742,0.002023,0.011948,0.131917,-0.005025,0.002664,0.053625,0.000000,4.558943,0.000350,0.001206,0.000557,4.430717,0.000285,0.001845,0.000397
0.2300,3.000000,0.000000,0.000000,0.000281,0.000029,-0.010267,0.001396,0.000604,-0.004020,-0.000388,0.012404,-0.000497,0.000063,0.012529,-0.000387,0.006616,0.000522,-0.100983,0.029744,0.018431,-0.073339,0.006830,0.141718,0.002388,0.007561,0.137764,-0.001552,0.002664,0.053625,0.000000,4.558943,0.000120,0.001074,0.000333,4.450402,0.000260,0.001726,0.000388
0.2350,3.000000,0.000000,0.000000,0.000315,0.000032,-0.010772,0.001396,0.000604,-0.004020,-0.000354,0.013113,-0.000486,-0.000020,0.013248,-0.000360,0.007218,0.000540,-0.101481,0.029744,0.018431,-0.073339,0.007361,0.144522,0.002745,-0.001406,0.141718,0.000878,0.002664,0.053625,0.000000,4.558943,0.000120,0.001074,0.000333,4.467065,0.000238,0.001626,0.000379
0.2400,3.000000,0.000000,0.000000,0.000351,0.000035,-0.011280,0.001796,0.000813,-0.005676,-0.000317,0.013835,-0.000472,-0.000015,0.013964,-0.000355,0.007857,0.000557,-0.101827,0.032012,0.022428,-0.083787,0.007937,0.147091,0.003061,0.003287,0.146687,0.001522,0.002664,0.053625,0.000000,4.558943,0.000375,0.000738,0.000095,4.481170,0.000259,0.001490,0.000336
0.2450,3.000000,0.000000,0.000000,0.000390,0.000038,-0.011789,0.001796,0.000813,-0.005676,-0.000277,0.014571,-0.000457,-0.000043,0.014641,-0.000365,0.008532,0.000573,-0.102044,0.032012,0.022428,-0.083787,0.008554,0.149460,0.003342,0.003197,0.141485,0.000434,0.002664,0.053625,0.000000,4.558943,0.000375,0.000738,0.000095,4.493110,0.000277,0.001374,0.000299
0.2500,3.000000,0.000000,0.000000,0.000433,0.000040,-0.012299,0.001949,0.001030,-0.007549,-0.000234,0.015318,-0.000441,0.000088,0.015380,-0.000396,0.009246,0.000586,-0.102151,0.034428,0.024341,-0.089946,0.009063,0.151683,0.003639,0.013359,0.146752,-0.002270,0.002664,0.053625,0.000000,4.558943,-0.000034,0.000820,0.000405,4.503216,0.000229,0.001289,0.000315
0.2550,3.000000,0.000000,0.000000,0.000479,0.000043,-0.012810,0.001949,0.001030,-0.007549,-0.000188,0.016077,-0.000423,0.000046,0.016078,-0.000361,0.009997,0.000597,-0.102166,0.034428,0.024341,-0.089946,0.009482,0.153782,0.003948,0.002217,0.139723,0.002806,0.002664,0.053625,0.000000,4.558943,-0.000034,0.000820,0.000405,4.511771,0.000189,0.001217,0.000329
0.2600,3.000000,0.000000,0.000000,0.000529,0.000046,-0.013320,0.001988,0.001237,-0.009087,-0.000140,0.016846,-0.000403,0.000066,0.016901,-0.000387,0.010787,0.000606,-0.102102,0.036910,0.026090,-0.095459,0.009914,0.155760,0.004266,0.008337,0.148164,-0.001964,0.002664,0.053625,0.000000,4.558943,0.000229,0.000762,0.000385,4.519013,0.000195,0.001147,0.000338
0.2650,3.000000,0.000000,0.000000,0.000583,0.000049,-0.013831,0.001988,0.001237,-0.009087,-0.000091,0.017624,-0.000382,0.000081,0.017608,-0.000407,0.011615,0.000612,-0.101973,0.036910,0.026090,-0.095459,0.010358,0.157637,0.004590,0.006644,0.148065,-0.003781,0.002664,0.053625,0.000000,4.558943,0.000229,0.000762,0.000385,4.525143,0.000200,0.001088,0.000345
0.2700,3.000000,0.000000,0.000000,0.000641,0.000052,-0.014341,0.002064,0.001448,-0.010905,-0.000038,0.018413,-0.000359,0.000164,0.018353,-0.000418,0.012483,0.000617,-0.101788,0.037927,0.026362,-0.099543,0.010788,0.159373,0.004946,0.010116,0.152618,-0.004011,0.002664,0.053625,0.000000,4.558943,0.000162,0.000558,0.000561,4.530332,0.000194,0.001007,0.000378
0.2750,3.000000,0.000000,0.000000,0.000703,0.000055,-0.014850,0.002064,0.001448,-0.010905,0.000016,0.019209,-0.000334,0.000210,0.019149,-0.000416,0.013390,0.000618,-0.101556,0.037927,0.026362,-0.099543,0.011207,0.160990,0.005328,0.013773,0.153414,-0.002705,0.002664,0.053625,0.000000,4.558943,0.000162,0.000558,0.000561,4.534725,0.000189,0.000938,0.000406
0.2800,3.000000,0.000000,0.000000,0.000770,0.000059,-0.015358,0.002356,0.001499,-0.012501,0.000073,0.020014,-0.000308,0.000316,0.019908,-0.000390,0.014338,0.000617,-0.101284,0.041720,0.026956,-0.101163,0.011525,0.162479,0.005668,0.016120,0.153577,0.001907,0.002664,0.053625,0.000000,4.558943,-0.000103,0.000453,0.000116,4.538443,0.000145,0.000864,0.000362
0.2850,3.000000,0.000000,0.000000,0.000842,0.000062,-0.015864,0.002356,0.001499,-0.012501,0.000131,0.020827,-0.000279,0.000346,0.020805,-0.000390,0.015326,0.000613,-0.100979,0.041720,0.026956,-0.101163,0.011758,0.163860,0.005973,0.013139,0.162529,0.001890,0.002664,0.053625,0.000000,4.558943,-0.000103,0.000453,0.000116,4.541590,0.000107,0.000801,0.000324
0.2900,3.000000,0.000000,0.000000,0.000918,0.000065,-0.016369,0.002977,0.001637,-0.013936,0.000190,0.021646,-0.000249,0.000351,0.021698,-0.000403,0.016355,0.000606,-0.100645,0.047542,0.027863,-0.102357,0.012079,0.164902,0.006265,0.005438,0.168624,0.000384,0.002664,0.053625,0.000000,4.558943,0.000365,-0.000479,0.000243,4.544254,0.000146,0.000604,0.000311
0.2950,3.000000,0.000000,0.000000,0.001000,0.000068,-0.016872,0.002977,0.001637,-0.013936,0.000251,0.022471,-0.000218,0.000498,0.022487,-0.000312,0.017424,0.000597,-0.100288,0.047542,0.027863,-0.102357,0.012475,0.165657,0.006548,0.017526,0.167206,0.009928,0.002664,0.053625,0.000000,4.558943,0.000365,-0.000479,0.000243,4.546509,0.000180,0.000438,0.000301
0.3000,3.000000,0.000000,0.000000,0.001087,0.000071,-0.017374,0.003005,0.001520,-0.015411,0.000314,0.023299,-0.000185,0.000537,0.023356,-0.000274,0.018541,0.000584,-0.099640,0.048817,0.027367,-0.101670,0.012809,0.166177,0.006709,0.014695,0.168891,0.010083,0.005377,0.064756,0.000000,4.721798,-0.000002,-0.000454,-0.000539,4.573419,0.000152,0.000301,0.000172
0.3050,3.000000,0.000000,0.000000,0.001180,0.000074,-0.017872,0.003005,0.001520,-0.015411,0.000379,0.024130,-0.000151,0.000609,0.024231,-0.000212,0.019705,0.000568,-0.098745,0.048817,0.027367,-0.101670,0.013089,0.166496,0.006767,0.008941,0.174483,0.012457,0.005377,0.064756,0.000000,4.721798,-0.000002,-0.000454,-0.000539,4.596198,0.000128,0.000185,0.000063
0.3100,3.000000,0.000000,0.000000,0.001279,0.000076,-0.018365,0.003289,0.001371,-0.016845,0.000445,0.024962,-0.000117,0.000802,0.025032,-0.000144,0.020915,0.000549,-0.097641,0.050860,0.024956,-0.101955,0.013314,0.166609,0.006685,0.014901,0.171732,0.014120,0.005377,0.064756,0.000000,4.721798,-0.000033,-0.000595,-0.000905,4.615480,0.000104,0.000065,-0.000086
0.3150,3.000000,0.000000,0.000000,0.001383,0.000079,-0.018854,0.003289,0.001371,-0.016845,0.000513,0.025795,-0.000083,0.000856,0.025891,0.000009,0.022172,0.000526,-0.096361,0.050860,0.024956,-0.101955,0.013493,0.166547,0.006484,0.017957,0.170611,0.023465,0.005377,0.064756,0.000000,4.721798,-0.000033,-0.000595,-0.000905,4.631801,0.000083,-0.000036,-0.000211
0.3200,3.000000,0.000000,0.000000,0.001494,0.000082,-0.019335,0.003540,0.001478,-0.017740,0.000581,0.026628,-0.000050,0.000853,0.026621,-0.000007,0.023474,0.000500,-0.094932,0.054138,0.026481,-0.094862,0.013673,0.166518,0.006226,0.013498,0.158049,0.009111,0.005377,0.064756,0.000000,4.721798,0.000087,0.000086,-0.000607,4.645618,0.000083,-0.000017,-0.000272
0.3250,3.000000,0.000000,0.000000,0.001611,0.000084,-0.019810,0.003540,0.001478,-0.017740,0.000650,0.027460,-0.000019,0.000904,0.027503,0.000100,0.024822,0.000471,-0.093377,0.054138,0.026481,-0.094862,0.013855,0.166515,0.005919,0.015329,0.165316,0.013519,0.005377,0.064756,0.000000,4.721798,0.000087,0.000086,-0.000607,4.657313,0.000084,-0.000002,-0.000324
0.3300,3.000000,0.000000,0.000000,0.001736,0.000087,-0.020277,0.003963,0.001498,-0.018861,0.000721,0.028293,0.000012,0.000894,0.028339,0.000121,0.026215,0.000438,-0.091715,0.057870,0.026758,-0.089665,0.014075,0.166418,0.005578,0.012469,0.165511,0.007610,0.005377,0.064756,0.000000,4.721798,0.000195,-0.000361,-0.000567,4.667212,0.000101,-0.000057,-0.000361
