time,ref_x,ref_y,ref_z,x,y,z,est_x,est_y,est_z,phi,theta,psi,est_phi,est_theta,est_psi,dx,dy,dz,est_dx,est_dy,est_dz,p,q,r,est_p,est_q,est_r,ref_phi,ref_theta,ref_psi,cmd_T,cmd_tau_phi,cmd_tau_theta,cmd_tau_psi,real_T,real_tau_phi,real_tau_theta,real_tau_psi
5.2200,3.000000,0.000000,0.000000,2.938214,-0.007086,0.000785,2.939385,-0.005902,0.002503,-0.000471,-0.018826,-0.003457,-0.000528,-0.016945,-0.000152,0.136091,0.007032,0.004375,0.165595,0.030606,0.033920,0.002411,0.018999,0.004492,0.008090,0.024417,0.007758,-0.000090,-0.011936,0.000000,4.504972,-0.000078,-0.000331,-0.000472,4.507778,0.000256,-0.000026,0.000261
5.2250,3.000000,0.000000,0.000000,2.938895,-0.007051,0.000807,2.939385,-0.005902,0.002503,-0.000459,-0.018731,-0.003434,-0.000468,-0.016865,-0.000188,0.135169,0.007059,0.004309,0.165595,0.030606,0.033920,0.002868,0.018873,0.004632,0.002184,0.017024,0.001956,-0.000090,-0.011936,0.000000,4.504972,-0.000078,-0.000331,-0.000472,4.507348,0.000205,-0.000073,0.000148
5.2300,3.000000,0.000000,0.000000,2.939571,-0.007015,0.000828,2.940692,-0.005704,0.002533,-0.000445,-0.018637,-0.003411,-0.000379,-0.016718,-0.000169,0.134252,0.007084,0.004240,0.163944,0.030416,0.033409,0.003208,0.018710,0.004722,0.008201,0.021812,0.004205,-0.000090,-0.011936,0.000000,4.504972,-0.000136,-0.000214,-0.000197,4.506983,0.000152,-0.000095,0.000095
5.2350,3.000000,0.000000,0.000000,2.940242,-0.006980,0.000849,2.940692,-0.005704,0.002533,-0.000430,-0.018543,-0.003388,-0.000331,-0.016508,-0.000165,0.133339,0.007109,0.004167,0.163944,0.030416,0.033409,0.003448,0.018516,0.004770,0.003714,0.030984,0.003920,-0.000090,-0.011936,0.000000,4.504972,-0.000136,-0.000214,-0.000197,4.506674,0.000108,-0.000113,0.000050
5.2400,3.000000,0.000000,0.000000,2.940909,-0.006945,0.000870,2.942252,-0.005405,0.002594,-0.000413,-0.018451,-0.003364,-0.000340,-0.016427,-0.000125,0.132431,0.007133,0.004091,0.163387,0.030563,0.032228,0.003716,0.018269,0.004767,0.000055,0.022872,0.005316,-0.000090,-0.011936,0.000000,4.504972,0.000188,-0.000310,-0.000300,4.506413,0.000120,-0.000143,-0.000003
5.2450,3.000000,0.000000,0.000000,2.941571,-0.006909,0.000891,2.942252,-0.005405,0.002594,-0.000395,-0.018359,-0.003340,-0.000377,-0.016245,-0.000089,0.131527,0.007156,0.004013,0.163387,0.030563,0.032228,0.004008,0.017978,0.004720,-0.000270,0.026130,0.005736,-0.000090,-0.011936,0.000000,4.504972,0.000188,-0.000310,-0.000300,4.506192,0.000131,-0.000169,-0.000049
5.2500,3.000000,0.000000,0.000000,2.942228,-0.006873,0.000911,2.943690,-0.005265,0.002631,-0.000375,-0.018269,-0.003316,-0.000263,-0.016196,0.000001,0.130628,0.007179,0.003933,0.161806,0.030630,0.031823,0.004156,0.017687,0.004565,0.010932,0.019482,0.011179,-0.000090,-0.011936,0.000000,4.504972,-0.000287,-0.000166,-0.000802,4.506004,0.000067,-0.000169,-0.000165
5.2550,3.000000,0.000000,0.000000,2.942882,-0.006837,0.000930,2.943690,-0.005265,0.002631,-0.000355,-0.018181,-0.003294,-0.000309,-0.016107,-0.000019,0.129733,0.007200,0.003852,0.161806,0.030630,0.031823,0.004183,0.017397,0.004317,0.002960,0.015250,0.003217,-0.000090,-0.011936,0.000000,4.504972,-0.000287,-0.000166,-0.000802,4.505846,0.000012,-0.000168,-0.000262
5.2600,3.000000,0.000000,0.000000,2.943530,-0.006801,0.000950,2.945019,-0.005336,0.002739,-0.000334,-0.018094,-0.003272,-0.000247,-0.016020,-0.000005,0.128843,0.007220,0.003769,0.160206,0.029941,0.032335,0.004113,0.017171,0.004080,0.010459,0.014599,0.002983,-0.000090,-0.011936,0.000000,4.504972,-0.000271,0.000072,-0.000192,4.505712,-0.000031,-0.000131,-0.000252
5.2650,3.000000,0.000000,0.000000,2.944175,-0.006765,0.000969,2.945019,-0.005336,0.002739,-0.000314,-0.018008,-0.003252,-0.000185,-0.016045,0.000034,0.127957,0.007240,0.003685,0.160206,0.029941,0.032335,0.003960,0.016999,0.003851,0.010626,0.008508,0.005301,-0.000090,-0.011936,0.000000,4.504972,-0.000271,0.000072,-0.000192,4.505598,-0.000068,-0.000100,-0.000242
5.2700,3.000000,0.000000,0.000000,2.944814,-0.006729,0.000987,2.946144,-0.005185,0.002686,-0.000295,-0.017923,-0.003232,-0.000190,-0.015932,0.000091,0.127075,0.007258,0.003599,0.156906,0.029437,0.031027,0.003749,0.016851,0.003566,0.009208,0.016876,0.008255,-0.000090,-0.011936,0.000000,4.504972,-0.000240,-0.000005,-0.000635,4.505502,-0.000095,-0.000085,-0.000303
5.2750,3.000000,0.000000,0.000000,2.945450,-0.006693,0.001005,2.946144,-0.005185,0.002686,-0.000276,-0.017839,-0.003215,-0.000148,-0.015793,0.000092,0.126198,0.007275,0.003514,0.156906,0.029437,0.031027,0.003487,0.016725,0.003232,0.004560,0.018622,0.004437,-0.000090,-0.011936,0.000000,4.504972,-0.000240,-0.000005,-0.000635,4.505421,-0.000117,-0.000073,-0.000354
5.2800,3.000000,0.000000,0.000000,2.946081,-0.006656,0.001023,2.947647,-0.005081,0.002488,-0.000259,-0.017755,-0.003198,-0.000052,-0.015684,0.000142,0.125324,0.007292,0.003427,0.156622,0.027034,0.029900,0.003290,0.016543,0.002838,0.000334,0.021837,0.009687,-0.000090,-0.011936,0.000000,4.504972,0.000070,-0.000288,-0.000771,4.505352,-0.000088,-0.000106,-0.000418
5.2850,3.000000,0.000000,0.000000,2.946707,-0.006620,0.001040,2.947647,-0.005081,0.002488,-0.000243,-0.017672,-0.003184,-0.000083,-0.015604,0.000069,0.124455,0.007307,0.003340,0.156622,0.027034,0.029900,0.003147,0.016312,0.002392,-0.006704,0.016831,0.000170,-0.000090,-0.011936,0.000000,4.504972,0.000070,-0.000288,-0.000771,4.505293,-0.000064,-0.000134,-0.000472
5.2900,3.000000,0.000000,0.000000,2.947330,-0.006583,0.001056,2.948752,-0.005036,0.002740,-0.000227,-0.017591,-0.003172,-0.000019,-0.015452,0.000023,0.123589,0.007322,0.003252,0.154753,0.027267,0.030005,0.003037,0.016079,0.002038,0.000893,0.018057,-0.001990,-0.000090,-0.011936,0.000000,4.504972,0.000032,-0.000138,0.000156,4.505244,-0.000049,-0.000135,-0.000376
5.2950,3.000000,0.000000,0.000000,2.947948,-0.006547,0.001073,2.948752,-0.005036,0.002740,-0.000212,-0.017510,-0.003162,-0.000033,-0.015340,0.000013,0.122728,0.007336,0.003164,0.154753,0.027267,0.030005,0.002955,0.015846,0.001760,-0.006265,0.021259,0.000330,-0.000090,-0.011936,0.000000,4.504972,0.000032,-0.000138,0.000156,4.505202,-0.000037,-0.000135,-0.000294
5.3000,3.000000,0.000000,0.000000,2.948561,-0.006510,0.001088,2.950078,-0.004901,0.002727,-0.000198,-0.017431,-0.003153,-0.000028,-0.015378,0.000082,0.121871,0.007349,0.003081,0.152190,0.027097,0.029784,0.002950,0.015665,0.001461,-0.003023,0.015043,0.005741,-0.000455,-0.010774,0.000000,4.507751,0.000189,0.000062,-0.000449,4.505593,-0.000002,-0.000105,-0.000318
5.3050,3.000000,0.000000,0.000000,2.949170,-0.006473,0.001104,2.950078,-0.004901,0.002727,-0.000183,-0.017353,-0.003146,-0.000041,-0.015290,0.000128,0.121017,0.007361,0.003001,0.152190,0.027097,0.029784,0.003011,0.015528,0.001142,-0.000570,0.006846,0.006125,-0.000455,-0.010774,0.000000,4.507751,0.000189,0.000062,-0.000449,4.505925,0.000027,-0.000079,-0.000338
5.3100,3.000000,0.000000,0.000000,2.949776,-0.006436,0.001119,2.951340,-0.004754,0.002995,-0.000168,-0.017275,-0.003140,-0.000021,-0.015212,0.000164,0.120167,0.007373,0.002924,0.152597,0.028051,0.031935,0.003042,0.015567,0.000803,0.002801,0.004622,0.005470,-0.000455,-0.010774,0.000000,4.507751,-0.000061,0.000583,-0.000476,4.506205,0.000014,0.000022,-0.000359
5.3150,3.000000,0.000000,0.000000,2.950376,-0.006400,0.001133,2.951340,-0.004754,0.002995,-0.000153,-0.017197,-0.003136,-0.000095,-0.015211,0.000202,0.119321,0.007384,0.002849,0.152597,0.028051,0.031935,0.003047,0.015753,0.000447,0.000290,0.005698,0.005182,-0.000455,-0.010774,0.000000,4.507751,-0.000061,0.000583,-0.000476,4.506442,0.000002,0.000108,-0.000377
5.3200,3.000000,0.000000,0.000000,2.950973,-0.006363,0.001148,2.952310,-0.004686,0.003382,-0.000138,-0.017119,-0.003134,-0.000010,-0.015259,0.000288,0.118479,0.007394,0.002777,0.148779,0.028918,0.033282,0.002928,0.016114,0.000025,0.009779,0.002974,0.009410,-0.000455,-0.010774,0.000000,4.507751,-0.000361,0.000766,-0.000839,4.506643,-0.000053,0.000209,-0.000448
5.3250,3.000000,0.000000,0.000000,2.951565,-0.006326,0.001162,2.952310,-0.004686,0.003382,-0.000123,-0.017038,-0.003134,-0.000074,-0.015133,0.000355,0.117640,0.007403,0.002707,0.148779,0.028918,0.033282,0.002703,0.016622,-0.000455,0.003681,0.008012,0.009637,-0.000455,-0.010774,0.000000,4.507751,-0.000361,0.000766,-0.000839,4.506813,-0.000101,0.000295,-0.000508
5.3300,3.000000,0.000000,0.000000,2.952154,-0.006289,0.001175,2.953769,-0.004604,0.003650,-0.000110,-0.016955,-0.003136,-0.000143,-0.014970,0.000457,0.116806,0.007412,0.002639,0.150017,0.030500,0.036324,0.002472,0.017080,-0.001036,0.005041,0.015498,0.013126,-0.000455,-0.010774,0.000000,4.507751,-0.000119,0.000102,-0.001213,4.506957,-0.000103,0.000265,-0.000616
5.3350,3.000000,0.000000,0.000000,2.952738,-0.006252,0.001188,2.953769,-0.004604,0.003650,-0.000097,-0.016870,-0.003142,-0.000155,-0.014847,0.000520,0.115975,0.007420,0.002572,0.150017,0.030500,0.036324,0.002236,0.017494,-0.001703,0.004406,0.020135,0.011222,-0.000455,-0.010774,0.000000,4.507751,-0.000119,0.000102,-0.001213,4.507079,-0.000106,0.000240,-0.000708
5.3400,3.000000,0.000000,0.000000,2.953318,-0.006214,0.001201,2.954837,-0.004529,0.003367,-0.000086,-0.016782,-0.003150,-0.000093,-0.014753,0.000450,0.115149,0.007427,0.002506,0.147251,0.029347,0.032986,0.001954,0.017820,-0.002279,0.007355,0.019060,-0.002393,-0.000455,-0.010774,0.000000,4.507751,-0.000240,-0.000094,-0.000069,4.507182,-0.000126,0.000189,-0.000610
5.3450,3.000000,0.000000,0.000000,2.953893,-0.006177,0.001214,2.954837,-0.004529,0.003367,-0.000076,-0.016693,-0.003161,-0.000017,-0.014715,0.000507,0.114326,0.007434,0.002441,0.147251,0.029347,0.032986,0.001633,0.018070,-0.002776,0.013943,0.015356,0.002896,-0.000455,-0.010774,0.000000,4.507751,-0.000240,-0.000094,-0.000069,4.507269,-0.000144,0.000145,-0.000527
5.3500,3.000000,0.000000,0.000000,2.954465,-0.006140,0.001226,2.955998,-0.004481,0.003661,-0.000067,-0.016603,-0.003175,-0.000053,-0.014662,0.000628,0.113509,0.007440,0.002377,0.145021,0.029408,0.032381,0.001248,0.018333,-0.003373,0.008966,0.013895,0.011748,-0.000455,-0.010774,0.000000,4.507751,-0.000330,0.000191,-0.001222,4.507343,-0.000172,0.000153,-0.000634
5.3550,3.000000,0.000000,0.000000,2.955032,-0.006103,0.001238,2.955998,-0.004481,0.003661,-0.000061,-0.016511,-0.003192,-0.000013,-0.014461,0.000599,0.112695,0.007446,0.002314,0.145021,0.029408,0.032381,0.000810,0.018607,-0.004056,0.007212,0.026309,0.001856,-0.000455,-0.010774,0.000000,4.507751,-0.000330,0.000191,-0.001222,4.507406,-0.000197,0.000158,-0.000724
5.3600,3.000000,0.000000,0.000000,2.955596,-0.006066,0.001249,2.956989,-0.004456,0.003383,-0.000057,-0.016418,-0.003213,-0.000011,-0.014316,0.000511,0.111886,0.007452,0.002251,0.142330,0.028311,0.028788,0.000424,0.018671,-0.004575,0.001386,0.028879,-0.009588,-0.000455,-0.010774,0.000000,4.507751,-0.000043,-0.000630,0.000409,4.507459,-0.000173,0.000037,-0.000550
5.3650,3.000000,0.000000,0.000000,2.956155,-0.006028,0.001261,2.956989,-0.004456,0.003383,-0.000054,-0.016325,-0.003235,-0.000066,-0.014119,0.000605,0.111082,0.007457,0.002189,0.142330,0.028311,0.028788,0.000083,0.018559,-0.004955,0.001725,0.032865,0.002167,-0.000455,-0.010774,0.000000,4.507751,-0.000043,-0.000630,0.000409,4.507503,-0.000153,-0.000065,-0.000403
5.3700,3.000000,0.000000,0.000000,2.956711,-0.005991,0.001272,2.958345,-0.004344,0.003360,-0.000053,-0.016232,-0.003260,-0.000104,-0.013968,0.000522,0.110282,0.007462,0.002128,0.142418,0.030184,0.026954,-0.000248,0.018215,-0.005226,0.004069,0.033279,-0.009020,-0.000455,-0.010774,0.000000,4.507751,-0.000122,-0.000939,0.000352,4.507541,-0.000148,-0.000199,-0.000287
5.3750,3.000000,0.000000,0.000000,2.957262,-0.005954,0.001282,2.958345,-0.004344,0.003360,-0.000054,-0.016141,-0.003286,-0.000103,-0.013967,0.000569,0.109487,0.007467,0.002067,0.142418,0.030184,0.026954,-0.000569,0.017676,-0.005404,0.005433,0.017473,-0.002011,-0.000455,-0.010774,0.000000,4.507751,-0.000122,-0.000939,0.000352,4.507574,-0.000144,-0.000313,-0.000189
5.3800,3.000000,0.000000,0.000000,2.957810,-0.005917,0.001293,2.959530,-0.004192,0.003273,-0.000056,-0.016052,-0.003313,-0.000038,-0.013864,0.000568,0.108696,0.007473,0.002006,0.142255,0.030781,0.027356,-0.000934,0.017171,-0.005614,0.006853,0.018116,0.000795,-0.000455,-0.010774,0.000000,4.507751,-0.000271,-0.000183,-0.000410,4.507601,-0.000164,-0.000293,-0.000223
5.3850,3.000000,0.000000,0.000000,2.958353,-0.005879,0.001303,2.959530,-0.004192,0.003273,-0.000061,-0.015966,-0.003341,0.000010,-0.013784,0.000610,0.107910,0.007478,0.001946,0.142255,0.030781,0.027356,-0.001336,0.016695,-0.005851,0.003710,0.015011,0.006495,-0.000455,-0.010774,0.000000,4.507751,-0.000271,-0.000183,-0.000410,4.507624,-0.000180,-0.000276,-0.000251
5.3900,3.000000,0.000000,0.000000,2.958893,-0.005842,0.001312,2.960707,-0.003831,0.003193,-0.000067,-0.015883,-0.003371,0.000031,-0.013720,0.000565,0.107128,0.007484,0.001886,0.141770,0.032082,0.026234,-0.001720,0.016328,-0.006114,0.002517,0.011521,0.000891,-0.000455,-0.010774,0.000000,4.507751,-0.000129,0.000133,-0.000426,4.507643,-0.000172,-0.000213,-0.000278
5.3950,3.000000,0.000000,0.000000,2.959428,-0.005804,0.001322,2.960707,-0.003831,0.003193,-0.000075,-0.015801,-0.003401,0.000129,-0.013698,0.000470,0.106349,0.007490,0.001826,0.141770,0.032082,0.026234,-0.002089,0.016052,-0.006398,0.003207,0.006943,-0.006850,-0.000455,-0.010774,0.000000,4.507751,-0.000129,0.000133,-0.000426,4.507660,-0.000166,-0.000160,-0.000301
5.4000,3.000000,0.000000,0.000000,2.959960,-0.005767,0.001331,2.961699,-0.003782,0.003217,-0.000085,-0.015721,-0.003433,0.000114,-0.013521,0.000505,0.105575,0.007496,0.001771,0.139362,0.030692,0.027598,-0.002450,0.015759,-0.006676,0.002174,0.018291,-0.001009,0.000403,-0.010113,0.000000,4.510731,-0.000142,-0.000224,-0.000263,4.508131,-0.000162,-0.000170,-0.000295
5.4050,3.000000,0.000000,0.000000,2.960488,-0.005729,0.001340,2.961699,-0.003782,0.003217,-0.000097,-0.015642,-0.003467,0.000052,-0.013445,0.000443,0.104805,0.007503,0.001721,0.139362,0.030692,0.027598,-0.002805,0.015452,-0.006950,-0.004639,0.020463,-0.007497,0.000403,-0.010113,0.000000,4.510731,-0.000142,-0.000224,-0.000263,4.508530,-0.000159,-0.000178,-0.000290
5.4100,3.000000,0.000000,0.000000,2.961012,-0.005692,0.001348,2.962903,-0.003539,0.003541,-0.000110,-0.015565,-0.003501,-0.000005,-0.013372,0.000403,0.104038,0.007510,0.001674,0.137394,0.030439,0.028877,-0.003004,0.015125,-0.007130,-0.007058,0.018752,-0.008659,0.000403,-0.010113,0.000000,4.510731,0.000293,-0.000252,0.000350,4.508868,-0.000090,-0.000189,-0.000192
5.4150,3.000000,0.000000,0.000000,2.961532,-0.005654,0.001357,2.962903,-0.003539,0.003541,-0.000125,-0.015489,-0.003537,-0.000039,-0.013380,0.000410,0.103275,0.007518,0.001631,0.137394,0.030439,0.028877,-0.003072,0.014782,-0.007233,-0.011206,0.010934,-0.004723,0.000403,-0.010113,0.000000,4.510731,0.000293,-0.000252,0.000350,4.509154,-0.000031,-0.000199,-0.000109
5.4200,3.000000,0.000000,0.000000,2.962048,-0.005617,0.001365,2.964122,-0.003572,0.003685,-0.000139,-0.015416,-0.003573,-0.000098,-0.013340,0.000416,0.102516,0.007527,0.001590,0.136128,0.028934,0.029309,-0.002962,0.014575,-0.007339,-0.010727,0.008106,-0.002328,0.000403,-0.010113,0.000000,4.510731,0.000490,0.000316,-0.000133,4.509396,0.000049,-0.000120,-0.000112
5.4250,3.000000,0.000000,0.000000,2.962561,-0.005579,0.001373,2.964122,-0.003572,0.003685,-0.000154,-0.015343,-0.003610,-0.000137,-0.013221,0.000450,0.101761,0.007536,0.001552,0.136128,0.028934,0.029309,-0.002701,0.014484,-0.007448,-0.008583,0.020090,0.001576,0.000403,-0.010113,0.000000,4.510731,0.000490,0.000316,-0.000133,4.509601,0.000117,-0.000053,-0.000115
5.4300,3.000000,0.000000,0.000000,2.963070,-0.005541,0.001381,2.965026,-0.003490,0.003821,-0.000167,-0.015270,-0.003647,-0.000139,-0.013192,0.000446,0.101009,0.007547,0.001515,0.132571,0.028257,0.028287,-0.002379,0.014368,-0.007586,-0.005258,0.017348,-0.000128,0.000403,-0.010113,0.000000,4.510731,0.000291,-0.000146,-0.000319,4.509775,0.000144,-0.000067,-0.000147
5.4350,3.000000,0.000000,0.000000,2.963575,-0.005504,0.001388,2.965026,-0.003490,0.003821,-0.000178,-0.015198,-0.003685,-0.000120,-0.013151,0.000424,0.100260,0.007558,0.001480,0.132571,0.028257,0.028287,-0.002008,0.014232,-0.007749,-0.001204,0.013282,-0.002673,0.000403,-0.010113,0.000000,4.510731,0.000291,-0.000146,-0.000319,4.509921,0.000166,-0.000079,-0.000173
5.4400,3.000000,0.000000,0.000000,2.964076,-0.005466,0.001396,2.965964,-0.003635,0.003498,-0.000187,-0.015127,-0.003724,-0.000013,-0.013059,0.000382,0.099515,0.007569,0.001447,0.131087,0.026937,0.024894,-0.001765,0.014106,-0.007884,0.005867,0.015139,-0.004413,0.000403,-0.010113,0.000000,4.510731,-0.000210,-0.000041,0.000025,4.510046,0.000108,-0.000073,-0.000143
5.4450,3.000000,0.000000,0.000000,2.964574,-0.005428,0.001403,2.965964,-0.003635,0.003498,-0.000196,-0.015057,-0.003763,-0.000094,-0.012914,0.000417,0.098774,0.007581,0.001415,0.131087,0.026937,0.024894,-0.001632,0.013988,-0.007994,-0.003696,0.020671,0.002132,0.000403,-0.010113,0.000000,4.510731,-0.000210,-0.000041,0.000025,4.510151,0.000060,-0.000068,-0.000117
5.4500,3.000000,0.000000,0.000000,2.965068,-0.005390,0.001410,2.966778,-0.003728,0.003439,-0.000203,-0.014987,-0.003803,-0.000113,-0.012818,0.000387,0.098036,0.007593,0.001383,0.128747,0.026761,0.025207,-0.001410,0.013833,-0.008125,-0.005746,0.017419,-0.000777,0.000403,-0.010113,0.000000,4.510731,0.000318,-0.000208,-0.000254,4.510240,0.000099,-0.000090,-0.000138
5.4550,3.000000,0.000000,0.000000,2.965558,-0.005352,0.001417,2.966778,-0.003728,0.003439,-0.000210,-0.014918,-0.003844,-0.000043,-0.012731,0.000254,0.097301,0.007606,0.001353,0.128747,0.026761,0.025207,-0.001113,0.013647,-0.008272,0.002346,0.019705,-0.012273,0.000403,-0.010113,0.000000,4.510731,0.000318,-0.000208,-0.000254,4.510315,0.000133,-0.000108,-0.000156
5.4600,3.000000,0.000000,0.000000,2.966044,-0.005314,0.001424,2.967782,-0.003782,0.003626,-0.000215,-0.014849,-0.003885,0.000054,-0.012589,0.000179,0.096570,0.007619,0.001324,0.126692,0.026839,0.026028,-0.000977,0.013360,-0.008289,0.008715,0.022056,-0.012786,0.000403,-0.010113,0.000000,4.510731,-0.000338,-0.000490,0.000742,4.510379,0.000060,-0.000167,-0.000018
5.4650,3.000000,0.000000,0.000000,2.966527,-0.005276,0.001430,2.967782,-0.003782,0.003626,-0.000219,-0.014783,-0.003927,0.000112,-0.012570,0.000142,0.095842,0.007633,0.001295,0.126692,0.026839,0.026028,-0.000978,0.012987,-0.008196,0.008578,0.020126,-0.009282,0.000403,-0.010113,0.000000,4.510731,-0.000338,-0.000490,0.000742,4.510433,-0.000001,-0.000216,0.000099
5.4700,3.000000,0.000000,0.000000,2.967006,-0.005238,0.001437,2.968677,-0.003733,0.003608,-0.000223,-0.014718,-0.003968,0.000161,-0.012466,0.000109,0.095117,0.007646,0.001266,0.123393,0.027611,0.026450,-0.001123,0.012503,-0.008066,0.009787,0.024868,-0.007093,0.000403,-0.010113,0.000000,4.510731,-0.000420,-0.000638,0.000356,4.510479,-0.000065,-0.000281,0.000138
5.4750,3.000000,0.000000,0.000000,2.967482,-0.005200,0.001443,2.968677,-0.003733,0.003608,-0.000228,-0.014655,-0.004008,0.000214,-0.012399,-0.000003,0.094396,0.007660,0.001238,0.123393,0.027611,0.026450,-0.001390,0.011924,-0.007904,0.005183,0.017704,-0.013662,0.000403,-0.010113,0.000000,4.510731,-0.000420,-0.000638,0.000356,4.510518,-0.000120,-0.000336,0.000172
5.4800,3.000000,0.000000,0.000000,2.967954,-0.005161,0.001449,2.969495,-0.003502,0.003640,-0.000234,-0.014596,-0.004048,0.000296,-0.012397,-0.000044,0.093677,0.007674,0.001211,0.121616,0.028535,0.026929,-0.001751,0.011485,-0.007681,0.007978,0.008129,-0.009187,0.000403,-0.010113,0.000000,4.510731,-0.000398,0.000196,0.000594,4.510550,-0.000162,-0.000254,0.000236
5.4850,3.000000,0.000000,0.000000,2.968422,-0.005123,0.001455,2.969495,-0.003502,0.003640,-0.000243,-0.014538,-0.004086,0.000355,-0.012285,-0.000020,0.092962,0.007688,0.001183,0.121616,0.028535,0.026929,-0.002194,0.011166,-0.007406,0.004532,0.014702,-0.000495,0.000403,-0.010113,0.000000,4.510731,-0.000398,0.000196,0.000594,4.510578,-0.000198,-0.000185,0.000291
5.4900,3.000000,0.000000,0.000000,2.968887,-0.005085,0.001461,2.970456,-0.003599,0.003373,-0.000253,-0.014482,-0.004123,0.000358,-0.012221,-0.000057,0.092249,0.007703,0.001157,0.120378,0.027178,0.026268,-0.002607,0.010803,-0.007163,0.000465,0.018524,-0.002051,0.000403,-0.010113,0.000000,4.510731,-0.000112,-0.000353,0.000074,4.510602,-0.000185,-0.000211,0.000258
5.4950,3.000000,0.000000,0.000000,2.969348,-0.005046,0.001467,2.970456,-0.003599,0.003373,-0.000266,-0.014428,-0.004159,0.000381,-0.012150,-0.000096,0.091539,0.007719,0.001130,0.120378,0.027178,0.026268,-0.002995,0.010402,-0.006946,-0.001088,0.010916,-0.002908,0.000403,-0.010113,0.000000,4.510731,-0.000112,-0.000353,0.000074,4.510621,-0.000174,-0.000233,0.000230
5.5000,3.000000,0.000000,0.000000,2.969806,-0.005007,0.001473,2.971435,-0.003780,0.003393,-0.000280,-0.014376,-0.004194,0.000444,-0.012029,-0.000146,0.090832,0.007734,0.001109,0.121195,0.024922,0.025560,-0.003444,0.010046,-0.006677,0.005069,0.012358,-0.008305,-0.000615,-0.008181,0.000000,4.513957,-0.000355,-0.000063,0.000587,4.511134,-0.000202,-0.000207,0.000285
5.5050,3.000000,0.000000,0.000000,2.970260,-0.004969,0.001478,2.971435,-0.003780,0.003393,-0.000297,-0.014326,-0.004227,0.000432,-0.011973,-0.000194,0.090127,0.007751,0.001093,0.121195,0.024922,0.025560,-0.003947,0.009728,-0.006365,0.004200,0.014325,-0.010851,-0.000615,-0.008181,0.000000,4.513957,-0.000355,-0.000063,0.000587,4.511567,-0.000225,-0.000185,0.000331
5.5100,3.000000,0.000000,0.000000,2.970711,-0.004930,0.001484,2.972296,-0.003833,0.003426,-0.000316,-0.014277,-0.004259,0.000284,-0.012001,-0.000168,0.089424,0.007769,0.001080,0.119312,0.025081,0.025454,-0.004331,0.009545,-0.006049,-0.005257,0.005601,-0.005044,-0.000615,-0.008181,0.000000,4.513957,0.000118,0.000327,0.000361,4.511934,-0.000172,-0.000106,0.000336
5.5150,3.000000,0.000000,0.000000,2.971158,-0.004891,0.001489,2.972296,-0.003833,0.003426,-0.000337,-0.014230,-0.004289,0.000281,-0.011839,-0.000170,0.088724,0.007787,0.001071,0.119312,0.025081,0.025454,-0.004616,0.009477,-0.005728,-0.001484,0.016192,-0.004671,-0.000615,-0.008181,0.000000,4.513957,0.000118,0.000327,0.000361,4.512244,-0.000128,-0.000040,0.000339
5.5200,3.000000,0.000000,0.000000,2.971602,-0.004852,0.001494,2.973370,-0.003867,0.003379,-0.000360,-0.014182,-0.004318,0.000358,-0.011645,-0.000223,0.088026,0.007807,0.001065,0.119205,0.023978,0.024337,-0.005010,0.009253,-0.005368,0.007244,0.023150,-0.008008,-0.000615,-0.008181,0.000000,4.513957,-0.000444,-0.000627,0.000613,4.512507,-0.000176,-0.000130,0.000382
5.5250,3.000000,0.000000,0.000000,2.972042,-0.004813,0.001500,2.973370,-0.003867,0.003379,-0.000385,-0.014136,-0.004345,0.000324,-0.011662,-0.000217,0.087331,0.007827,0.001062,0.119205,0.023978,0.024337,-0.005495,0.008898,-0.004975,-0.004509,0.014238,-0.003971,-0.000615,-0.008181,0.000000,4.513957,-0.000444,-0.000627,0.000613,4.512730,-0.000218,-0.000206,0.000417
5.5300,3.000000,0.000000,0.000000,2.972478,-0.004774,0.001505,2.974266,-0.003801,0.003450,-0.000412,-0.014092,-0.004370,0.000363,-0.011619,-0.000276,0.086637,0.007849,0.001060,0.116449,0.023582,0.024120,-0.005971,0.008585,-0.004546,0.000557,0.012424,-0.008215,-0.000615,-0.008181,0.000000,4.513957,-0.000188,-0.000048,0.000662,4.512918,-0.000213,-0.000182,0.000455
5.5350,3.000000,0.000000,0.000000,2.972912,-0.004735,0.001510,2.974266,-0.003801,0.003450,-0.000441,-0.014049,-0.004392,0.000421,-0.011562,-0.000294,0.085946,0.007872,0.001061,0.116449,0.023582,0.024120,-0.006438,0.008307,-0.004087,0.002571,0.014049,-0.006491,-0.000615,-0.008181,0.000000,4.513957,-0.000188,-0.000048,0.000662,4.513078,-0.000209,-0.000161,0.000487
5.5400,3.000000,0.000000,0.000000,2.973341,-0.004695,0.001516,2.975112,-0.003708,0.003471,-0.000473,-0.014007,-0.004413,0.000484,-0.011582,-0.000350,0.085257,0.007897,0.001063,0.113936,0.024057,0.024993,-0.006890,0.008194,-0.003627,-0.001638,0.003049,-0.005274,-0.000615,-0.008181,0.000000,4.513957,-0.000166,0.000459,0.000491,4.513213,-0.000203,-0.000066,0.000487
