time,ref_x,ref_y,ref_z,x,y,z,est_x,est_y,est_z,phi,theta,psi,est_phi,est_theta,est_psi,dx,dy,dz,est_dx,est_dy,est_dz,p,q,r,est_p,est_q,est_r,ref_phi,ref_theta,ref_psi,cmd_T,cmd_tau_phi,cmd_tau_theta,cmd_tau_psi,real_T,real_tau_phi,real_tau_theta,real_tau_psi,acc_x,acc_y,acc_z,meas_acc_x,meas_acc_y,meas_acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mocap_x,mocap_y,mocap_z,p_ddot_hat_x,p_ddot_hat_y,p_ddot_hat_z
6.4800,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83aaf8f92d3a3p+1,0x1.80b9542573a76p+1,0x1.7c817f448d948p+1,0x1.83c80df1c672ep+1,0x1.80bc7e7c778dep+1,0x1.7cba00f3c138cp+1,0x1.3712c6e4c21e3p-7,-0x1.f15caaaa30dafp-8,-0x1.568df35eb3b7bp-9,0x1.169cc8p-6,-0x1.5fb422p-7,-0x1.85870cp-16,0x1.4e196c5864596p-5,0x1.2b6a1b780bf7ep-4,0x1.18cd9e733da9ap-5,0x1.fa8b7e6200fe1p-5,0x1.64f5b43b08be6p-4,0x1.09d33f9dabb05p-4,-0x1.cee161a32ef99p-8,0x1.bff2008e4ce73p-8,-0x1.77fee18bc5357p-12,-0x1.b2a7207bf3b4cp-8,0x1.d19b041f868d2p-8,-0x1.b218a3ba43668p-19,0x1.eac62706d6641p-7,-0x1.1e1982d08e352p-7,0x0p+0,0x1.21792bc1a0593p+2,0x1.f79ec5a2392e9p-16,-0x1.2255ef2578e67p-15,0x1.4ab3b682b71b8p-20,0x1.218015100198cp+2,0x1.0be61163ccp-17,-0x1.ca28aa4064p-17,0x1.56533249dcp-20,-0x1.32a8c8a7d09d3p-4,-0x1.7d9077ff69cb1p-4,0x1.76487ab563ap-6,0x1.3333333333333p-3,0x1.3333333333332p-3,0x1.3f7969425f3b4p+3,-0x1.b8010739cf78p-8,0x1.d6d25af7ac68cp-8,-0x1.3f275eb9a38cp-17,0x1.632b76f8a2a4cp+4,-0x1.58a4aa91668acp-1,-0x1.508f3cf6d680fp+5,0x1.839d6c68a371cp+1,0x1.80a1253c9edc2p+1,0x1.7c76525b3c9fbp+1,0x1.6882f19daa379p-5,-0x1.1ef6d20b58dccp-6,0x1.64373dbf86b6p-3
6.4850,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83b1a78fd2d5dp+1,0x1.80c54e268cef9p+1,0x1.7c871cfaec0b8p+1,0x1.83c80df1c672ep+1,0x1.80bc7e7c778dep+1,0x1.7cba00f3c138cp+1,0x1.35eaa0803a684p-7,-0x1.ef1f0974ae95fp-8,-0x1.56bf38fc2a8fp-9,0x1.1609p-6,-0x1.5e8a7ep-7,-0x1.8a059ap-16,0x1.4b086019461a6p-5,0x1.2981b4780cb82p-4,0x1.19bd28ff36df2p-5,0x1.fa8b7e6200fe1p-5,0x1.64f5b43b08be6p-4,0x1.09d33f9dabb05p-4,-0x1.cdb62ac22992bp-8,0x1.be674306b7a99p-8,-0x1.76b3dd34a3bdp-12,-0x1.b1b9d39962f68p-8,0x1.d03d5cd3fda02p-8,-0x1.0e5a4477f6d1cp-19,0x1.eac62706d6641p-7,-0x1.1e1982d08e352p-7,0x0p+0,0x1.21792bc1a0593p+2,0x1.f79ec5a2392e9p-16,-0x1.2255ef2578e67p-15,0x1.4ab3b682b71b8p-20,0x1.217f057112c76p+2,0x1.5cd22613f4p-17,-0x1.0b92672df2p-16,0x1.550196d208p-20,-0x1.31465ba684917p-4,-0x1.7c23df85168cbp-4,0x1.74128453902p-6,0x1.3333333333332p-3,0x1.3333333333331p-3,0x1.3f784204ec579p+3,-0x1.b6d5d058ca112p-8,0x1.d5479d70172b2p-8,-0x1.15c6d3d5747ep-17,0x1.632b76f8a2a4cp+4,-0x1.58a4aa91668acp-1,-0x1.508f3cf6d680fp+5,0x1.839d6c68a371cp+1,0x1.80a1253c9edc2p+1,0x1.7c76525b3c9fbp+1,0x1.6882f19daa379p-5,-0x1.1ef6d20b58dccp-6,0x1.64373dbf86b6p-3
6.4900,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83b84673068a7p+1,0x1.80d1349e68c72p+1,0x1.7c8cbf7bbdf3p+1,0x1.83d59bc9b7681p+1,0x1.80d4ac3b81df9p+1,0x1.7cc4d44025b62p+1,0x1.34c3396f67cbfp-7,-0x1.ece361f70b207p-8,-0x1.56f05d8fc77e4p-9,0x1.1575a6p-6,-0x1.5d6148p-7,-0x1.8dd9d8p-16,0x1.47fadf2ea60ebp-5,0x1.279b2026be86dp-4,0x1.1aab4953e73b6p-5,0x1.f46059781c229p-5,0x1.611b7e2c52695p-4,0x1.0a255a6c786fep-4,-0x1.cc30a3a4143b1p-8,0x1.bc9a2760ca597p-8,-0x1.756a23abcca7ap-12,-0x1.b0830dacd9d9bp-8,0x1.cea9b53cfd67ap-8,-0x1.ac6c4316a9eep-21,0x1.eac62706d6641p-7,-0x1.1e1982d08e352p-7,0x0p+0,0x1.21792bc1a0593p+2,0x1.2de047525d57cp-15,-0x1.522a28e8cf621p-15,0x1.4789694d23b6cp-20,0x1.217e1f8505ff6p+2,0x1.a151eebc6p-17,-0x1.2c27b1938ap-16,0x1.53e3cf8c5p-20,-0x1.2fe553e93f00cp-4,-0x1.7ab86aea102c2p-4,0x1.723706a2456p-6,0x1.3333333333333p-3,0x1.3333333333332p-3,0x1.3f77481a9baabp+3,-0x1.b550493ab4b98p-8,0x1.d37a81ca29dbp-8,-0x1.d91f457523a4p-18,0x1.632b76f8a2a4cp+4,-0x1.58a4aa91668acp-1,-0x1.508f3cf6d680fp+5,0x1.83aaf8f92d3a3p+1,0x1.80b9542573a76p+1,0x1.7c817f448d948p+1,0x1.6e3f3325e7f9p-5,-0x1.139832a8be91p-6,0x1.637908e9baa5bp-3
6.4950,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83bed5b4eddfbp+1,0x1.80dd079fb201fp+1,0x1.7c9266bfc4bf5p+1,0x1.83d59bc9b7681p+1,0x1.80d4ac3b81df9p+1,0x1.7cc4d44025b62p+1,0x1.339ccb804e229p-7,-0x1.eaaa0922ec6f1p-8,-0x1.572162cf6423ep-9,0x1.14e386p-6,-0x1.5c3a1cp-7,-0x1.910d92p-16,0x1.44f0e605ea8c2p-5,0x1.25b65d0e88af9p-4,0x1.1b98395826202p-5,0x1.f46059781c229p-5,0x1.611b7e2c52695p-4,0x1.0a255a6c786fep-4,-0x1.ca5ea9c0fb08ep-8,0x1.ba94ddcf9a8a1p-8,-0x1.742186c368ddbp-12,-0x1.af014ebe8c6aep-8,0x1.ccdef3337b885p-8,0x1.bd5208b91662p-22,0x1.eac62706d6641p-7,-0x1.1e1982d08e352p-7,0x0p+0,0x1.21792bc1a0593p+2,0x1.2de047525d57cp-15,-0x1.522a28e8cf621p-15,0x1.4789694d23b6cp-20,0x1.217d5ce5111c6p+2,0x1.fbe233ecp-17,-0x1.57382cc2aap-16,0x1.527ab8824p-20,-0x1.2e85de883a07dp-4,-0x1.794e581f5093p-4,0x1.70a81356e4ep-6,0x1.3333333333334p-3,0x1.3333333333334p-3,0x1.3f76748e222e8p+3,-0x1.b37e4f579b875p-8,0x1.d1753838fa0bap-8,-0x1.86f80b5c3128p-18,0x1.632b76f8a2a4cp+4,-0x1.58a4aa91668acp-1,-0x1.508f3cf6d680fp+5,0x1.83aaf8f92d3a3p+1,0x1.80b9542573a76p+1,0x1.7c817f448d948p+1,0x1.6e3f3325e7f9p-5,-0x1.139832a8be91p-6,0x1.637908e9baa5bp-3
6.5000,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83c555679c127p+1,0x1.80e8c73d04825p+1,0x1.7c9812c0ea59bp+1,0x1.83e2ea8e55b07p+1,0x1.80ec8b8ed0668p+1,0x1.7ccfbc237ee25p+1,0x1.327787a12498bp-7,-0x1.e87346dfa3871p-8,-0x1.57524a2444b81p-9,0x1.1450d2p-6,-0x1.5b13acp-7,-0x1.961a3ap-16,0x1.41ea709908afep-5,0x1.23d3696a89902p-4,0x1.1c842a085dbcep-5,0x1.ee439a27c44fbp-5,0x1.5d48b112f2c3cp-4,0x1.0a7bf91a46aa1p-4,-0x1.c8279d0209506p-8,0x1.b845541978491p-8,-0x1.72da4fcbb9647p-12,-0x1.ad280da43b306p-8,0x1.cad3d7aef7a22p-8,0x1.b2fda49affd3p-20,0x1.d8fbfbabb7a19p-7,-0x1.0d3f7eee640d7p-7,0x0p+0,0x1.2138cdd14d1bdp+2,-0x1.099b40bae755cp-16,0x1.504ab59cdddbdp-17,0x1.446f59a3ffa4cp-20,0x1.217cb825ff852p+2,0x1.2445a1c764p-16,-0x1.7bac325acp-16,0x1.5149108d24p-20,-0x1.2d2821b6409fbp-4,-0x1.77e5db99d316dp-4,0x1.6f59dfbd79cp-6,0x1.3333333333334p-3,0x1.3333333333334p-3,0x1.3f75c17baae32p+3,-0x1.b1474298a9cedp-8,0x1.cf25ae82d7caap-8,-0x1.352a4d7052d8p-18,0x1.6343184c5b75ep+4,-0x1.5586fd14be834p-1,-0x1.508927ab97985p+5,0x1.83b84673068a7p+1,0x1.80d1349e68c72p+1,0x1.7c8cbf7bbdf3p+1,0x1.73f165001fd1ep-5,-0x1.0848faeeb114ap-6,0x1.62f0bef8d66a9p-3
6.5050,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83cbc59d0fc5dp+1,0x1.80f47388ea0cfp+1,0x1.7c9dc37a137a5p+1,0x1.83e2ea8e55b07p+1,0x1.80ec8b8ed0668p+1,0x1.7ccfbc237ee25p+1,0x1.3153ae82f907ep-7,-0x1.e63f7a35bebep-8,-0x1.5783156cbb15fp-9,0x1.13bf9ep-6,-0x1.59ef9ep-7,-0x1.9a89c8p-16,0x1.3ee77a802be18p-5,0x1.21f24332ba6d7p-4,0x1.1d6f44d4fff65p-5,0x1.ee439a27c44fbp-5,0x1.5d48b112f2c3cp-4,0x1.0a7bf91a46aa1p-4,-0x1.c59b01c4b94a2p-8,0x1.b5b6f03b2b29bp-8,-0x1.71944d7333191p-12,-0x1.aaf821f4e1c1ep-8,0x1.c88911544d04fp-8,0x1.7ace09ef676cap-19,0x1.d8fbfbabb7a19p-7,-0x1.0d3f7eee640d7p-7,0x0p+0,0x1.2138cdd14d1bdp+2,-0x1.099b40bae755cp-16,0x1.504ab59cdddbdp-17,0x1.446f59a3ffa4cp-20,0x1.217c2cb192be1p+2,0x1.541703a37p-16,-0x1.a93701e848p-16,0x1.4fc9efaec8p-20,-0x1.2bcc52e13f8edp-4,-0x1.767f3e52a1d92p-4,0x1.6e426ef6fbcp-6,0x1.3333333333333p-3,0x1.3333333333332p-3,0x1.3f7529e6db9b6p+3,-0x1.aebaa75b59c89p-8,0x1.cc974aa48aab4p-8,-0x1.c7536e9d8p-19,0x1.6343184c5b75ep+4,-0x1.5586fd14be834p-1,-0x1.508927ab97985p+5,0x1.83b84673068a7p+1,0x1.80d1349e68c72p+1,0x1.7c8cbf7bbdf3p+1,0x1.73f165001fd1ep-5,-0x1.0848faeeb114ap-6,0x1.62f0bef8d66a9p-3
6.5100,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83d22667310e6p+1,0x1.81000c95d7998p+1,0x1.7ca378e6f9049p+1,0x1.83effad200b08p+1,0x1.81041d0d17591p+1,0x1.7cdab8d6a53ap+1,0x1.303176e861fd6p-7,-0x1.e40ef396f3ffep-8,-0x1.57b3c632725ecp-9,0x1.132f46p-6,-0x1.58cca6p-7,-0x1.9e57b4p-16,0x1.3be7fecab80b9p-5,0x1.2012e801acd18p-4,0x1.1e59acca18e96p-5,0x1.e83525fd9a7b5p-5,0x1.597d429a81cf9p-4,0x1.0ad897b87633ep-4,-0x1.c2a3aa84dda27p-8,0x1.b2da067673872p-8,-0x1.704fcb4756701p-12,-0x1.a867d79e41199p-8,0x1.c5f77663696c6p-8,0x1.0dc34f4d28827p-18,0x1.d8fbfbabb7a19p-7,-0x1.0d3f7eee640d7p-7,0x0p+0,0x1.2138cdd14d1bdp+2,-0x1.7174af159dfbdp-17,0x1.64808dbce9d4fp-18,0x1.419c10ce34d7ap-20,0x1.217bb6a5d0e25p+2,0x1.7c911edebep-16,-0x1.cfc3fa49bap-16,0x1.4e85a00518p-20,-0x1.2a729f48591bdp-4,-0x1.751abe136ad29p-4,0x1.6d594cc9896p-6,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3f74a9974bac9p+3,-0x1.abc3501b7e20ep-8,0x1.c9ba60dfd308bp-8,-0x1.251258af2b8p-19,0x1.6343184c5b75ep+4,-0x1.5586fd14be834p-1,-0x1.508927ab97985p+5,0x1.83c555679c127p+1,0x1.80e8c73d04825p+1,0x1.7c9812c0ea59bp+1,0x1.7996b4fe11072p-5,-0x1.fa20c15ea93ecp-7,0x1.628f173ca475fp-3
6.5150,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83d877d7ceb5ep+1,0x1.810b927629963p+1,0x1.7ca93304074ccp+1,0x1.83effad200b08p+1,0x1.81041d0d17591p+1,0x1.7cdab8d6a53ap+1,0x1.2f112521ec478p-7,-0x1.e1e21783b5db1p-8,-0x1.57e45e6492154p-9,0x1.12a0aap-6,-0x1.57ac72p-7,-0x1.a18e86p-16,0x1.38ebf8143c463p-5,0x1.1e355522dba4fp-4,0x1.1f437f8a99e52p-5,0x1.e83525fd9a7b5p-5,0x1.597d429a81cf9p-4,0x1.0ad897b87633ep-4,-0x1.bf51fa1b4e657p-8,0x1.afbaa4adb306p-8,-0x1.6f0c94d9387b6p-12,-0x1.a57a0bf22bd3ep-8,0x1.c32118e86f74ap-8,0x1.5dd6c32d6e2cdp-18,0x1.d8fbfbabb7a19p-7,-0x1.0d3f7eee640d7p-7,0x0p+0,0x1.2138cdd14d1bdp+2,-0x1.7174af159dfbdp-17,0x1.64808dbce9d4fp-18,0x1.419c10ce34d7ap-20,0x1.2171710f2bc2dp+2,0x1.195e11f7dcp-16,-0x1.6ec16dc69cp-16,0x1.4cf932dd18p-20,-0x1.29111cedcb2d5p-4,-0x1.73abf9cabccbp-4,0x1.571c6c9c2c6p-6,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3f697f57b9958p+3,-0x1.a8719fb1eee3ep-8,0x1.c69aff1712879p-8,-0x1.06ee4340625p-20,0x1.6343184c5b75ep+4,-0x1.5586fd14be834p-1,-0x1.508927ab97985p+5,0x1.83c555679c127p+1,0x1.80e8c73d04825p+1,0x1.7c9812c0ea59bp+1,0x1.7996b4fe11072p-5,-0x1.fa20c15ea93ecp-7,0x1.628f173ca475fp-3
6.5200,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83deba009bea4p+1,0x1.8117053c20bdbp+1,0x1.7caef1ce42645p+1,0x1.83fccd25bc698p+1,0x1.811b614bd806cp+1,0x1.7ce5c994f59ddp+1,0x1.2df2f30348842p-7,-0x1.dfb93b0eb7f5ap-8,-0x1.5814df996fad5p-9,0x1.121194p-6,-0x1.568d1ap-7,-0x1.a69dfep-16,0x1.35f37a59899a3p-5,0x1.1c5997ba2a0f7p-4,0x1.201f16da5a018p-5,0x1.e234dadc7033dp-5,0x1.55b923abe6619p-4,0x1.0b22cb52136b6p-4,-0x1.bcddb7a46ab1ap-8,0x1.ad42847e22e16p-8,-0x1.6dcaf0b3109f8p-12,-0x1.a2c7ad475ce68p-8,0x1.c078875fd27ddp-8,0x1.ad6696ec4197cp-18,0x1.d8fbfbabb7a19p-7,-0x1.0d3f7eee640d7p-7,0x0p+0,0x1.2138cdd14d1bdp+2,-0x1.b9543ee764b2ep-18,0x1.f3381f5c50709p-21,0x1.3f3a0d335eaecp-20,0x1.2168bf2922e32p+2,0x1.8acb3f8d1cp-17,-0x1.1ca36fe20cp-16,0x1.4ba9a18898p-20,-0x1.27b3c5853c516p-4,-0x1.7241edb1cac4ep-4,0x1.444cce4baep-6,0x1.3333333333334p-3,0x1.3333333333333p-3,0x1.3f600be340a24p+3,-0x1.a5fd5d3b0b301p-8,0x1.c422dee78262fp-8,0x1.d5af173bcc8p-23,0x1.635a3bb0e014ep+4,-0x1.527894f4e8b1p-1,-0x1.508331e1618e7p+5,0x1.83d22667310e6p+1,0x1.81000c95d7998p+1,0x1.7ca378e6f9049p+1,0x1.7f2becc122c4p-5,-0x1.e3efe843aded9p-7,0x1.62491e24d6c61p-3
6.5250,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83e4ecf3b22f9p+1,0x1.812264fa8459p+1,0x1.7cb4b4fccbe1p+1,0x1.83fccd25bc698p+1,0x1.811b614bd806cp+1,0x1.7ce5c994f59ddp+1,0x1.2cd652d3e9f1fp-7,-0x1.dd938822d5b86p-8,-0x1.584545e91ce77p-9,0x1.1183bcp-6,-0x1.556fcp-7,-0x1.ab10d4p-16,0x1.32fe7aef3ec25p-5,0x1.1a7fa9bd1d86cp-4,0x1.20eea42b2e47ep-5,0x1.e234dadc7033dp-5,0x1.55b923abe6619p-4,0x1.0b22cb52136b6p-4,-0x1.bb24e4cce8178p-8,0x1.ab57f8a394d21p-8,-0x1.6c8a9e9f5199dp-12,-0x1.a08ebd21d0decp-8,0x1.be2c2fb15b11p-8,0x1.fcaa025d06c94p-18,0x1.d8fbfbabb7a19p-7,-0x1.0d3f7eee640d7p-7,0x0p+0,0x1.2138cdd14d1bdp+2,-0x1.b9543ee764b2ep-18,0x1.f3381f5c50709p-21,0x1.3f3a0d335eaecp-20,0x1.216162fa6cf6ep+2,0x1.1577b7157cp-17,-0x1.c68484e7f4p-17,0x1.4a1e8aab68p-20,-0x1.2659d0455d335p-4,-0x1.70db970bf6a13p-4,0x1.3463c59bf2ep-6,0x1.3333333333334p-3,0x1.3333333333332p-3,0x1.3f580bdd0074ep+3,-0x1.a4448a638895fp-8,0x1.c238530cf453ap-8,0x1.7b07f6a67f4p-20,0x1.635a3bb0e014ep+4,-0x1.527894f4e8b1p-1,-0x1.508331e1618e7p+5,0x1.83d22667310e6p+1,0x1.81000c95d7998p+1,0x1.7ca378e6f9049p+1,0x1.7f2becc122c4p-5,-0x1.e3efe843aded9p-7,0x1.62491e24d6c61p-3
6.5300,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83eb10c2f4692p+1,0x1.812db1c3ddd51p+1,0x1.7cba7c51fff15p+1,0x1.84096218f02abp+1,0x1.813258def9e8bp+1,0x1.7cf0ed08112cep+1,0x1.2bbacc9d07901p-7,-0x1.db704988728dep-8,-0x1.58758e0c28568p-9,0x1.10f62ep-6,-0x1.5452acp-7,-0x1.aede88p-16,0x1.300cf12bfdd3cp-5,0x1.18a7866c6a5f9p-4,0x1.21b402be2172bp-5,0x1.dc428aa088fdfp-5,0x1.51fc3ee72354bp-4,0x1.0b627a67b8c6cp-4,-0x1.b9ef042c30057p-8,0x1.a9d05a90110adp-8,-0x1.6b4bd11821794p-12,-0x1.9ed3e1993d23dp-8,0x1.bc3f5d98468e4p-8,0x1.25ce38fe565dfp-17,0x1.d8fbfbabb7a19p-7,-0x1.0d3f7eee640d7p-7,0x0p+0,0x1.2138cdd14d1bdp+2,-0x1.ab03d394fcfedp-20,-0x1.06726a8a000c1p-18,0x1.3d1cf356355b8p-20,0x1.215b280d5d35cp+2,0x1.644e5ee3p-18,-0x1.6560475358p-17,0x1.48d01b1564p-20,-0x1.2502938836c41p-4,-0x1.6f781b2b75587p-4,0x1.26ef52f1f8ep-6,0x1.3333333333333p-3,0x1.3333333333332p-3,0x1.3f51463f80073p+3,-0x1.a30ea9c2d083ep-8,0x1.c0b0b4f9708c6p-8,0x1.5ceabeeb4fe8p-19,0x1.635a3bb0e014ep+4,-0x1.527894f4e8b1p-1,-0x1.508331e1618e7p+5,0x1.83deba009bea4p+1,0x1.8117053c20bdbp+1,0x1.7caef1ce42645p+1,0x1.84b011f28c671p-5,-0x1.ce0a70eaa6014p-7,0x1.5d21b122164abp-3
6.5350,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83f1258019216p+1,0x1.8138ebaa86024p+1,0x1.7cc04799bc10bp+1,0x1.84096218f02abp+1,0x1.813258def9e8bp+1,0x1.7cf0ed08112cep+1,0x1.2aa00c8fa2cdcp-7,-0x1.d94f009f1f452p-8,-0x1.58a5b5d07fa1ep-9,0x1.10698ap-6,-0x1.53371ap-7,-0x1.b20d7ap-16,0x1.2d1ed618b5998p-5,0x1.16d12a20ada06p-4,0x1.2270c4debc4f7p-5,0x1.dc428aa088fdfp-5,0x1.51fc3ee72354bp-4,0x1.0b627a67b8c6cp-4,-0x1.b927fb801acfbp-8,0x1.a89c7a4c4708ep-8,-0x1.6a0e4af5c43afp-12,-0x1.9d8fa81992ab4p-8,0x1.baac4e955e665p-8,0x1.4d21c84959353p-17,0x1.d8fbfbabb7a19p-7,-0x1.0d3f7eee640d7p-7,0x0p+0,0x1.2138cdd14d1bdp+2,-0x1.ab03d394fcfedp-20,-0x1.06726a8a000c1p-18,0x1.3d1cf356355b8p-20,0x1.2155e1f9fa2d4p+2,0x1.d3b587dd1p-19,-0x1.29b8ed7018p-17,0x1.47575d166p-20,-0x1.23ad9073fc1eap-4,-0x1.6e16d6f8d787fp-4,0x1.1b8ef58dd4p-6,0x1.3333333333332p-3,0x1.3333333333332p-3,0x1.3f4b8ac640e7bp+3,-0x1.a247a116bb4e2p-8,0x1.bf7cd4b5a68a7p-8,0x1.fbadd019ef1p-19,0x1.635a3bb0e014ep+4,-0x1.527894f4e8b1p-1,-0x1.508331e1618e7p+5,0x1.83deba009bea4p+1,0x1.8117053c20bdbp+1,0x1.7caef1ce42645p+1,0x1.84b011f28c671p-5,-0x1.ce0a70eaa6014p-7,0x1.5d21b122164abp-3
6.5400,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83f72b3cb3398p+1,0x1.814412c0b046ap+1,0x1.7cc616a7e97aep+1,0x1.8415ba38ee63ap+1,0x1.814904586f8ddp+1,0x1.7cfc21918ac6fp+1,0x1.2985cbba7f349p-7,-0x1.d72f4236e5079p-8,-0x1.58d5bb5e719f9p-9,0x1.0fdbd6p-6,-0x1.521b78p-7,-0x1.b70374p-16,0x1.2a34240311cc6p-5,0x1.14fc920346262p-4,0x1.23263f157d7afp-5,0x1.d65e067ce4388p-5,0x1.4e467b5f1048fp-4,0x1.0b840554ca145p-4,-0x1.b8a5483bf0f97p-8,0x1.a79c06b7ab643p-8,-0x1.68d230d3987c3p-12,-0x1.9ca9c8c4d951cp-8,0x1.b96073969251bp-8,0x1.7435aaf6ae86ep-17,0x1.d8fbfbabb7a19p-7,-0x1.0d3f7eee640d7p-7,0x0p+0,0x1.2138cdd14d1bdp+2,0x1.0d82e00a906bbp-18,-0x1.36d9a6c063c42p-17,0x1.3afce4919ee3ep-20,0x1.21516b297b865p+2,0x1.04672e43ap-19,-0x1.ee74040528p-18,0x1.461875507p-20,-0x1.225a5bdbf3bdfp-4,-0x1.6cb7409c9adbfp-4,0x1.11f0fd40e78p-6,0x1.3333333333334p-3,0x1.3333333333332p-3,0x1.3f46b095b73d7p+3,-0x1.a1c4edd29177ep-8,0x1.be7c61210ae5cp-8,0x1.4cdd7097e738p-18,0x1.6370df3c0f3e3p+4,-0x1.4f79f03d5153cp-1,-0x1.507d5c23d8b26p+5,0x1.83eb10c2f4692p+1,0x1.812db1c3ddd51p+1,0x1.7cba7c51fff15p+1,0x1.8a28620e52b5p-5,-0x1.b852012aa5933p-7,0x1.59704831eee61p-3
6.5450,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.83fd220a3867fp+1,0x1.814f271872f78p+1,0x1.7ccbe95740f32p+1,0x1.8415ba38ee63ap+1,0x1.814904586f8ddp+1,0x1.7cfc21918ac6fp+1,0x1.286bde6191d1ep-7,-0x1.d510cc7cf86c5p-8,-0x1.59059dac6a657p-9,0x1.0f4eep-6,-0x1.51011ap-7,-0x1.bb5866p-16,0x1.274cd64b1c293p-5,0x1.1329bbee02d09p-4,0x1.23d591a317a8bp-5,0x1.d65e067ce4388p-5,0x1.4e467b5f1048fp-4,0x1.0b840554ca145p-4,-0x1.b85c6cd6fc41ep-8,0x1.a6c71acaf75f7p-8,-0x1.67974a1abaff7p-12,-0x1.9c1072c13b8adp-8,0x1.b84e545850a97p-8,0x1.9b260c5d778fbp-17,0x1.d8fbfbabb7a19p-7,-0x1.0d3f7eee640d7p-7,0x0p+0,0x1.2138cdd14d1bdp+2,0x1.0d82e00a906bbp-18,-0x1.36d9a6c063c42p-17,0x1.3afce4919ee3ep-20,0x1.214da3ca5eccp+2,0x1.774c59ed6p-20,-0x1.cad603438p-18,0x1.44b77119bcp-20,-0x1.2108aa8b99326p-4,-0x1.6b58f794f7477p-4,0x1.09d0430b3c6p-6,0x1.3333333333332p-3,0x1.3333333333332p-3,0x1.3f4295181272dp+3,-0x1.a17c126d9cc05p-8,0x1.bda7753456e1p-8,0x1.9b971ecf4668p-18,0x1.6370df3c0f3e3p+4,-0x1.4f79f03d5153cp-1,-0x1.507d5c23d8b26p+5,0x1.83eb10c2f4692p+1,0x1.812db1c3ddd51p+1,0x1.7cba7c51fff15p+1,0x1.8a28620e52b5p-5,-0x1.b852012aa5933p-7,0x1.59704831eee61p-3
6.5500,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.840309fa06b55p+1,0x1.815a28c3ce684p+1,0x1.7cd1bf883f177p+1,0x1.8421d611c4d01p+1,0x1.815f6448e3e4ep+1,0x1.7d0765515773ep+1,0x1.27521f7f9f8bap-7,-0x1.d2f367b96d1a2p-8,-0x1.59355bdb7652ep-9,0x1.0ec1eap-6,-0x1.4fe688p-7,-0x1.bf0578p-16,0x1.2468e91164de7p-5,0x1.1158a63639e5fp-4,0x1.247fb086520ccp-5,0x1.d087302825dd7p-5,0x1.4a97ca22a959bp-4,0x1.0b92cd9ac398cp-4,-0x1.b827de6dd5909p-8,0x1.a60188d4555b6p-8,-0x1.665db544387ddp-12,-0x1.9ba8651eb5274p-8,0x1.b7616b8ae6385p-8,0x1.c1f264e16a199p-17,0x1.d8fbfbabb7a19p-7,-0x1.0d3f7eee640d7p-7,0x0p+0,0x1.2138cdd14d1bdp+2,0x1.50c710ee9c98bp-17,-0x1.f5b24c9ad820fp-17,0x1.38beacac88b88p-20,0x1.214a70ed9d971p+2,0x1.f841cbfe4p-21,-0x1.acafca35ap-18,0x1.438c9eac58p-20,-0x1.1fb83cfc6cd03p-4,-0x1.69fbaa5462e61p-4,0x1.02f23da02dep-6,0x1.3333333333333p-3,0x1.3333333333332p-3,0x1.3f3f1b06bae04p+3,-0x1.a1478404760fp-8,0x1.bce1e33db4dcfp-8,0x1.e9fc546fe6dp-18,0x1.6370df3c0f3e3p+4,-0x1.4f79f03d5153cp-1,-0x1.507d5c23d8b26p+5,0x1.83f72b3cb3398p+1,0x1.814412c0b046ap+1,0x1.7cc616a7e97aep+1,0x1.8f987d0f96c8p-5,-0x1.a2ae5787efe38p-7,0x1.56caddbfbc02fp-3
